content,error,followers,id,mid,pubdate,uid,topic,class
"( 1 / 2 ) 啥 是 两会 ? 农民 代表 答 : 会 养猪 , 会 交配 . 工人 代表 答 : 会 挣钱 , 会 消费 . 民工 代表 答 : 会 讨薪 , 会 下跪 . 保姆 代表 答 : 会 插足 , 会 叠被 . 小姐 代表 答 : 会 上床 , 会 收费 . 艺人 代表 答 : 会 炒作 , 会 陪 睡 . 商人 代表 答 : 会 赚钱 , 会 逃税 . 官员 代表 答 : 会 撒谎 , 会 受贿 . 股民 代",disapptime=20120830 16:00:28 4 +0800;lastapptime=20120830 15:47:15 4 +0800;tidstatus=V2PerDny,3199,3484749236915179,3484749236915179,20120830 15:40:24 4 +0800,2477050800.0,everythingElse,censored
"( 1 / 2 ) 如果 你 根本 不 认识 一个 人 , 仅仅 依靠 照片 辨认 难度 会 很大 , 日常生活 中 认识 的 人 都 会 看错 , 遑论 其余 . 如果 是 警方 寻查 嫌犯 , 至少 得经 专业培训 认 人 技巧 , 即便如此 依然 可能 认错 人 . 因此 , 如果 不是 嫌犯 正在 进行 严重 暴力犯罪 , 应当 尽可能 避免 当场 射杀 , 因 误杀 率 实在 太高 . 被 击毙 的 是 周克华 吗 ?",disapptime=20120818 20:32:36 6 +0800;lastapptime=20120818 20:26:38 6 +0800;tidstatus=V2PerDny,858,3480460678499048,3480460678499048,20120818 19:39:12 6 +0800,2608998823.0,everythingElse,censored
"( 1 / 2 ) 某大 妓院 执事 会 换届 , 唯一 没有 失身 的 淑女 主张 实行 内部 民主 投票 . 老鸨 因为 几个 名妓 争权 伤脑筋 , 破天荒 听取 了 淑女 的 意见 在 妓院 内部 搞 选举 . 投票 结果显示 : 坚决 主张 强迫 淑女 卖身 或 将 其 打死 的 妓女 高票当选 ; 同情 或 理解 淑女 的 良心 妓女 全数 落选 . 那 是 裤裆 性质 决定 的 必然结果 ! |",disapptime=20120805 23:56:34 7 +0800;lastapptime=20120805 23:51:25 7 +0800;tidstatus=V2PerDny,791,3475807035241749,3475807035241749,20120805 23:27:17 7 +0800,2608998823.0,democracy,censored
"( 1 / 2 ) 某 官方 机构 代表 曾 指出 : 中国 实现 全民 免费 医疗 每年 需 花费 1600 亿元 , 目前 中国 不 具备 这个 经济 实力 . 2008 年 奥运会 共 耗费 3000 亿元 , 2010 年 世博会 共 耗费 4000 亿元 , 仅 为了 省 10 分钟 , 沪 杭 磁悬浮 就 耗费 了 350 亿元 , 央视 大楼 花 了 80 亿元 , 仅 北上 广像 央视 这样 的 大楼 就",disapptime=20120820 00:13:33 1 +0800;lastapptime=20120820 00:04:52 1 +0800;tidstatus=V2PerDny,3016,3480866976382559,3480866976382559,20120819 22:33:41 7 +0800,2477050800.0,social,censored
"( 1 / 2 ) 纽约时报 : 杀人案 极为 复杂 , 世界 媒体 高度 关注 , 我们 原以为 中国政府 会 认真对待 此案 , 或 至少 作好 一些 面子 工程 , 完成 一些 正当程序 . 不幸 的 是 , 整个 庭审 仓促 , 草率 , 中国 司法制度 的 丑恶 暴露无遗 . 谷案 都 遭受 如此 待遇 , 可以 想象 那些 成千上万 未受 媒体 关注 的 无名之辈 , 在 法律 面前 将会 遭",disapptime=20120823 17:00:00 4 +0800;lastapptime=20120823 16:44:48 4 +0800;tidstatus=V2PerDny,5588,3482154573286119,3482154573286119,20120823 11:50:08 4 +0800,1768552551.0,china,censored
"( 1 / 2 ) 美苏 比较 : 美国 总统 , 候选人 公开 竞逐 , 由 全民投票 选出 , 总统 有 组阁 权 , 在 任期 内 贯彻 自己 的 施政 理念 , 一言九鼎 , 是 为 集中 . 反观 苏共 常委 制 , 避开 民众 , 经 宫廷 密谋 , 小圈子 圈定 , 完全 反民主 ; 组建 的 常委会 , 名为 “ 集体领导 ” , 实为 寡头政治 , 各自 垄断 机构 , 彼此 隔离 , 互相 防",disapptime=20120808 10:01:34 3 +0800;lastapptime=20120808 09:57:20 3 +0800;tidstatus=V2PerDny;reapptime=20120808 10:18:56 3 +0800,11689,3476679014170936,3476679014170936,20120808 09:12:13 3 +0800,1786822605.0,democracy,censored
"( 1 / 2 ) ［ 捐款 ? 我 一毛不拔 ! ］ 身为 北京市民 和 纳税人 , 我 已经 纳税 一个甲子 以上 , 退休金 不够 官家 一餐 便饭 . 听说 又 要 为 大水 捐款 了 , 对不起 , ① 我纳 的 税里 应该 有 这项 开支 , 你们 以前 报 过账 吗 ? ② 灾情 到底 多大 , 死 了 多少 人 , 有个准 没有 ? ③ 光 知道 要钱 , 市政府 救灾 尽职 了 吗 ? ④ ( 粗口 ) 捐 你 个妹",disapptime=20120724 20:22:35 2 +0800;lastapptime=20120724 20:07:26 2 +0800;tidstatus=V2PerDny,146936,3471397173236020,3471397173236020,20120724 19:24:04 2 +0800,1267114595.0,everythingElse,censored
"( 1 / 2 ) 据 综合 统计 报告 : 截至 23 日 1 时 北京 因 恶劣 天气 致死 48 人 ; ( 30 男 ; 18 女 ) ; 其中 已知 身份 33 人 ( 本市 18 人 ; 外地 15 人 ) , 未知 身份 15 人 . 按 地区 统计 : 房山 27 人 , 朝阳 6 人 , 丰台 5 人 , 石景山 3 人 , 通州 3 人 , 东城 , 密云 , 大兴 , 怀柔 各 1 人 . 京 港澳 高速 16.3 公里 处 积水 点 水位 已 下降 2 米 , 进京 方向 水位 退出 15",disapptime=20120723 22:04:15 1 +0800;lastapptime=20120723 21:56:07 1 +0800;tidstatus=V2PerDny,9078239,3471064606855890,3471064606855890,20120723 21:22:31 1 +0800,1182389073.0,everythingElse,censored
"( 1 / 2 ) 没有 内奸 , 中国 肿 么 如此 让 人 敢动 ? 据说 , 2011 - 2012 年度 “ 敢动 中国 奖 ” : 第一名 日本 , 第二名 菲律宾 , 第三名 朝鲜 , 第四名 韩国 , 第五名 泰国 , 第六名 帕劳 , 第七名 印尼 , 第八名 缅甸 , 第九名 尼日利亚 , 第十名 索马里 ( 海盗 ) . 获奖 感言 : 这年头 , 不 占 中国 几个 小岛 , 扣 几艘 中国 渔船 , 抓 几个 中国 人 ,",disapptime=20120821 19:14:59 2 +0800;lastapptime=20120821 17:01:57 2 +0800;tidstatus=V2PerDny,268392,3480066007086754,3480066007086754,20120817 17:30:54 5 +0800,1497327642.0,china,censored
"( 1 / 2 ) ! 朱 厚泽 早就 说 过 没 希望 . 死心 吧 . 等待 , 除了 等待 , 你 即使 才高八斗 , 学富五车 , 量 你 也 干不了 什么 . 不过 , 从 历史 老人 惯常 的 安排 来看 , 他们 很快 会 有 萧墙 之变 的 . 至于 变好 或 变坏 , 大家 各 安天命 吧 . 自然 , 信不信 由 你 . [ 引咎辞职 ] 八九 小时 暴雨 , 数十 人 死亡 , 财产损失",disapptime=20120723 14:17:51 1 +0800;lastapptime=20120723 14:16:32 1 +0800;tidstatus=V2PerDny,1194,3470877952187091,3470877952187091,20120723 09:00:52 1 +0800,1224931613.0,everythingElse,censored
"( 2 / 2 ) 0 米 , 现场 已 打捞 出 38 辆 车辆 , 暂无 死亡 人员 报告 .",disapptime=20120723 22:04:15 1 +0800;lastapptime=20120723 21:56:07 1 +0800;tidstatus=V2PerDny,9078239,3471064607217507,3471064607217507,20120723 21:22:31 1 +0800,1182389073.0,everythingElse,censored
"( Bo Xi Lai 姐姐 ) : 法庭 上 的 Gu Kai Lai 是 替身 世界 新闻网 2012 - 08 - 12 这个 女人 从 耳朵 的 轮廓 形状 , 头形 , 头发 走形 , 眼皮 的 厚薄 , 到 眼神 , 和 整个 脸形 五官 的 分布 比例 , 到 气质 来看 , 都 不是 谷 开来 . 最 重要 的 是 眼神 . 这个 顶 包儿 缺少 恶气 和 煞气 , 脸上 线条 明显 比 杀人犯 谷 开来 柔和 .",disapptime=20120813 10:33:34 1 +0800;lastapptime=20120813 10:29:52 1 +0800;tidstatus=V2PerDny,1844,3478474792777699,3478474792777699,20120813 08:08:00 1 +0800,2014528773.0,everythingElse,censored
"* 华生 : 作为 夫人 , 而 不是 厨娘 , 她 应该 不太 接触 或 想到 “ 酱油 壶 ” 这样 的 东西 , 对 么 , 歇 洛克 ? * 福尔摩斯 : 是 的 华生 , 而且 她 是 个 病人 , 更 不 大会 去 做 家务 , 但是 注射器 应该 经常 用到 . 要 达到 所 描述 的 目的 , 注射器 恐怕 更 合适 , 还有 香水瓶 , 这 两样 都 手边 易得 且 更好 携带 , 那个 “ 壶 ” 实在 太 古怪 了 . - - 馨悦 谭 编译",disapptime=20120822 16:17:25 3 +0800;lastapptime=20120822 16:03:08 3 +0800;tidstatus=V2PerDny,8910,3481145502939839,3481145502939839,20120820 17:00:27 1 +0800,2163843495.0,everythingElse,censored
"* 华生 : 因为 夫人 有 精神病 , 所以 她 产生 受虐 幻觉 决定 杀人 ; 但 她 又 有 控制能力 , 所以 制定 出 完整 的 计划 并 成功 实施 ; 因为 精神病 发作 , 她 又 将 杀人 过程 告诉 了 丈夫 的 下属 ; 但 她 还有 控制能力 , 所以 认罪 伏法 ... 歇 洛克 , 这是 整个 案件 的 逻辑 么 ? * 福尔摩斯 : 坦率 的 说 , 医生 , 这 应该 是 你 的 研究 领域 ... - - 馨悦 谭 编译",disapptime=20120821 11:38:13 2 +0800;lastapptime=20120821 11:24:27 2 +0800;tidstatus=V2PerDny,8917,3481400890076820,3481400890076820,20120821 09:55:16 2 +0800,2163843495.0,everythingElse,censored
"* 华生 : 官方 似乎 有意 隐瞒 主编 跳楼 的 地点 , 歇 洛克 , 他们 让 人 误以为 是 在 帝都 , 而 实际上 是 在 一个 叫做 杭州 的 城市 . * 福尔摩斯 : 也许 是 怕人 联想 过多 , 亲爱 的 华生 , 你 知道 杭州 正是 首相 家族 的 资本 基地 之一 , 巨大 的 资产 都 由 首相 的 妻弟 打理 . 本来 可以 不 联想 , 但是 这样 故意 掩盖 , 倒 使 人 不得不 怀疑 . - - 馨悦 谭 编译",disapptime=20120826 11:03:59 7 +0800;lastapptime=20120826 10:59:15 7 +0800;tidstatus=V2PerDny,9183,3483063151212053,3483063151212053,20120826 00:00:31 7 +0800,2163843495.0,everythingElse,censored
"* 华生 : 歇 洛克 , 官方 透露 那位 不幸 的 主编 是 在 年初 突然 病情 加重 的 , 而 那时 正是 英国 绅士 命案 被 捅破 之 时 . * 福尔摩斯 : 是 的 , 这位 主编 在 六月 后 入院 , 并且 医院 不许 陪护 和 看望 要 封闭 治疗 , 而 主编 不 接受 治疗 而 坚决 要求 出院 . 华生 , 他们 对待 抑郁症 患者 未免太 严厉 , 这 难道 是 “ 自杀 ” 的 原因 ? - - 馨悦 谭 编译",disapptime=20120826 17:17:46 7 +0800;lastapptime=20120826 17:13:19 7 +0800;tidstatus=V2PerDny,9164,3482860591463802,3482860591463802,20120825 10:35:36 6 +0800,2163843495.0,everythingElse,censored
"+ 1 怎么 没人 扔 鸡蛋 啊 , 撒点 绿豆 也 可以 嘛 . 又 不算 攻击 . .",disapptime=20120728 11:28:02 6 +0800;lastapptime=20120728 11:25:15 6 +0800;tidstatus=V2PerDny,6767,3472705153821435,3472705153821435,20120728 10:01:30 6 +0800,1651708052.0,everythingElse,censored
+ 1 遥祝 ~ ~,disapptime=20120908 01:50:06 6 +0800;lastapptime=20120908 01:09:04 6 +0800;tidstatus=V2PerDny,65369,3487779197097230,3487779197097230,20120908 00:20:23 6 +0800,1677750677.0,everythingElse,censored
"+ 1 反之 , 删帖 无耻 致敬 , 我 的 同胞 .",disapptime=20120908 02:06:09 6 +0800;lastapptime=20120908 01:25:04 6 +0800;tidstatus=V2PerDny,4574,3487762537817911,3487762537817911,20120907 23:14:10 5 +0800,1773866444.0,everythingElse,censored
". 地震 , 震 了 就 震 了 , 学校 , 倒 了 就 倒 了 , 学生 , 埋 了 就 埋 了 , 动车 , 撞 了 就 撞 了 , 大楼 , 着 了 就 着 了 , 城市 , 淹 了 就 淹 了 , 领导 的话 总是 暖 心窝 , 死 了 的 人 总是 三十多 . 小贩 , 打 了 就 打 了 , 摊儿 , 掀 了 就 掀 了 , 你家 , 拆 了 就 拆 了 , 你 人 , 拘 了 就 拘 了 , 你 号 , 封 了 就 封 了 , 喝茶 , 八嘎 八嘎 滴 , 躲猫猫 , 死 啦 死 啦 滴 !",disapptime=20120723 17:16:58 1 +0800;lastapptime=20120723 17:14:42 1 +0800;tidstatus=V2PerDny,12772,3470943177104960,3470943177104960,20120723 13:20:04 1 +0800,2371669840.0,everythingElse,censored
0724 新闻 台风 韦森特 今晨 登陆 广东 ; 伦敦 奥运 开幕式 花 2700 万镑 不及 北京奥运 1 / 300 ; 朝鲜 高学历 人才 赴 中国 就业 月薪 60% 上缴 组织 ; 教育部 拟 规定 农村 已 撤并 学校 有 必要 可 恢复 ; 党报 : 坚持 稳定 房价 是 政治 问题 不得 半点 动摇 ; 厦大 开设 爬树 课 ; 浙江 一 医院院长 同时 与 7 女性 交 包括 两名 13 岁 少女 .,disapptime=20120724 14:02:43 2 +0800;lastapptime=20120724 13:45:05 2 +0800;tidstatus=V2PerDny,1768,3471238498491564,3471238498491564,20120724 08:53:33 2 +0800,2553751315.0,china,censored
"0809 , 要求 合肥 庭审 直播 ! 你 懂 的 !",disapptime=20120804 21:08:28 6 +0800;lastapptime=20120804 21:01:57 6 +0800;tidstatus=V2PerDny,304,3475275360441149,3475275360441149,20120804 12:14:36 6 +0800,2902756801.0,everythingElse,censored
"08 年 汶川 地震 时 , 女儿 学校 捐 了 一次 , 老爸 在 福建 商会 捐 了 一次 , 我 那天 西街 的 一个 募捐 演唱会 时 , 由于 美女 主持人 和 歌手 和 我 相识 , 碍于情面 , 做 了 一回 猪头 假 大款 , 当时 也 还 觉得 应该 要 捐 , 现在 想想 捐 你 妹 的 , 捐到 你们 肚子 里 去 , 以后 只要 某 组织 要钱 , 我会 送给 它们 一个 中指 .",disapptime=20120727 03:27:09 5 +0800;lastapptime=20120725 12:09:37 3 +0800;tidstatus=V2PerDny,4034,3471456945714792,3471456945714792,20120724 23:21:36 2 +0800,2782156390.0,everythingElse,censored
"1 . 必须 允许 被告 家属 聘请 的 律师 为 其 辩护 , 官方 指定 律师 是 违法 的 ; 2 . 谷近 5 年 来 患 严重 抑郁症 , 关押 数月 期间 不准 见 律师 和 家人 , 既 违法 , 也 不人道 , 会 让 其 病情 加重 , 这种 状况 下 整出 的 “ 被告 证词 ” 法律 上 无效 ; 3 . 必须 公开 庭审 直播 ; 4 . 公开 王 的 精神病 鉴定 结果 .",disapptime=20120803 11:57:10 5 +0800;lastapptime=20120803 02:13:39 5 +0800;tidstatus=V2PerDny,1046,3474347778351684,3474347778351684,20120801 22:48:40 3 +0800,2857830970.0,everythingElse,censored
"1 . 新华社 发布 不 实 信息 , 因为 根本 没有 通知 谷家 近亲属 ; 未 审先判 , 官媒以 ” 事实清楚 , 证据 确切 “ 等 言辞 给 被告 定罪 干涉 司法 审判 ; 2 . 不准 被告 家属 聘请 律师 , 荒诞 违法 ; 3 . 谷 严重 抑郁症 , 却 在 关押 数月 期间 不许 见 律师 和 家人 , 这是 摧残 , 反 人道主义 . 4 . 封堵 谷 家属 意见 与 看法 , 媒体 不能 报道 , 蓄意 制造舆论 不公 .",disapptime=20120801 14:08:25 3 +0800;lastapptime=20120801 14:05:08 3 +0800;tidstatus=V2PerDny,978,3474174322498576,3474174322498576,20120801 11:19:28 3 +0800,2857830970.0,everythingElse,censored
"11 票 赞成 , 2 票 反对 . 中国 常驻 联合国 代表 李保东 表示 : 个别 国家 在 叙 问题 上 热衷于 干涉 别国 内政 , 煽风点火 , 挑拨离间 , 唯恐天下 不 乱 . 中方 敦促 这些 国家 认真反思 自己 的 政策 和 行为 方式 , 尽快 回到 正确 的 轨道 上来 . 有 网友 评论 : 这年头 当 外交官 , 光 不要脸 是 不够 了 , 还 得 有 把 一 坨 屎 吃 出 红烧肉 味 的 本事 才行 .",disapptime=20120720 15:38:11 5 +0800;lastapptime=20120720 15:35:09 5 +0800;tidstatus=V2PerDny,27261,3469838066132656,3469838066132656,20120720 12:08:44 5 +0800,1358776365.0,china,censored
"1895 年 , 17 岁 的 他 娶 20 岁 官 二代 高晓岚 , 生 3 男 2 女 , 高怀 第 5 胎时 , 他 和 小姨子 高君曼 劈 腿 ; 1909 年 , 31 岁 的 他 娶 18 岁 的 高君曼 ; 1919 年 , 41 岁 的 他 因 嫖娼 被 供职 单位 开除 ; 1925 年 , 46 岁 的 他 娶 24 岁 的 女医生 施芝英 ; 1930 年 , 53 岁 的 他 娶 33 岁 外企 白领 潘兰珍 . 直到 失踪 , 潘 方知 他 的 真名 及 兲 垬 党魁 身份 . 他 是 陈独秀 .",disapptime=20120822 08:23:34 3 +0800;lastapptime=20120822 08:18:51 3 +0800;tidstatus=V2PerDny,176109,3481593651611845,3481593651611845,20120821 22:41:14 2 +0800,1658895001.0,everythingElse,censored
"1937 年 11 月 , 王明 从 莫斯科 回到 延安 , 毛泽东 接机 , 当面 高呼 “ 王明 同志 万岁 ” , 不久 王明 被 斗倒 ; 45 年 重庆谈判 , 毛泽东 两次 当众 高呼 “ 蒋 委员长 万岁 ” , 不久 毛 翻脸 ; 54 年 , 毛泽东 会见 由 达赖 , 班禅 率领 的 西藏 国庆 观礼 团 , 当场 高呼 “ 达赖喇嘛 万岁 , 班禅 喇嘛 万岁 ” , 不久 达赖 流亡海外 .",disapptime=20120824 07:33:07 5 +0800;lastapptime=20120824 07:16:17 5 +0800;tidstatus=V2PerDny,90160,3482437663503288,3482437663503288,20120824 06:35:02 5 +0800,2562810123.0,dalai,censored
"1948 年 4 月 , 党中央 决定 成立 华北 中央局 , 薄一波 同志 任 第二 书记 ( 后任 第一书记 ) . 1948 年 11 月 , 中央 决定 将 接管 平津 的 任务 交给 华北局 . 12 月 8 日 , 他 被 任命 为 平津 卫戍 司令部 政委 . 主持 了 整肃 汉奸 , 恶霸 , 国民党 残余 的 工作 . [ 1949 年 1 月 15 日 , 将温 shi 珍 逮捕 归案 . ] 罪呼 ? 仇呼 ?",disapptime=20120805 06:41:17 7 +0800;lastapptime=20120805 06:00:26 7 +0800;tidstatus=V2PerDny,37,3474529819141349,3474529819141349,20120802 10:52:05 4 +0800,1003564490.0,everythingElse,censored
"1948 年 张国焘 办 杂志 污蔑 中共 : “ 二十年 来 的 悠长 岁月 之中 , 共党 浸沉 于 残杀 破坏 扰乱 之中 ” , “ 假定 共党 ‘ 武装革命 ’ 成功 , 继 军事 征服 力量 而 起 的 , 必然 是 一种 独裁政治 无疑 ” . ( 凤凰网 )",disapptime=20120830 20:11:11 4 +0800;lastapptime=20120830 20:04:40 4 +0800;tidstatus=V2PerDny,5588,3484801468134793,3484801468134793,20120830 19:07:57 4 +0800,2289407031.0,everythingElse,censored
1949 清兵 入关 以后 我特 麽 快 四十 了 大清国 你 丫越 活越 回去 了 是 吗 哪国 的 百姓 活 的 这么 苦 逼 我们 是 香板 百合 等待 给 四夷 挨个 做 口交 我 想想 就 崩溃,disapptime=20120718 19:15:17 3 +0800;lastapptime=20120718 19:12:37 3 +0800;tidstatus=V2PerDny,1170,3469212801020753,3469212801020753,20120718 18:44:10 3 +0800,1988861293.0,everythingElse,censored
"1955 年 中国 的 人均收入 是 韩国 的 3.2 倍 , 日本 的 1.1 倍 . 但 经过 50 多年 “ 翻天覆地 ” 的 增长 , 2008 年 中国 的 人均收入 是 日本 的 3 % , 韩国 7 % . 奥巴马 日前 接受 采访 说 : 中国 人均 生活 水平 停留 在 美国 1910 年 水准 .",disapptime=20120804 00:59:22 6 +0800;lastapptime=20120804 00:49:51 6 +0800;tidstatus=V2PerDny,5323,3474978622225382,3474978622225382,20120803 16:35:27 5 +0800,1736407257.0,obama,censored
"1971 年 之前 的 中华人民共和国 长期 被 排除 在 联合国 之外 , 除 获得 一众 丐帮 国家 承认 外 , 几乎 未 被 国际 社会 主流 所 承认 , 按尔 等 傻 逼 的 逻辑 , 1971 年前 的 中华人民共和国政府 是 非法 政府 了 ? 国家 的 成立 是 需要 国际 社会 和 法律认可 的 , 你 不信 你 和 你 的 粉丝 一起 成立 个 猪猡 国 , 看 联合国 和 老外 鸟不鸟 你 ?",disapptime=20120727 14:22:58 5 +0800;lastapptime=20120727 14:21:45 5 +0800;tidstatus=V2PerDny,70328,3472397028474115,3472397028474115,20120727 13:37:03 5 +0800,2105558531.0,everythingElse,censored
"1976 年 9 月 9 日 , 毛泽东 做出 了 他 一生 最 正确 , 对 中国 人民 最 有益 的 一件 大事 .",disapptime=20120904 13:24:49 2 +0800;lastapptime=20120904 13:21:29 2 +0800;tidstatus=V2PerDny,56712,3483997080702940,3483997080702940,20120828 13:51:36 2 +0800,1610021391.0,china,censored
"1988 年 汉城奥运会 , 前 苏联 奖牌榜 第一 , 民主德国 奖牌榜 第二 . 几年 以后 , 这 两家 都 不 存在 了 . 自从 知道 这件 事 以后 , 每天 我 就 特别 关注 伦敦 奥运会 奖牌榜 . 中国 运动员 , 加油 !",disapptime=20120806 08:49:58 1 +0800;lastapptime=20120806 08:46:52 1 +0800;tidstatus=V2PerDny,177926,3474904312053198,3474904312053198,20120803 11:40:10 5 +0800,1645101450.0,democracy,censored
