content,error,followers,id,mid,pubdate,uid,topic,class
"11 票 赞成 , 2 票 反对 . 中国 常驻 联合国 代表 李保东 表示 : 个别 国家 在 叙 问题 上 热衷于 干涉 别国 内政 , 煽风点火 , 挑拨离间 , 唯恐天下 不 乱 . 中方 敦促 这些 国家 认真反思 自己 的 政策 和 行为 方式 , 尽快 回到 正确 的 轨道 上来 . 有 网友 评论 : 这年头 当 外交官 , 光 不要脸 是 不够 了 , 还 得 有 把 一 坨 屎 吃 出 红烧肉 味 的 本事 才行 .",disapptime=20120720 15:38:11 5 +0800;lastapptime=20120720 15:35:09 5 +0800;tidstatus=V2PerDny,27261,3469838066132656,3469838066132656,20120720 12:08:44 5 +0800,1358776365.0,china,censored
"1937 年 11 月 , 王明 从 莫斯科 回到 延安 , 毛泽东 接机 , 当面 高呼 “ 王明 同志 万岁 ” , 不久 王明 被 斗倒 ; 45 年 重庆谈判 , 毛泽东 两次 当众 高呼 “ 蒋 委员长 万岁 ” , 不久 毛 翻脸 ; 54 年 , 毛泽东 会见 由 达赖 , 班禅 率领 的 西藏 国庆 观礼 团 , 当场 高呼 “ 达赖喇嘛 万岁 , 班禅 喇嘛 万岁 ” , 不久 达赖 流亡海外 .",disapptime=20120824 07:33:07 5 +0800;lastapptime=20120824 07:16:17 5 +0800;tidstatus=V2PerDny,90160,3482437663503288,3482437663503288,20120824 06:35:02 5 +0800,2562810123.0,dalai,censored
"1955 年 中国 的 人均收入 是 韩国 的 3.2 倍 , 日本 的 1.1 倍 . 但 经过 50 多年 “ 翻天覆地 ” 的 增长 , 2008 年 中国 的 人均收入 是 日本 的 3 % , 韩国 7 % . 奥巴马 日前 接受 采访 说 : 中国 人均 生活 水平 停留 在 美国 1910 年 水准 .",disapptime=20120804 00:59:22 6 +0800;lastapptime=20120804 00:49:51 6 +0800;tidstatus=V2PerDny,5323,3474978622225382,3474978622225382,20120803 16:35:27 5 +0800,1736407257.0,obama,censored
"1976 年 9 月 9 日 , 毛泽东 做出 了 他 一生 最 正确 , 对 中国 人民 最 有益 的 一件 大事 .",disapptime=20120904 13:24:49 2 +0800;lastapptime=20120904 13:21:29 2 +0800;tidstatus=V2PerDny,56712,3483997080702940,3483997080702940,20120828 13:51:36 2 +0800,1610021391.0,china,censored
"1988 年 汉城奥运会 , 前 苏联 奖牌榜 第一 , 民主德国 奖牌榜 第二 . 几年 以后 , 这 两家 都 不 存在 了 . 自从 知道 这件 事 以后 , 每天 我 就 特别 关注 伦敦 奥运会 奖牌榜 . 中国 运动员 , 加油 !",disapptime=20120806 08:49:58 1 +0800;lastapptime=20120806 08:46:52 1 +0800;tidstatus=V2PerDny,177926,3474904312053198,3474904312053198,20120803 11:40:10 5 +0800,1645101450.0,democracy,censored
"1998 年 出版 的 《 胜诉 在 美国 》 一书 , 作者 详述 了 她 帮助 大连 几家 公司 在 美国 法庭 上 打赢 官司 的 事 . 她 在 该书 中 写道 : 勇气 比 智慧 更 重要 . 13 年 后 她 的 勇气 达到 巅峰 : 在 中国 亲手 毒死 一名 外国人 . 但 她 只 被判 死缓 , 她 可以 再 写 一本 《 胜诉 在 中国 》 的 书 了 , 故事梗概 可以 猜 到 : 死缓 , 减刑 , 保外就医 … … .",disapptime=20120821 19:29:18 2 +0800;lastapptime=20120821 17:01:10 2 +0800;tidstatus=V2PerDny,3601,3481153191455573,3481153191455573,20120820 17:31:00 1 +0800,1669358010.0,usa,censored
"1 , 都 在 北戴河 . 2 , 京师 郭 书记 有 压力 了 ? 现在 9 个人 应该 在 那个 ( 北戴河 ) 关起门来 斗 , 抢 椅子 呢 , 从 2 月 6 号 入馆 以来 , 中国 肯定 是 好戏连台 , 咱们 慢慢 看吧 .",disapptime=20120724 05:58:57 2 +0800;lastapptime=20120724 05:53:17 2 +0800;tidstatus=V2PerDny,2692,3471068637198617,3471068637198617,20120723 21:38:36 1 +0800,1658501702.0,china,censored
"1 , 香港 人 反对 国民教育 , 呼唤 公民 教育 , 绝食 散步 . 2 , 在 人民 民主专政 铁拳 下 , 香港 群众 为今之计 只有 人手 一根 竹竿 , 齐刷刷 喊 着 口号 , 把 香港 划回 英吉利海峡 . 3 , 我们 正 研究 空姐 表哥 李代沫 , 麻痹 人家 已经 在 为 公民 教育 绝食 唱歌 了 , 好 想 吃 盆 香辣蟹 欢度 周末 啊 . 3 , 灵魂 若 不得 自由 , 视野 又 何来 天空 . 支持 香港 .",disapptime=20120905 10:05:53 3 +0800;lastapptime=20120905 09:49:01 3 +0800;tidstatus=V2PerDny,116862,3485790715995336,3485790715995336,20120902 12:38:53 7 +0800,1197362373.0,democracy,censored
"2003 年 以来 , 中国 国务院 所有 的 房地产 调控 政策 都 是 虚伪 的 , 欺骗 的 , 调控 最终 总以 房价 上涨 而 终结 .",disapptime=20120830 01:04:27 4 +0800;lastapptime=20120830 00:55:59 4 +0800;tidstatus=V2PerDny,115324,3481516602503057,3481516602503057,20120821 17:35:04 2 +0800,1216546252.0,china,censored
"2009 年 , 我 在 新加坡 联合早报 发表 “ 中国 需要 去 马克思主义 化 ” 一文 , 希望 在 中国 引发 一场 思想 地震 , 但 除了 我 自己 被 暂停 授课 , 其它 什么 也 没有 发生 ; 2011 年 , 我 致信 教育部长 , 建议 取消 政治 考试 和 政治 必修课 , 希望 能 推动 一项 重大 的 政策 变化 , 但 除了 引来 对 我 一年 多 的 秘密 调查 , 其它 什么 也 没 发生 . . . 哎 ! ! !",disapptime=20120901 00:43:00 6 +0800;lastapptime=20120901 00:36:08 6 +0800;tidstatus=V2PerDny,90474,3485195422650079,3485195422650079,20120831 21:13:23 5 +0800,1243354685.0,china,censored
"200 家庭 代表 在 西山 开会 , 会上 主要 有 两种 声音 , 一派 认为 , 已经 搂 得 很多 了 , 应该 收敛 , 如果 不是 统治 中国 人 , 我们 没有 这样 的 生活 . 另 一派 认为 : 趁 在 台上 , 应该 出手 可以 更狠 , 要 知道 统治 的 是 中国 人 .",disapptime=20120808 23:03:08 3 +0800;lastapptime=20120808 23:00:23 3 +0800;tidstatus=V2PerDny,12818,3476879111534676,3476879111534676,20120808 22:27:20 3 +0800,1088849845.0,china,censored
"2011 年 开始 , 我 就 抨击 薄黑 打黑 , 借 所谓 ＂ 唱红 ＂ 等 煽 极左 阴风 搞 文革 复辟 的 行径 , 一直 到 他 下台 . 薄 当时 是 政治局 委员 , 请问 公安局长 大人 , 我 对 薄 的 谴责 是不是 攻击 领导人 , 反 体制 ? 总理 反对 将 批评 斥为 ＂ 杂音 ＂ ＂ 噪音 ＂ 言犹在耳 , 习 主张 讲 真话 话音未落 , 你 如此 地 凶神恶煞 , 是不是 要 将 党和政府 置于 不义 之 地",disapptime=20120801 13:51:17 3 +0800;lastapptime=20120801 13:38:57 3 +0800;tidstatus=V2PerDny,18964,3473564688261393,3473564688261393,20120730 18:57:00 1 +0800,1802485367.0,cr,censored
"2012 年 6 月 7 日 , 瑞士 信贷 银行 2012 年 中国 投资 研讨会 在 杭州 举行 , 中国 人大 教授 任剑涛 在 会上 对 中国 政治 , 经济 局势 进行 了 分析 , 任剑涛 表示 , 中国 权势 集团 已经 劫持 了 国家 , 经济 权势 集团 劫持 了 整个 国家 的 垄断 经济命脉 , 200 个 家族 控制 200 个 行业 . 而 中国 经济 数据 大都 是 做 出来 的 , 中国 经济 将 出现 无 预警 性 崩溃 .",disapptime=20120823 10:35:06 4 +0800;lastapptime=20120823 10:22:21 4 +0800;tidstatus=V2PerDny,4834,3481864503510601,3481864503510601,20120822 16:37:30 3 +0800,2618839493.0,social,censored
"2012 年 “ 中国 敢动 ” 获奖 名单 : 1 , 临时工 ; 2 , 拆迁户 ; 3 , 外来 务工人员 ; 4 , 乡村 医生 5 , 流动 商贩 ; 6 , 游行 群众 7 , 薄熙来 8 , 捐款 9 , 公积金 10 , 养老保险",disapptime=20120829 23:01:06 3 +0800;lastapptime=20120829 22:58:46 3 +0800;tidstatus=V2PerDny,17028,3484489982196889,3484489982196889,20120829 22:30:13 3 +0800,1266416375.0,boxilai,censored
"2012 年 “ 敢动 中国 ” 名单 新鲜出炉 : 1 , 日本 , 2 , 菲律宾 , 3 , 朝鲜 , 4 , 韩国 , 5 , 泰国 , 6 , 帕劳 , 7 , 印尼 , 8 , 缅甸 , 9 , 索马里 海盗 , 10 , 尼日利亚",disapptime=20120824 17:08:44 5 +0800;lastapptime=20120824 16:48:30 5 +0800;tidstatus=V2PerDny,7473,3482503878454470,3482503878454470,20120824 10:58:09 5 +0800,1732457257.0,china,censored
"2012 年度 “ 敢动 中国 ” 奖 获奖 名单 : 1 · 俄罗斯 . 2 · 日本 . 3 · 菲利 宾 . 4 · 越南 . 5 · 韩国 . 6 · 帕劳 . 7 · 印尼 . 8 · 缅甸 . 9 · 索马里 海盗 . 10 · 尼日利亚 . 2012 年度 “ 中国 敢动 ” 奖 获奖 名单 : 1 · 拆迁户 . 2 · 临时工 . 3 · 孕妇 . 4 · 教师 . 5 · 穷 二代 . 6 · 民 二代 . 7 · 外来 务工人员 . 8 · 流动 商贩 . 9 · 不听话 的 . 10 · 善款 , 公积金 , 养老保险",disapptime=20120723 09:05:48 1 +0800;lastapptime=20120723 09:03:46 1 +0800;tidstatus=V2PerDny,101290,3470568962067005,3470568962067005,20120722 12:33:03 7 +0800,2771027690.0,china,censored
"2012 敢动 中国 隆重 出炉 : 日本 , 菲律宾 , 越南 , 韩国 , 泰国 , 帕劳 , 印尼 , 缅甸 , 索马里 海盗 . 中国 敢动 : 拆迁户 , 临时工 , 孕妇 , 司机 , 穷 二代 , 外来 务工者 , 商贩 , 善款 , 养老金 ( 来自 朋友 短信 , 太有 才 了 )",disapptime=20120727 03:09:25 5 +0800;lastapptime=20120725 12:06:59 3 +0800;tidstatus=V2PerDny,46460,3471359638484105,3471359638484105,20120724 16:54:53 2 +0800,1041140830.0,china,censored
"20 年 后 , 中国 将 成为 全球 最穷 国家 ! ! ( 一 ) 中国 人 不 了解 他们 作为 社会 个体 应该 对 国家 和 社会 所 承担 的 责任 和 义务 . ( 二 ) 中国 人 是 世界 上 少数 没有 信仰 的 可怕 国家 之一 . ( 三 ) 中国 人 所说 的 政 , 治 除了 欺骗 和 背叛 没有 其它 东西 .",disapptime=20120727 03:28:02 5 +0800;lastapptime=20120725 12:08:28 3 +0800;tidstatus=V2PerDny,1306,3470620954343369,3470620954343369,20120722 15:59:38 7 +0800,2298992344.0,propaganda,censored
"28 小盆友 事实证明 , 在 钓鱼岛 连 Facebook 都 能 正常 访问 , 显然 不是 兲 朝 领土 .",disapptime=20120822 11:03:11 3 +0800;lastapptime=20120822 10:42:15 3 +0800;tidstatus=V2PerDny,178,3479361137470699,3479361137470699,20120815 18:50:01 3 +0800,2882610272.0,terrDispute,censored
"30 年前 , 我们 批判 了 “ 两个凡是 ” 的 谬论 ; 30 年 后 , 又 有 “ 两个 谬论 ” , 里面 包含 了 很大 的 危险 : 一个 是 “ 稳定 压倒一切 论 ” , 一个 就是 “ 中国 情况 特殊 论 ” . - - 中国政法大学 著名 法学家 江平",disapptime=20120727 03:29:43 5 +0800;lastapptime=20120725 12:09:46 3 +0800;tidstatus=V2PerDny,8321,3471623472654676,3471623472654676,20120725 10:23:19 3 +0800,1687188892.0,china,censored
"31 天 , 保刘 中国 环保 组织 集体 微 行动 ? !",disapptime=20120820 13:33:32 1 +0800;lastapptime=20120820 13:28:56 1 +0800;tidstatus=V2PerDny,682,3480838224532013,3480838224532013,20120819 20:39:26 7 +0800,2755236017.0,china,censored
"7 月 5 日 教育部 杜副 部长 表示 "" 异地 高考 "" 方案 "" 已经 "" 国务院 同意 , 将 适时 发布 . 3 × 7 天后 昨日 该部 表示 为 误读 , 是 "" 一经 "" 不是 "" 已经 "" . 尼玛 , 感谢 国家 感谢 教育部 , 让 我 学会 举一反三 : 人民 - 淫民 - "" 日 "" 民 ; 民主 - 民猪 - 民煮 ; 政府 - 征服 - 政腐 ; 法治 - 法止 , 和谐 - 河蟹 ; 专家 - 砖家 维稳 - 威瘟 ; 民愿 - 民怨 ; 中 nan 海 - 中难海 ! 请 补充",disapptime=20120727 18:13:09 5 +0800;lastapptime=20120727 18:11:06 5 +0800;tidstatus=V2PerDny,683,3472407996492976,3472407996492976,20120727 14:20:42 5 +0800,2814893974.0,propaganda,censored
"8 月 20 日 ; 中国 法庭 宣判 , 薄谷 开来 因 投毒 杀害 其 英国 生意 伙伴 海伍德 而 被 判处死刑 ; 缓期 九十九年 执行 .",disapptime=20120820 12:55:06 1 +0800;lastapptime=20120820 12:48:06 1 +0800;tidstatus=V2PerDny,6221,3481066319148408,3481066319148408,20120820 11:45:48 1 +0800,1640093151.0,china,censored
": [ 向 重庆 当地 献一言 ] 听说 “ 爆头 哥 ” 还 没有 受缚 , 数万 武人 只 抓 到 一堆 “ 新鲜 排泄物 ” , 还 贴进 一名 铁警 的 性命 , 且 至今 尚 没有 头绪 , 俺 看着 着急 , 又 有劲 使 不 上 . 出于 对 当地 民众 生命安全 的 关心 , 建议 大家 向 警方 举报 此 “ 哥 ” 要 上访 或 维权 , 或许 会 有 意想不到 的 效果 !",disapptime=20120813 20:17:53 1 +0800;lastapptime=20120813 20:14:16 1 +0800;tidstatus=V2PerDny,1473,3478646792706189,3478646792706189,20120813 19:31:27 1 +0800,2508433797.0,stability,censored
A : “ 狗日 的 五毛 ! ” B : “ 说话 不准 带 脏字 ! ” A : “ 狗日 的 ! ! ”,disapptime=20120808 01:52:48 3 +0800;lastapptime=20120807 19:08:56 2 +0800;tidstatus=V2PerDny,1393,3476311400148471,3476311400148471,20120807 08:51:27 2 +0800,2787064665.0,propaganda,censored
"BBC 李文 薄熙来 儿子 薄 瓜瓜 向 美国 有线 新闻 网络 ( CNN ) 称 , 他 已 向 其母 的 律师团 递交 证供 , 希望 母亲 能 有 机会 读 到 , 但 他 没 透露 证供 内容 . 薄 瓜瓜 的 母亲 谷 开来 涉嫌 杀害 英商 海伍德 案 , 定于 明天 早上 在 安徽省 合肥市 开庭审理 . CNN 早些时候 透露 说 , 谷 的 家人 代表 将 获准 听 审 .",disapptime=20120808 22:34:40 3 +0800;lastapptime=20120808 22:30:30 3 +0800;tidstatus=V2PerDny,340,3476833506518977,3476833506518977,20120808 19:26:04 3 +0800,2028353087.0,boxilai,censored
"BHW6838858 : 漁舟 : 为什么 没有 抵制 国产 奶粉 大 游行 , 没有 抵制 计划生育 大 游行 , 抵制 三公 消费 大 游行 . 我 明白 了 : 这些 人太 伟大 了 , 光顾 着 爱国 , 都 忘 了 爱 自己 . 这 就是 “ 牺牲 小 我 完成 大 我 ” 么 . .",disapptime=20120820 23:45:19 1 +0800;lastapptime=20120820 23:41:54 1 +0800;tidstatus=V2PerDny,205,3481243909870143,3481243909870143,20120820 23:31:30 1 +0800,1575406457.0,fp,censored
"CCTV 播薄谷 开来 杀人 案庭审 时 , 隐瞒 了 一个 最 重要 事实 , 她 是 新加坡 公民 , 中国 哪 次 涉外 审判 不提 原告 被告 国籍 了 ? 聪明人 也许 从 名字 上能 猜出 一点 , 但 大多数 人 是 不 知道 的 . 就 这 一点 , CCTV 很 无耻 .",disapptime=20120821 00:04:49 2 +0800;lastapptime=20120820 23:33:20 1 +0800;tidstatus=V2PerDny,1437,3481217787882542,3481217787882542,20120820 21:47:41 1 +0800,2821126870.0,china,censored
"CNN 记者 麥克 · 奇諾伊 《 中国 现场 》 该书 为 CNN 记者 麥克 · 奇諾 伊在 63 + 1 期间 的 回忆录 , 情节 极具 张力 , 其中 有 全球 直播 CNN 记者 团队 现场 “ 调戏 ” 天朝 新闻官员 的 超 经典 剧目 . 自由 亚洲 正在 连载 播出 该书 , 逢 周日 播 , 非常 过瘾 . ( 得 翻墙 )",disapptime=20120806 01:16:19 1 +0800;lastapptime=20120806 01:13:06 1 +0800;tidstatus=V2PerDny,12790,3475811640094444,3475811640094444,20120805 23:45:34 7 +0800,1088849845.0,propaganda,censored
"Google 又 挂 了 , 能 搜到 结果 , 但 搜到 的 链接 都 打不开 , 操 tmd 共产党",disapptime=20120727 22:39:38 5 +0800;lastapptime=20120727 22:35:45 5 +0800;tidstatus=V2PerDny,19,3472514149895547,3472514149895547,20120727 21:22:32 5 +0800,2878944681.0,cp,censored
"Jasper1029 香港队 终于 拿到 了 一枚 铜牌 , Congratulation ! ( 刚巧 冠亚军 分别 是 英国 和 中国 , 意味深长 啊 XD )",disapptime=20120807 09:01:27 2 +0800;lastapptime=20120806 15:48:18 1 +0800;tidstatus=V2PerDny,50,3475695910900152,3475695910900152,20120805 16:05:43 7 +0800,2887290830.0,china,censored
"MLHZG : 刘亚洲 上将 在 接受 香港媒体 采访 时 谈到 : “ 十年 内 , 一场 由 威权 政治 向 民主 政治 的 转型 , 不可避免 地 发生 , 中国 将 出现 伟大 变局 . 政治 体制改革 是 历史 赋予 的 使命 , 我们 不 可能 有 退路 . 一个 制度 如 不能 让 公民自由 呼吸 , 并 最大 程度 地 释放 公民 创造力 , 不能 把 最能 代表 人民 的 人 放在 领导岗位 上 , 就 必然 灭亡 . ”",disapptime=20120823 08:24:39 4 +0800;lastapptime=20120823 08:11:41 4 +0800;tidstatus=V2PerDny,206,3482030664531698,3482030664531698,20120823 03:37:46 4 +0800,1575406457.0,democracy,censored
"RT 据 广州 网友 说 , 今天 中午 两点 半 , 余刚 , 黄敏鹏 等 人 相约 在 黄花岗 公园 门口 见面 , 黄敏鹏 穿着 印有 “ 民主 自由 宪政 ” 的 文化衫 . 在 门口 被 便衣 抓走 并 带上 警车 , 现场 还有 另 2 人 被 带走 . 临近 18 大 , 现在 广州 的 措施 越加 强硬 .",disapptime=20120827 02:27:47 1 +0800;lastapptime=20120827 02:15:46 1 +0800;tidstatus=V2PerDny,23756,3483391234509728,3483391234509728,20120826 21:44:11 7 +0800,2786134040.0,democracy,censored
"RT 缤纷 岁月 四名 因在 编辑 工作 中 反映 亲共 偏见 而 被 德国 之声 解职 的 华人 是 : 王凤波 , 朱虹 , 李琦 , 王雪丁 . 他们 状告 DW , 声称 受到 了 政治 迫害 , 并 抱怨 DW 企图 调查 他们 国内 的 父母 是否 共产党员 , 一审 败诉 , 维持 开除 的 决定 . 德国 法官 并 正告 原告 们 : 德国 公立 机构 “ 有权 开除 任何 疑似 共产主义者 ” .",disapptime=20120825 14:44:15 6 +0800;lastapptime=20120825 14:41:04 6 +0800;tidstatus=V2PerDny,1690,3482918402278040,3482918402278040,20120825 14:25:17 6 +0800,2797543143.0,cp,censored
"W 政改 没有 得到 任何 落实 , 经济 上 又 是 危机四伏 , 认为 B 在 重庆 搞 的 风生水 起 , HW 害怕 让 全国 人民 对 H , W 领导 下 的 中央 更加 失望 . 也 因此 , 让 H 和 W 不仅 脸上 挂不住 , 也 难以 向 全党 , 全国 人民 交待 . 因此 只能 找 其他 突破口 . 从 已 披露 信息 看 , 给 W 军 设局 , 让 B 入套 , 并用 英国人 的 自然 死亡 陷害 开来 , 就 顺理成章 啦 !",disapptime=20120805 18:02:47 7 +0800;lastapptime=20120805 18:00:29 7 +0800;tidstatus=V2PerDny,227,3475117680492494,3475117680492494,20120804 01:48:02 6 +0800,2917169200.0,poliReform,censored
"X 国 除了 有 一个 富贵 的 政府 , 已 一无所有 . 国际 上 被 孤立 , 丧失 国格 ; 国内 贪官污吏 , 流氓 成 性 , 丧失 官德 , 富人 有钱 , 移民 了 事 , 专家学者 为了 几斗 米 就 弯腰 丧失 了 脊梁骨 , 只 剩微博 仅存 的 微弱 正义 之声 , 为 未来 的 光明 , 在 顽强 的 的 呐喊 , 可歌可泣 .",disapptime=20120820 12:49:04 1 +0800;lastapptime=20120820 12:40:13 1 +0800;tidstatus=V2PerDny,8320,3479964018045219,3479964018045219,20120817 10:45:39 5 +0800,1920448363.0,immigration,censored
"Z 法委 书记 视察 法院 能 上 新闻联播 , 而 独立 , 最后 的 法律 维护者 , 审判 最高 机构 最高人民法院 的 院长 考察 下属 法院 , 却 只能 在内 刊 刊登 . 这 就是 中国 永远 成不了 法制 国家 , 而是 党治 国家 的 根本 表征 .",disapptime=20120905 23:56:32 3 +0800;lastapptime=20120905 23:34:01 3 +0800;tidstatus=V2PerDny,11576,3487013330445444,3487013330445444,20120905 21:37:06 3 +0800,2622735815.0,china,censored
danhuaer : “ 中国 让出 金牌 耪 首 “ ? 一个 “ 让 “ 字 ; 媒体 的 厚颜 有时 让 人 无语 ..,disapptime=20120807 09:01:27 2 +0800;lastapptime=20120806 15:48:18 1 +0800;tidstatus=V2PerDny,50,3475696678124013,3475696678124013,20120805 16:08:46 7 +0800,2887290830.0,china,censored
"duyanpili 艾未未 , 艾晓明 和 胡杰 共同 推荐 “ 林昭 遗产 守护者 群体 ” 与 “ 北京市公安局 , 北京市 地税局 , 朝阳 法院 ” 分别 为 齐氏 基金会 第五届 “ 推动 中国 进步奖 ” 获奖者 .",disapptime=20120807 09:01:27 2 +0800;lastapptime=20120806 15:48:18 1 +0800;tidstatus=V2PerDny,30,3475573269502658,3475573269502658,20120805 07:58:22 7 +0800,2887290830.0,sensitiveFig,censored
