idx,CRIE Readability 1.0,SVM readability prediction 1.0,SVM readability prediction 2.0,Paragraphs,Average paragraph length,Characters,Words,Adverbs,Verbs,Type-token ratio,Difficult words,Low-stroke characters,Intermediate-stroke characters,High-stroke characters,Average strokes,Two-character words,Three-character words,Sentences,Average sentence length,Simple sentence ratio,modifiers per NP,Np ratio,Average propositional phrase,Sentences with complex structure,Parallelism,Average number of idioms each sentence,Content words,Negatives,Sentences with complex semantic categories,Number of complex semantic categories,Intentional words,Noun word density,Content word frequency in logarithmic,Average frequency of content word in domain in Logarithmic,Number of Idioms,Standard Deviation of number of idioms,Pronouns,Personal pronouns,First personal pronouns,Third personal pronouns,conjunctions,positive conjunctions,negative conjunctions,adversative conjunctions,causal conjunctions,hypothesis conjunction,condition conjunction,purpose conjunctions,figure of speech (simile),Content word category,class
10,4.288756,2,0,1,9,95,65,15,25,0.5384616,23,73,21,0,7.787234,30,0,9,7.222222,0.5,0,215.0433,0.1111111,0,1,0,63,0,4,0.5768654,0,0.9692308,0.09201906,0.9826006,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,33,censored
11,4.79547,2,0,1,9,119,71,17,22,0.8732395,20,100,19,0,7.327731,43,1,9,7.888889,0,0.1481481,228.1746,0.3333333,7,0,0,57,1,5,1.321082,0,0.8028169,0.02315615,1.745131,0,0.003453026,1,1,0,0,6,5,1,0,2,4,0,0,0,52,censored
12,4.442508,2,0,1,4,117,66,7,17,0.7878788,30,93,22,0,7.626087,44,2,4,16.5,0.5,0.2,330.0653,0.5,14,0,0.25,54,1,2,0.5662105,1,0.8181818,0.05351645,0.7547432,1,0.022435993,0,0,0,1,3,3,0,0,1,0,0,0,0,45,censored
13,4.710668,2,0,1,6,96,58,11,13,0.7586207,21,85,11,0,6.947917,34,2,6,9.666667,0,0.03333334,391.2749,0.3333333,18,0,0,53,1,4,0.8435322,0,0.9137931,0.07895906,1.803756,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,40,censored
14,4.835654,2,0,1,8,117,66,14,18,0.8787879,24,101,15,1,7.572649,40,1,8,8.25,0,0.04166666,257.6341,0.125,13,0,0,59,0,4,0.8863893,0,0.8939394,0.03407887,1.191767,0,0.003453026,1,1,1,0,1,1,0,0,0,0,0,0,0,53,censored
15,4.449282,2,0,1,4,106,57,7,21,0.9473684,23,87,19,0,7.537736,33,5,4,14.25,0.5,0.08333333,388.1945,0.75,20,0,0.25,51,0,2,0.3717661,1,0.8947368,0.0060206,1.29331,1,0.022435993,3,2,0,0,0,0,0,0,0,0,0,0,0,50,censored
16,4.227512,1,0,1,10,108,69,12,21,0.8405797,27,96,12,0,6.722222,26,5,10,6.9,0.8333333,0.4933334,381.0029,0,6,0,0.1,61,1,7,2.464276,0,0.884058,0.03670873,1.757195,1,0.022435993,5,5,3,0,0,0,0,0,0,0,0,0,0,54,censored
17,4.188988,1,0,1,7,97,56,2,13,0.875,28,87,10,0,6.257732,35,3,7,8,0.8,0.1388889,536.3248,0.5714286,8,1,0,52,0,5,1.852034,0,0.9285714,0.03067136,1.7298,0,0.003453026,1,0,0,0,0,0,0,0,0,0,0,0,0,45,censored
18,4.374035,2,0,1,4,107,65,2,11,0.7384616,26,83,24,0,6.962617,33,3,4,16.25,0.5,0.4444443,224.0741,0,6,0,0,65,2,2,0.4550993,0,1,0.06213066,1.527041,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,48,censored
19,4.861392,2,0,1,6,103,59,9,22,0.9152542,19,87,16,0,6.864078,28,2,6,9.833333,0,0.1333333,247.4359,0.6666667,13,0,0.3333333,47,1,4,1.564961,0,0.7966102,0.01768526,1.961729,2,0.048325011,5,5,0,1,3,1,2,1,0,1,0,0,0,44,censored
20,4.573,1,0,1,2,18,10,1,3,1,3,15,3,0,6.5,6,1,2,5,0,0.1666667,375,0,0,0,0,10,0,2,0.8717661,0,1,0,1.319234,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,10,censored
21,4.899108,2,0,1,4,97,60,8,11,0.8,30,84,13,0,7.371134,31,3,4,15,0,0,381.016,0.5,7,0,0,47,0,1,0.360883,0,0.7833334,0.03583691,1.202937,0,0.003453026,0,0,0,0,4,3,0,0,0,0,0,0,0,42,censored
22,4.916496,2,0,1,8,117,74,21,18,0.8648649,29,96,21,0,7.923077,34,3,8,9.25,0,0.2083333,238.6364,0.125,13,0,0,61,1,6,1.481965,0,0.8243243,0.03902241,1.633695,0,0.003453026,2,2,0,2,5,3,2,1,0,0,0,0,0,54,censored
23,4.73368,2,0,1,10,120,70,11,21,0.7714286,25,98,21,0,7.663866,39,2,10,7,0.2,0.2604167,367.6272,0,13,0,0,55,0,8,3.220397,0,0.7857143,0.04483426,1.688091,0,0.003453026,5,5,0,4,8,6,2,2,5,0,0,0,0,47,censored
24,5.033878,2,0,1,7,124,72,14,20,0.8472222,35,95,29,0,7.975806,39,5,7,10.28571,0,0.1,235.3535,0.5714286,19,0,0,58,1,6,1.4526,0,0.8055556,0.02839906,1.576174,0,0.003453026,3,3,0,1,2,0,2,1,0,0,0,0,0,53,censored
25,4.545311,2,0,1,8,120,74,9,20,0.7972973,34,98,19,1,7.983051,41,1,8,9.25,0.5,0.1388889,321.8254,0.5,6,0,0,56,1,4,1.043532,2,0.7567568,0.03362483,1.305074,0,0.003453026,1,1,0,1,5,2,3,0,0,0,0,0,0,50,censored
26,4.629,2,0,1,2,21,15,4,5,1,7,15,6,0,7.428571,6,0,2,7.5,0,0,277.7778,0,0,0,0,14,1,2,0.2217661,0,0.9333333,0,1.837087,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,14,censored
27,3.683,,0,1,1,2,1,0,1,1,1,1,1,0,12,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,censored
28,3.771,1,0,1,1,12,8,2,3,1,6,10,1,0,7.454545,4,0,1,8,1,0.5,250,0,6,0,0,7,0,1,0.1608831,0,0.875,0,1.099355,0,0.003453026,1,1,1,0,0,0,0,0,0,0,0,0,0,7,censored
29,4.903542,5,0,1,3,110,81,17,39,0.4938272,38,73,37,0,7.636364,25,2,3,27,0,0,0,0,0,0,0,61,0,1,0.560883,0,0.7530864,0.1474157,1.227515,0,0.003453026,3,3,0,0,2,0,0,0,0,0,0,0,0,36,censored
30,4.039969,2,0,1,7,112,66,4,17,0.9848485,27,90,22,0,7.714286,38,4,7,9.428572,1,0.3690476,380.2198,0,13,0,0,63,0,3,1.432649,1,0.9545454,0.004855323,1.143553,0,0.003453026,0,0,0,0,2,2,0,0,0,0,0,0,0,62,censored
31,3.743,1,0,1,2,11,7,0,3,1,4,9,2,0,9.363636,4,0,2,3.5,1,0,291.6667,0,0,0,0,6,0,2,1.121766,1,0.8571429,0,1.765741,0,0.003453026,1,1,0,0,0,0,0,0,0,0,0,0,0,6,censored
32,4.932545,2,0,1,10,111,76,8,16,0.7763158,28,94,17,0,7.18018,33,1,10,7.6,0,0.2666667,324.6429,0.4,12,0,0,63,0,5,1.354415,0,0.8289474,0.05556303,1.881904,0,0.003453026,6,5,3,1,3,3,0,0,1,0,1,0,0,50,censored
33,4.274215,2,0,1,7,101,60,9,16,0.8333333,17,87,14,0,7.831683,33,4,7,8.571428,0.5,0.5551021,375.2525,0.1428571,21,0,0,52,0,4,1.843532,1,0.8666667,0.04405048,1.363819,0,0.003453026,0,0,0,2,2,2,0,0,0,0,0,0,0,45,censored
34,4.685812,2,0,1,8,120,67,6,23,0.9253731,29,92,28,0,8.225,44,3,8,8.375,0.25,0.08333333,325.1623,0.25,18,0,0,61,1,4,1.876866,1,0.9104478,0.02464663,1.11077,0,0.003453026,0,0,0,0,4,3,0,0,1,0,0,0,0,56,censored
35,5.003353,2,0,1,5,123,67,7,22,0.9552239,33,106,16,0,7.147541,35,5,5,13.4,0,0.4791666,241.7582,0.6,15,0,0,58,0,2,0.3598613,1,0.8656716,0.005281228,1.680892,0,0.003453026,1,1,0,0,1,1,0,0,0,0,0,0,0,57,censored
36,4.455847,2,0,1,7,103,77,11,17,0.6493506,32,83,18,0,7.732673,20,3,7,11,0.6,0.4777777,339.6075,0.7142857,19,0,0,62,0,2,0.5550995,1,0.8051948,0.09112784,1.779299,0,0.003453026,7,7,0,7,1,1,0,0,0,0,0,0,0,42,censored
37,4.624363,2,0,1,7,104,54,4,15,0.7407407,37,85,19,0,7.403846,35,6,7,7.714286,0.3333333,0,354.2517,0.4285714,12,0,0,50,0,6,2.715298,1,0.9259259,0.0948232,1.102313,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,36,censored
38,4.47758,2,0,1,7,96,52,3,13,0.8461539,31,82,11,1,7.021276,26,9,7,7.428571,0.5,0.04761904,310.7297,0.2857143,0,0,0,48,0,5,1.471082,0,0.9230769,0.05139537,1.116917,0,0.003453026,1,1,0,1,0,0,0,0,0,0,0,0,0,41,censored
39,4.797757,2,0,1,5,69,43,3,16,0.9069768,21,59,10,0,7.275362,26,0,5,8.6,0,0.1,268.1746,1,16,0,0,34,0,3,1.432649,0,0.7906977,0.01881438,1.387907,0,0.003453026,0,0,0,0,1,0,1,0,0,0,0,0,0,32,censored
40,3.939374,5,0,1,1,60,45,9,16,0.8666667,17,47,12,0,7.542373,13,1,1,45,1,0,0,1,0,0,0,36,0,0,0,1,0.8,0.02736636,1.845189,0,0.003453026,4,4,3,0,0,0,0,0,0,0,0,0,0,33,censored
41,4.556941,2,0,1,4,69,41,5,3,0.6585366,12,61,8,0,7.173913,21,2,4,10.25,0,0.25,343.75,0.5,0,0,0.25,30,0,2,0.1217661,0,0.7317073,0.09810739,1.405113,1,0.022435993,0,0,0,0,1,0,1,1,0,0,0,0,0,22,censored
42,4.688526,2,0,1,8,119,74,12,12,0.6891892,16,103,16,0,7.361344,35,5,8,9.25,0,0.09375,290.0624,1.125,32,0,0,54,2,4,1.114961,1,0.7297297,0.108062,1.755252,0,0.003453026,5,5,0,0,2,2,0,0,0,0,0,0,0,39,censored
43,4.61347,1,0,1,2,28,17,4,3,0.9411765,7,24,4,0,5.964286,6,1,2,8.5,0,0.75,347.2222,0.5,12,0,0,14,0,1,0.3942164,0,0.8235294,0.02315615,1.765078,0,0.003453026,1,1,0,1,0,0,0,0,0,0,0,0,0,13,censored
44,4.717191,2,0,1,4,67,36,4,5,0.8611111,16,51,16,0,7.835821,14,7,4,9,0,0,385.2564,0.75,9,0,0,32,1,3,1.539792,0,0.8888889,0.03854219,2.344047,0,0.003453026,1,1,1,0,0,0,0,0,0,0,0,0,0,28,censored
45,3.737411,2,0,1,1,22,12,0,3,0.9166667,8,15,7,0,8.454545,6,2,1,12,1,0,250,1,6,0,0,11,0,1,0.06088305,0,0.9166667,0.030103,1.401864,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,10,censored
46,4.936676,2,0,1,7,111,61,5,15,0.8852459,29,75,33,3,8.963964,30,5,7,8.714286,0,0.5,355.4279,0.5714286,13,0,0.1428571,52,0,5,1.137748,0,0.852459,0.02508583,1.462551,1,0.022435993,2,2,0,2,2,2,0,0,1,0,0,0,0,48,censored
47,4.843017,2,0,1,4,112,72,12,15,0.7222222,23,99,13,0,7.089286,33,2,4,18,0,0.6666667,329.0043,1.75,6,0,0,57,0,3,0.3493158,1,0.7916667,0.06904911,1.972821,0,0.003453026,5,5,0,5,2,0,1,1,0,0,0,0,0,45,censored
48,4.786195,2,0,1,5,125,73,9,22,0.8356164,21,105,20,0,7.528,46,3,5,14.6,0,0,212.963,0.6,9,0,0,62,0,2,1.121766,0,0.849315,0.03922983,1.598272,0,0.003453026,1,1,0,1,4,3,0,0,0,1,0,0,0,53,censored
49,6.841,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,censored
50,4.370929,2,0,1,10,117,61,8,24,0.9344262,28,102,15,0,7.350427,42,4,10,6.1,0.6,0.1,290.5411,0.3,12,0,0.1,54,0,10,3.525497,0,0.8852459,0.0240824,1.149214,1,0.022435993,0,0,0,0,2,1,1,0,1,0,0,0,0,50,censored
51,4.801755,2,0,1,6,87,47,6,16,0.893617,23,70,17,0,8.068966,31,3,6,7.833333,0,0.08333334,315.3846,0.3333333,12,0,0,44,2,4,1.993532,2,0.9361702,0.03539003,1.314305,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,39,censored
52,4.377984,2,0,1,6,105,66,10,14,0.7121212,26,90,15,0,7.4,32,2,6,11,0.5,0.3555555,366.4174,0.1666667,25,0,0,57,0,4,1.535199,0,0.8636364,0.09669615,1.899435,0,0.003453026,4,3,0,1,3,2,1,0,0,1,0,0,0,41,censored
53,4.722676,2,0,1,4,74,42,2,13,0.9285714,15,67,7,0,7.310811,26,3,4,10.5,0,0.3125,293.8034,0.75,0,0,0,39,0,2,0.4789089,1,0.9285714,0.02508583,1.727612,0,0.003453026,1,1,1,0,0,0,0,0,0,0,0,0,0,36,censored
54,4.287235,2,0,1,3,57,35,2,9,0.9428571,12,49,8,0,6.929824,15,2,3,11.66667,0.5,0,268.5185,1.333333,16,0,0,27,0,2,0.7217661,0,0.7714286,0.01157808,1.99553,0,0.003453026,2,2,1,0,0,0,0,0,0,0,0,0,0,26,censored
55,4.043468,1,0,1,4,49,36,3,13,0.8055556,8,47,2,0,7.22449,13,0,4,9,0.6666667,0.2083333,400.4496,0.25,14,0,0,34,1,0,0,0,0.9444444,0.06689556,2.0456,0,0.003453026,4,4,0,0,1,1,0,0,0,1,0,0,0,27,censored
56,4.979312,2,0,1,8,121,70,7,18,0.9142857,32,99,22,0,7.487603,37,2,8,8.75,0,0.3904763,372.8022,0.375,13,0,0,61,0,8,2.244207,0,0.8714285,0.02464663,1.160228,0,0.003453026,1,2,2,0,3,1,1,0,0,1,1,1,0,56,censored
57,4.641941,2,0,1,2,39,22,4,3,0.8636364,10,31,8,0,8.179487,13,2,2,11,0,0.1428571,375,1,6,0,0,16,0,1,0.06088305,0,0.7272727,0.02006867,1.335132,0,0.003453026,0,0,0,0,1,0,1,0,0,0,0,0,0,15,censored
58,4.811177,2,0,1,6,102,58,4,20,0.9310345,22,88,14,0,7.147059,31,5,6,9.666667,0,0.2777778,402.4743,0.5,13,0,0,50,0,3,0.6040777,0,0.862069,0.01921468,1.52925,0,0.003453026,0,0,0,0,2,1,0,0,0,0,0,0,0,47,censored
59,4.927417,2,0,1,8,122,77,11,20,0.8051948,29,109,12,0,6.834711,37,1,8,9.625,0,0.5,311.9183,0,32,0,0.25,66,0,3,1.182649,0,0.8571429,0.03148021,1.865697,2,0.048325011,2,2,0,2,1,1,0,0,0,0,0,0,0,59,censored
60,4.718783,2,0,1,9,118,69,6,16,0.7681159,15,102,16,0,7.059322,38,2,9,7.666667,0,0.3055556,290.0353,0.6666667,12,0,0,58,2,5,1.054415,0,0.8405797,0.07749824,2.052645,0,0.003453026,5,5,4,0,3,1,2,2,0,0,0,0,0,45,censored
61,4.664956,2,0,1,6,78,46,12,16,0.8695652,13,73,5,0,6.666667,28,2,6,7.666667,0,0,222.9798,0.3333333,19,0,0,38,1,6,2.329584,0,0.8260869,0.04561061,1.765465,0,0.003453026,1,1,1,0,1,1,0,0,0,1,0,0,0,33,censored
62,5.009585,2,0,1,9,120,71,9,30,0.9014084,31,101,19,0,7.65,32,4,9,7.888889,0,0.2777778,288.8448,0.3333333,20,0,0,61,0,5,1.571082,0,0.8591549,0.01893301,1.882674,0,0.003453026,4,4,2,1,2,1,0,0,0,0,0,0,0,57,censored
63,4.161676,1,0,1,3,28,15,0,6,0.9333333,7,26,2,0,6.678571,9,2,3,5,0.5,0,261.1111,0.6666667,0,0,0,13,0,2,0.6217661,2,0.8666667,0.02508583,1.39794,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,12,censored
64,4.774156,2,0,1,7,121,69,9,14,0.7101449,26,104,17,0,7.512397,43,3,7,9.857142,0,0,275.0099,0.4285714,6,0,0,57,0,3,0.5826491,0,0.8260869,0.08345595,0.8524699,0,0.003453026,0,0,0,0,1,0,1,0,0,0,0,0,0,42,censored
65,4.811,2,0,1,3,69,38,1,3,1,20,53,16,0,7.797101,23,4,3,12.66667,0,0.3333333,452.381,1,6,0,0,32,0,2,0.4717661,1,0.8421053,0,1.174834,0,0.003453026,0,0,0,0,2,1,0,0,0,0,0,0,0,32,censored
66,4.367755,2,0,1,3,89,54,5,15,0.7962963,25,70,19,0,7.966292,28,2,3,18,0.5,0.1666667,452.381,1.666667,7,0,0,47,0,1,0.560883,0,0.8703704,0.05679902,1.057946,0,0.003453026,0,0,0,0,1,0,0,0,0,0,0,0,0,38,censored
67,4.24302,2,0,1,7,114,64,2,15,0.96875,30,98,16,0,7.105263,33,7,7,9.142858,0.8333333,0.3309524,318.1779,0.2857143,6,0,0,58,0,6,1.936727,0,0.90625,0.005281228,1.324678,0,0.003453026,1,1,1,0,1,1,0,0,0,0,0,0,0,57,censored
68,3.757,1,0,1,1,19,12,2,2,1,5,19,0,0,5,7,0,1,12,1,1.25,333.3333,0,7,0,0,11,0,0,0,0,0.9166667,0,1.821276,0,0.003453026,1,1,1,0,0,0,0,0,0,0,0,0,0,11,censored
69,4.741,2,0,1,2,39,19,1,6,1,15,34,5,0,6.923077,8,6,2,9.5,0,0,383.3333,0,6,0,0,18,0,1,0.06088305,0,0.9473684,0,1.185243,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,18,censored
70,3.865,1,0,1,5,45,22,0,7,1,14,37,8,0,7.711111,13,5,5,4.4,1,0.4333333,532.1429,0,0,0,0,22,0,2,0.5884327,0,1,0,1.338313,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,22,censored
71,3.795,2,0,1,1,37,18,0,4,1,9,28,9,0,8.162162,12,2,1,18,1,0,0,0,0,0,0,18,0,1,0.360883,0,1,0,1.785788,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,18,censored
72,4.589542,2,0,1,7,111,65,19,21,0.7846154,28,98,13,0,6.855856,29,1,7,9.285714,0.5,0.07142857,277.381,0.7142857,22,0,0.1428571,49,0,4,1.510199,0,0.7538462,0.01965344,1.871172,1,0.022435993,7,7,0,0,0,0,0,0,0,0,0,0,0,43,censored
73,3.898973,5,0,1,1,88,47,2,9,0.8085107,24,74,14,0,7.443182,24,7,1,47,1,0,0,0,0,0,0,46,1,0,0,0,0.9787234,0.07322352,1.752001,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,37,censored
74,4.756135,2,0,1,3,69,36,1,9,0.9166667,19,57,12,0,7.376812,21,6,3,12,0,0.4166667,281.1355,0,12,0,0,35,0,2,1.121766,0,0.9722222,0.02822156,1.608973,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,32,censored
75,4.233407,2,0,1,3,88,53,8,11,0.8301887,12,82,6,0,6.681818,29,3,3,17.66667,0.5,0,229.1667,0.6666667,6,0,0,43,2,1,0.2275497,0,0.8113208,0.03632135,1.516032,0,0.003453026,1,1,0,1,3,3,0,0,0,0,0,0,0,38,censored
76,4.947419,2,0,1,6,128,76,17,28,0.8026316,33,102,25,0,7.385827,38,5,6,12.66667,0,0.2533333,291.0714,0.5,27,0,0,60,1,3,0.9493158,0,0.7894737,0.04390964,1.886654,0,0.003453026,1,1,0,1,5,4,0,0,2,1,0,1,0,52,censored
77,4.587,2,0,1,2,26,17,4,5,1,4,20,5,0,7.72,7,1,2,8.5,0,0,425,1,6,0,0,15,0,1,0.2275497,0,0.8823529,0,1.875551,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,15,censored
78,4.213056,1,0,1,4,66,41,5,10,0.8048781,13,60,6,0,6.742424,20,1,4,10.25,0.5,0.25,307.6923,0.25,7,0,0,34,0,1,0.560883,0,0.8292683,0.06004434,1.886232,0,0.003453026,1,1,1,0,1,1,1,0,0,1,0,0,0,28,censored
79,3.697,1,0,1,1,14,8,1,1,1,2,12,2,0,7.714286,6,0,1,8,1,0,250,0,0,0,0,8,0,0,0,0,1,0,1.20412,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,8,censored
80,4.648361,1,0,1,3,38,24,8,6,0.8333333,10,29,6,0,7.428571,11,0,3,8,0,1,174.0741,0,6,0,0,19,1,2,0.6217661,0,0.7916667,0.02806596,2.021171,0,0.003453026,1,1,0,0,0,0,0,0,0,0,0,0,0,17,censored
81,3.739,1,0,1,1,16,7,0,2,1,5,14,2,0,7.1875,5,2,1,7,1,0,428.5714,0,0,0,0,7,0,1,0.2275497,1,1,0,1.531479,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,7,censored
82,3.713374,1,0,1,2,24,15,3,4,0.8666667,6,18,5,0,7.304348,7,1,2,7.5,1,0.6666666,397.7273,0,7,0,0,12,0,2,0.9789089,0,0.8,0.02736636,1.065875,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,11,censored
83,4.697433,1,0,1,4,54,39,10,9,0.8717949,13,43,10,0,6.698113,15,0,4,9.75,0,0.5416667,220.7341,0.5,0,0,0,29,1,2,0.921766,0,0.7435898,0.01075107,2.008315,0,0.003453026,0,0,0,0,1,1,0,0,0,0,0,0,0,28,censored
84,4.019607,1,0,1,8,91,55,9,14,0.8363636,17,80,11,0,7.065934,24,6,8,6.875,0.8333333,0.25,270.6148,0.25,6,0,0,45,0,6,2.156965,1,0.8181818,0.04631231,1.584447,0,0.003453026,2,2,0,0,2,2,0,0,0,0,0,0,0,39,censored
85,3.711,1,0,1,1,11,8,0,1,1,3,7,4,0,8.636364,3,0,1,8,1,0.5,500,0,0,0,0,7,0,0,0,0,0.875,0,0.849485,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,7,censored
86,4.306865,2,0,1,3,62,37,6,8,0.8918919,17,51,11,0,7.870968,17,4,3,12.33333,0.5,0.15,323.6167,0.6666667,7,0,0,30,1,1,0.560883,1,0.8108108,0.02150214,1.395818,0,0.003453026,0,0,0,0,3,2,2,1,0,1,0,0,0,28,censored
87,4.859427,2,0,1,7,121,70,8,17,0.8,28,106,15,0,6.933884,42,3,7,10,0,0.2416667,330.3211,0.4285714,12,0,0,60,0,5,1.737749,1,0.8571429,0.05633516,1.284707,0,0.003453026,2,1,0,1,1,1,0,0,0,0,0,0,0,49,censored
88,3.697,1,0,1,1,14,9,1,3,1,2,14,0,0,6.857143,5,0,1,9,1,0,333.3333,1,0,0,0,7,0,0,0,0,0.7777778,0,1.528231,0,0.003453026,0,0,0,0,1,1,0,0,0,0,0,0,0,7,censored
89,4.695701,2,0,1,4,73,45,9,11,0.8666667,14,63,9,1,7.780822,28,0,4,11.25,0,0.2083333,236.859,0.5,12,0,0,39,0,1,0.310883,0,0.8666667,0.02161531,1.284402,0,0.003453026,0,0,0,1,1,1,0,0,0,0,0,0,0,36,censored
90,3.669,1,0,1,1,4,3,1,1,1,0,2,2,0,8.25,1,0,1,3,1,0,0,1,0,0,0,1,0,1,0.06088305,0,0.3333333,0,0.845098,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,censored
91,4.440465,2,0,1,6,90,60,8,11,0.7833334,22,71,19,0,7.844444,23,2,6,10,0.5,0.36,423.8095,0.3333333,20,0,0,46,1,4,0.8149607,0,0.7666667,0.05216504,2.245276,0,0.003453026,7,6,4,2,4,2,2,2,0,0,0,0,0,38,censored
92,4.285213,2,0,1,6,93,61,3,12,0.6885246,23,75,18,0,7.72043,27,1,6,10.16667,0.5,0.2166667,362.2686,1.166667,6,0,0,53,0,4,1.850675,0,0.8688524,0.09446649,1.849486,0,0.003453026,0,0,0,0,0,0,0,0,0,0,0,0,0,38,censored
93,4.601,2,0,1,2,25,19,1,5,1,5,21,4,0,8.12,6,0,2,9.5,0,0.4,440.4762,0.5,13,0,0,16,0,0,0,0,0.8421053,0,1.910067,0,0.003453026,0,0,0,0,1,1,0,0,0,0,0,0,0,16,censored
