idx,CRIE Readability 1.0,SVM readability prediction 1.0,SVM readability prediction 2.0,Paragraphs,Average paragraph length,Characters,Words,Adverbs,Verbs,Type-token ratio,Difficult words,Low-stroke characters,Intermediate-stroke characters,High-stroke characters,Average strokes,Two-character words,Three-character words,Sentences,Average sentence length,Simple sentence ratio,modifiers per NP,Np ratio,Average propositional phrase,Sentences with complex structure,Parallelism,Average number of idioms each sentence,Content words,Negatives,Sentences with complex semantic categories,Number of complex semantic categories,Intentional words,Noun word density,Content word frequency in logarithmic,Average frequency of content word in domain in Logarithmic,Number of Idioms,Standard Deviation of number of idioms,Pronouns,Personal pronouns,First personal pronouns,Third personal pronouns,conjunctions,positive conjunctions,negative conjunctions,adversative conjunctions,causal conjunctions,hypothesis conjunction,condition conjunction,purpose conjunctions,figure of speech (simile),Content word category,WC,WPS,Sixltr,Dic,othergram,persconc,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,tensem,focuspast,focuspresent,focusfuture,progm,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability,followers,topic,class
622,4.759657,2.0,0.0,1.0,5.0,92.0,50.0,9.0,13.0,0.86,15.0,82.0,10.0,0.0,7.6521740000000005,29.0,2.0,5.0,10.0,0.0,0.3333333,373.2413,0.4,12.0,0.0,0.0,40.0,1.0,3.0,0.6707443000000001,0.0,0.8,0.02440784,1.565182,0.0,0.0034530259999999997,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,53,17.67,0.0,69.81,45.28,5.66,3.77,1.89,1.89,0.0,0.0,0.0,0.0,1.89,7.55,9.43,9.43,9.43,3.77,0.0,0.0,0.0,3.77,0.0,0.0,3.77,0.0,9.43,0.0,9.43,1.89,1.89,1.89,3.77,16.98,15.09,1.89,0.0,0.0,0.0,11.32,0.0,3.77,0.0,0.0,24.53,0.0,3.77,11.32,7.55,3.77,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.09,5.66,5.66,3.77,3.77,0.0,5.66,0.0,5.66,0.0,1.89,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,1.89,0.0,0.0,24.53,3.77,11.32,0.0,0.0,0.0,0.0,5.66,0.0,0.0,0.0,3.77,0.9720110000000001,0.027989299999999998,2,0.00224864,0.00239603,11,4.818181818,1.6076088290000001,304,democracy,censored
623,4.855529,2.0,0.0,1.0,5.0,82.0,43.0,4.0,12.0,0.9767442,24.0,63.0,18.0,0.0,7.666666999999999,28.0,1.0,5.0,8.6,0.0,0.03333334,327.8571,0.4,6.0,0.0,0.0,39.0,0.0,1.0,0.560883,0.0,0.9069768,0.007921842,0.9416114,0.0,0.0034530259999999997,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,37,12.33,0.0,56.76,29.73,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,5.41,0.0,10.81,2.7,0.0,0.0,2.7,0.0,10.81,2.7,5.41,2.7,2.7,2.7,0.0,2.7,2.7,0.0,0.0,0.0,8.11,2.7,2.7,0.0,2.7,0.0,13.51,0.0,0.0,0.0,0.0,5.41,2.7,2.7,0.0,0.0,2.7,0.0,2.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,16.22,0.0,5.41,10.81,0.0,0.0,5.41,0.0,2.7,2.7,13.51,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.14,8.11,16.22,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,5.41,0.44033999999999995,0.55966,0,0.00106542,0.00045034,11,3.3636363639999995,1.121717375,49936,poliReform,censored
624,4.584011,2.0,0.0,1.0,4.0,52.0,29.0,1.0,8.0,0.8620690000000001,6.0,44.0,8.0,0.0,7.519230999999999,18.0,1.0,4.0,7.25,0.0,0.0625,440.4762,0.5,6.0,0.0,0.0,26.0,0.0,4.0,0.6601988,1.0,0.8965517,0.03383267,1.487442,0.0,0.0034530259999999997,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,33,33.0,0.0,60.61,36.36,3.03,3.03,0.0,0.0,0.0,0.0,3.03,0.0,0.0,6.06,3.03,0.0,3.03,6.06,12.12,9.09,0.0,6.06,0.0,3.03,3.03,0.0,0.0,0.0,0.0,0.0,0.0,12.12,3.03,3.03,0.0,3.03,0.0,0.0,0.0,15.15,0.0,3.03,0.0,0.0,6.06,3.03,0.0,3.03,0.0,0.0,0.0,3.03,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,9.09,3.03,0.0,9.09,0.0,0.0,15.15,6.06,6.06,3.03,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,3.03,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.6502640000000001,0.349736,2,0.00112023,0.00048503,10,3.3,1.1005350870000001,1900,brainwash,censored
625,4.635206,2.0,0.0,1.0,2.0,40.0,21.0,2.0,8.0,0.9523809999999999,9.0,34.0,6.0,0.0,8.15,16.0,0.0,2.0,10.5,0.0,0.0,250.0,0.0,6.0,0.0,0.0,21.0,0.0,1.0,0.22754970000000002,0.0,1.0,0.015051499999999999,1.137216,0.0,0.0034530259999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23,11.5,0.0,52.17,17.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,4.35,0.0,0.0,4.35,8.7,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,8.7,4.35,4.35,4.35,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,13.04,0.0,4.35,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,0.0,13.04,0.0,0.0,13.04,8.7,0.0,4.35,13.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.48,8.7,4.35,0.0,0.0,0.0,0.0,0.0,17.39,0.0,0.0,13.04,0.8774860000000001,0.12251400000000001,2,0.00052182,0.00010869,10,2.3,0.766876837,1986,brainwash,censored
626,4.6600800000000016,2.0,0.0,1.0,3.0,72.0,40.0,4.0,10.0,0.8,15.0,61.0,11.0,0.0,7.638889,30.0,1.0,3.0,13.333329999999998,0.0,0.5833333,311.4478,0.3333333,7.0,0.0,0.0,38.0,0.0,1.0,0.2751688,1.0,0.95,0.05588367,0.9907759,0.0,0.0034530259999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,42,42.0,0.0,52.38,33.33,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,4.76,0.0,9.52,0.0,2.38,2.38,2.38,0.0,2.38,0.0,2.38,0.0,0.0,2.38,0.0,2.38,0.0,0.0,9.52,0.0,7.14,0.0,7.14,2.38,4.76,0.0,16.67,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,2.38,2.38,2.38,0.0,0.0,9.52,0.0,0.0,9.52,0.0,2.38,11.9,2.38,2.38,7.14,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,2.38,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.725838,0.274162,2,0.00121922,0.00089222,11,3.8181818180000002,1.273431086,18947,brainwash,censored
633,4.836876999999999,2.0,0.0,1.0,7.0,118.0,77.0,18.0,19.0,0.8441558000000001,21.0,101.0,17.0,0.0,7.1694910000000025,39.0,1.0,7.0,11.0,0.0,0.1666667,269.4662,0.5714286,20.0,0.0,0.0,66.0,2.0,2.0,0.2217661,0.0,0.8571429,0.04152138,1.637125,0.0,0.0034530259999999997,4.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,67,16.75,0.0,73.13,46.27,7.46,4.48,1.49,0.0,0.0,0.0,2.99,0.0,2.99,5.97,2.99,11.94,5.97,1.49,0.0,2.99,0.0,5.97,1.49,1.49,2.99,1.49,5.97,0.0,5.97,1.49,4.48,0.0,4.48,8.96,7.46,1.49,0.0,1.49,0.0,14.93,1.49,1.49,1.49,0.0,13.43,2.99,1.49,1.49,4.48,1.49,1.49,5.97,2.99,1.49,0.0,1.49,1.49,0.0,0.0,0.0,11.94,1.49,2.99,5.97,1.49,0.0,10.45,2.99,5.97,2.99,0.0,1.49,0.0,0.0,0.0,0.0,7.46,0.0,0.0,5.97,0.0,1.49,17.91,5.97,10.45,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0607409,0.9392590000000001,0,0.00217546,0.00198273,11,6.090909091,2.031689094,31968,democracy,censored
634,4.736514,2.0,0.0,1.0,4.0,71.0,41.0,6.0,13.0,0.8780488000000001,16.0,60.0,11.0,0.0,6.929577,21.0,3.0,4.0,10.25,0.0,0.25,340.4762,0.5,14.0,0.0,0.25,36.0,1.0,1.0,0.560883,0.0,0.8780488000000001,0.03762875,2.340945,1.0,0.022435992999999998,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,36,36.0,0.0,50.0,27.78,8.33,5.56,0.0,0.0,0.0,0.0,5.56,0.0,2.78,5.56,0.0,2.78,0.0,5.56,0.0,0.0,0.0,2.78,0.0,0.0,0.0,2.78,11.11,2.78,11.11,0.0,5.56,2.78,0.0,8.33,0.0,8.33,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,8.33,2.78,2.78,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,5.56,0.0,0.0,2.78,0.0,0.0,2.78,0.0,0.0,27.78,2.78,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362681,0.9637319999999999,0,0.00223731,0.00198802,10,3.6,1.201408443,103,stability,censored
635,4.60502,2.0,0.0,1.0,6.0,109.0,69.0,10.0,19.0,0.7826086999999999,29.0,89.0,20.0,0.0,7.853211,38.0,1.0,6.0,11.5,0.3333333,0.15476189999999998,296.153,0.3333333,16.0,0.0,0.0,55.0,0.0,3.0,1.015982,1.0,0.7971014,0.04326433,1.496476,0.0,0.0034530259999999997,1.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,47.0,66,22.0,0.0,57.58,27.27,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,9.09,0.0,4.55,4.55,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,3.03,1.52,0.0,1.52,7.58,0.0,7.58,0.0,3.03,0.0,9.09,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,1.52,3.03,1.52,0.0,0.0,0.0,0.0,1.52,0.0,1.52,0.0,0.0,7.58,1.52,0.0,6.06,0.0,0.0,13.64,3.03,10.61,1.52,4.55,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,1.52,3.03,3.03,10.61,1.52,6.06,0.0,0.0,1.52,1.52,0.0,0.0,0.0,0.0,0.0,0.146875,0.853125,0,0.00266064,0.00329217,11,6.0,2.00198427,792,china,censored
638,4.827266000000002,2.0,0.0,1.0,10.0,127.0,77.0,13.0,17.0,0.8181818000000001,22.0,110.0,16.0,0.0,7.301587,36.0,4.0,10.0,7.7,0.0,0.4166667000000001,341.9841,0.8,19.0,0.0,0.0,57.0,0.0,10.0,2.842164,0.0,0.7402598000000001,0.03296552,1.556102,0.0,0.0034530259999999997,2.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,51.0,73,24.33,0.0,69.86,43.84,4.11,2.74,1.37,1.37,0.0,0.0,0.0,0.0,1.37,9.59,0.0,9.59,6.85,0.0,0.0,1.37,0.0,6.85,0.0,4.11,2.74,0.0,12.33,0.0,12.33,5.48,0.0,0.0,2.74,2.74,1.37,1.37,1.37,0.0,0.0,2.74,0.0,0.0,0.0,0.0,12.33,2.74,2.74,1.37,4.11,1.37,0.0,1.37,0.0,0.0,1.37,1.37,1.37,0.0,0.0,0.0,13.7,1.37,5.48,5.48,0.0,1.37,20.55,2.74,12.33,8.22,9.59,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,1.37,0.0,0.0,16.44,4.11,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.808083,0.191917,2,0.00251527,0.00307845,11,6.6363636360000005,2.213985785,102745,poliReform,censored
642,4.202616,1.0,0.0,1.0,3.0,46.0,26.0,3.0,7.0,0.8076923,12.0,41.0,5.0,0.0,6.6521740000000005,11.0,0.0,3.0,8.666667,0.5,1.0,266.6667,0.0,0.0,0.0,0.0,23.0,0.0,2.0,0.8717661,0.0,0.8846154,0.0451545,1.839509,0.0,0.0034530259999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26,6.5,0.0,50.0,26.92,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0.0,0.0,0.0,7.69,0.0,0.0,11.54,0.0,0.0,0.0,11.54,11.54,11.54,11.54,0.0,0.0,3.85,0.0,11.54,0.0,11.54,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,15.38,11.54,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,3.85,0.0,0.0,0.0,11.54,0.0,7.69,3.85,0.0,0.0,11.54,7.69,3.85,0.0,11.54,0.0,0.0,0.0,0.0,7.69,11.54,0.0,0.0,11.54,0.0,0.0,65.38,34.62,26.92,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.457953,0.5420470000000001,1,0.00130152,0.00078563,10,2.6,0.867362383,59662,china,censored
644,3.6148260000000003,1.0,0.0,1.0,1.0,30.0,18.0,2.0,3.0,0.7777778000000001,6.0,28.0,2.0,0.0,5.5,5.0,2.0,1.0,18.0,1.0,1.0,277.7778,2.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.7777778000000001,0.09542425,3.4935980000000004,0.0,0.0034530259999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15,15.0,0.0,33.33,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,6.67,13.33,6.67,13.33,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714612,0.28538800000000003,2,0.00449834,0.00368109,7,2.142857143,0.7170121909999999,24766,usa,censored
645,4.5953029999999995,2.0,0.0,1.0,3.0,74.0,45.0,6.0,8.0,0.8444444999999999,11.0,63.0,11.0,0.0,6.8918919999999995,21.0,4.0,3.0,15.0,0.0,0.0,269.2307,1.333333,0.0,0.0,0.0,39.0,0.0,1.0,0.1608831,0.0,0.8666666999999999,0.06194598,1.664612,0.0,0.0034530259999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,41,20.5,0.0,48.78,24.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76,2.44,4.88,4.88,0.0,0.0,0.0,0.0,4.88,0.0,0.0,2.44,2.44,7.32,2.44,7.32,0.0,0.0,4.88,0.0,9.76,7.32,2.44,0.0,2.44,0.0,14.63,2.44,7.32,4.88,2.44,2.44,2.44,0.0,0.0,0.0,0.0,0.0,2.44,2.44,0.0,0.0,4.88,0.0,0.0,4.88,0.0,9.76,7.32,0.0,2.44,0.0,0.0,7.32,4.88,2.44,0.0,0.0,0.0,0.0,0.0,0.0,2.44,2.44,0.0,0.0,2.44,0.0,0.0,24.39,4.88,17.07,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440846,0.559154,0,0.00155734,0.00080976,10,4.1,1.3674556999999998,234,usa,censored
647,4.211266,2.0,0.0,1.0,6.0,130.0,82.0,23.0,25.0,0.7195121999999999,28.0,112.0,16.0,0.0,7.3125,36.0,0.0,6.0,13.666670000000002,0.75,0.08,172.6496,0.1666667,20.0,0.0,0.1666667,69.0,2.0,1.0,0.06088305,0.0,0.8414634,0.06991315,1.566447,1.0,0.022435992999999998,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,52.0,72,18.0,0.0,70.83,44.44,2.78,2.78,2.78,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,22.22,5.56,4.17,0.0,1.39,0.0,18.06,8.33,0.0,4.17,9.72,13.89,4.17,13.89,4.17,0.0,0.0,1.39,16.67,9.72,6.94,1.39,0.0,1.39,9.72,0.0,0.0,0.0,0.0,19.44,8.33,1.39,2.78,4.17,4.17,4.17,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.06,0.0,5.56,12.5,0.0,4.17,12.5,0.0,4.17,9.72,4.17,0.0,0.0,0.0,1.39,0.0,4.17,0.0,0.0,4.17,0.0,0.0,12.5,0.0,6.94,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0859883,0.914012,0,0.00213037,0.00245217,10,7.2,2.401527513,4903,china,censored
648,4.87206,2.0,0.0,1.0,8.0,123.0,73.0,16.0,23.0,0.9041096,27.0,103.0,19.0,1.0,7.796748,40.0,2.0,8.0,9.125,0.0,0.2916667,219.7764,0.5,7.0,0.0,0.125,64.0,1.0,7.0,2.3650700000000002,1.0,0.8767123,0.02551102,1.445287,1.0,0.022435992999999998,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,62,10.33,0.0,59.68,35.48,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,1.61,3.23,19.35,6.45,4.84,1.61,4.84,1.61,1.61,1.61,0.0,0.0,0.0,4.84,0.0,4.84,4.84,1.61,0.0,0.0,9.68,1.61,8.06,0.0,3.23,0.0,6.45,0.0,1.61,0.0,0.0,17.74,3.23,8.06,3.23,1.61,4.84,4.84,1.61,0.0,0.0,0.0,1.61,1.61,0.0,0.0,0.0,17.74,3.23,1.61,12.9,1.61,0.0,9.68,1.61,4.84,4.84,3.23,0.0,0.0,0.0,0.0,3.23,1.61,0.0,0.0,0.0,0.0,1.61,20.97,4.84,11.29,1.61,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.013009999999999999,0.9869899999999999,0,0.00180146,0.00164071,11,5.6363636360000005,1.879935269,14419,patriotism,censored
649,4.545,1.0,0.0,1.0,2.0,21.0,13.0,3.0,3.0,1.0,1.0,17.0,4.0,0.0,7.904762,5.0,0.0,2.0,6.5,0.0,0.8333335,291.6667,0.0,6.0,0.0,0.0,12.0,1.0,1.0,0.560883,0.0,0.9230769,0.0,2.16655,0.0,0.0034530259999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12,12.0,0.0,66.67,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,8.33,0.0,8.33,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,8.33,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.19688599999999998,0.803114,0,0.00268334,0.00281553,8,1.5,0.5018329570000001,120,hr,censored
652,4.625472,2.0,0.0,1.0,8.0,122.0,73.0,14.0,18.0,0.8082191999999999,30.0,106.0,16.0,0.0,6.663933999999999,39.0,3.0,8.0,9.125,0.4,0.0,313.7897,0.375,24.0,0.0,0.0,63.0,2.0,4.0,1.443532,1.0,0.8630136999999999,0.06127675,1.886871,0.0,0.0034530259999999997,6.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,70,11.67,0.0,77.14,45.71,12.86,10.0,4.29,2.86,1.43,0.0,1.43,0.0,2.86,7.14,4.29,7.14,5.71,1.43,0.0,1.43,0.0,7.14,1.43,0.0,1.43,4.29,11.43,5.71,10.0,2.86,0.0,4.29,0.0,11.43,4.29,7.14,1.43,2.86,0.0,12.86,0.0,0.0,1.43,0.0,18.57,4.29,7.14,4.29,0.0,0.0,1.43,1.43,0.0,1.43,0.0,1.43,0.0,1.43,0.0,0.0,18.57,4.29,5.71,11.43,2.86,0.0,10.0,0.0,2.86,7.14,4.29,0.0,0.0,0.0,1.43,0.0,11.43,2.86,0.0,5.71,0.0,2.86,22.86,5.71,11.43,0.0,2.86,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.0154144,0.9845860000000001,0,0.00224454,0.0017699999999999999,11,6.3636363639999995,2.122550301,4287,china,censored
655,3.766838,1.0,0.0,1.0,14.0,120.0,62.0,1.0,16.0,0.516129,23.0,97.0,23.0,0.0,7.2083330000000005,42.0,8.0,14.0,4.428571,1.0,0.07692308,234.6154,0.2142857,0.0,1.0,0.0,55.0,0.0,14.0,6.452363,1.0,0.8870968000000001,0.1672389,1.4417719999999998,0.0,0.0034530259999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,60,60.0,0.0,80.0,23.33,1.67,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,13.33,6.67,6.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,21.67,6.67,0.0,0.0,15.0,0.0,0.0,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33,0.0,3.33,21.67,0.0,0.0,23.33,0.0,23.33,0.0,33.33,1.67,0.0,0.0,0.0,0.0,3.33,0.0,0.0,3.33,0.0,0.0,23.33,0.0,0.0,0.0,21.67,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.818335,0.18166600000000002,2,0.00234041,0.0015425,11,5.454545455,1.819476122,157181,hr,censored
661,4.246023999999999,2.0,0.0,1.0,5.0,85.0,51.0,2.0,24.0,0.6470588,11.0,68.0,17.0,0.0,7.588235000000001,32.0,1.0,5.0,10.2,0.3333333,0.08,226.1538,0.2,21.0,0.0,0.0,49.0,0.0,2.0,1.121766,1.0,0.9607843,0.10472580000000001,1.756029,0.0,0.0034530259999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,51,25.5,0.0,60.78,15.69,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.96,5.88,0.0,0.0,1.96,0.0,0.0,0.0,1.96,0.0,0.0,1.96,0.0,1.96,0.0,1.96,0.0,0.0,0.0,0.0,9.8,1.96,1.96,0.0,0.0,0.0,9.8,0.0,1.96,0.0,0.0,11.76,11.76,0.0,5.88,5.88,0.0,0.0,1.96,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,3.92,3.92,0.0,0.0,0.0,0.0,19.61,13.73,1.96,3.92,19.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.57,1.96,9.8,1.96,3.92,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.7077399999999999,0.29225999999999996,2,0.00140296,0.00099124,11,4.6363636360000005,1.546252612,6862,china,censored
662,4.7495660000000015,5.0,0.0,1.0,3.0,131.0,80.0,18.0,24.0,0.575,25.0,105.0,26.0,0.0,8.167939,27.0,3.0,3.0,26.66667,0.0,0.0,333.3333,0.3333333,0.0,0.0,0.0,73.0,10.0,0.0,0.0,1.0,0.9125,0.09076954,1.071657,0.0,0.0034530259999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,64,21.33,0.0,46.88,26.56,1.56,1.56,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,15.62,0.0,15.62,0.0,0.0,15.62,3.12,0.0,0.0,0.0,3.12,9.38,3.12,9.38,0.0,0.0,0.0,0.0,3.12,1.56,1.56,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,10.94,6.25,0.0,0.0,1.56,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,1.56,4.69,3.12,1.56,0.0,3.12,0.0,1.56,1.56,12.5,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,3.12,0.0,0.0,14.06,3.12,3.12,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.801682,0.198318,2,0.00176553,0.00191227,10,6.4,2.1345592669999998,58095,cp,censored
663,4.183813,1.0,0.0,1.0,10.0,125.0,86.0,14.0,20.0,0.7790698,28.0,105.0,20.0,0.0,7.112,30.0,3.0,10.0,8.6,0.8333333,0.48148149999999995,249.8918,0.4,18.0,0.0,0.0,64.0,1.0,9.0,3.102709,0.0,0.744186,0.026832799999999997,1.9420419999999998,0.0,0.0034530259999999997,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,79,9.88,0.0,65.82,45.57,6.33,1.27,1.27,0.0,0.0,0.0,0.0,0.0,5.06,6.33,1.27,11.39,1.27,2.53,1.27,1.27,2.53,6.33,0.0,1.27,0.0,5.06,18.99,10.13,13.92,2.53,0.0,1.27,2.53,3.8,2.53,1.27,1.27,0.0,0.0,16.46,1.27,1.27,0.0,0.0,12.66,7.59,1.27,0.0,1.27,2.53,2.53,5.06,1.27,3.8,0.0,2.53,0.0,1.27,0.0,1.27,8.86,1.27,1.27,2.53,0.0,3.8,10.13,2.53,2.53,6.33,0.0,0.0,0.0,0.0,1.27,0.0,12.66,0.0,0.0,8.86,0.0,2.53,18.99,3.8,6.33,1.27,0.0,5.06,1.27,1.27,0.0,0.0,0.0,0.0,0.0211667,0.978833,0,0.00267718,0.00288712,11,7.181818182000001,2.395794161,274231,china,censored
