'CRIE Readability 1.0','SVM readability prediction 1.0',Paragraphs,'Average paragraph length',Characters,Words,Adverbs,Verbs,'Type-token ratio','Difficult words','Low-stroke characters','Intermediate-stroke characters','High-stroke characters','Average strokes','Two-character words','Three-character words',Sentences,'Average sentence length','Simple sentence ratio','modifiers per NP','Np ratio','Average propositional phrase','Sentences with complex structure',Parallelism,'Average number of idioms each sentence','Content words',Negatives,'Sentences with complex semantic categories','Number of complex semantic categories','Intentional words','Noun word density','Content word frequency in logarithmic','Average frequency of content word in domain in Logarithmic','Number of Idioms',Pronouns,'Personal pronouns','First personal pronouns','Third personal pronouns',conjunctions,'positive conjunctions','negative conjunctions','adversative conjunctions','causal conjunctions','hypothesis conjunction','condition conjunction','purpose conjunctions','figure of speech (simile)','Content word category',pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability,followers,class
1.270909,0.195487,0,-0.030607,1.024148,0.701497,-0.797647,0.938466,1.234522,1.189803,0.235016,-0.325027,-0.169832,-0.376959,0.105601,0.353397,-0.030607,0.366941,-0.720549,0.473441,-0.693567,0.164893,0.376143,-0.118359,-0.282775,0.461908,-0.486922,-0.365594,-0.647703,0.773752,0.461908,-1.076596,0.20242,-0.294373,-0.351305,-0.338345,-0.484121,-0.400669,-0.464142,-0.156894,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.327611,-1.099437,1.099436,-0.749889,-0.173608,-0.287776,0.559443,0.857471,0.857218,-0.159069,censored
0.266419,0.195487,0,0.794449,0.469265,0.074011,-1.226068,0.278216,-0.80147,3.094288,-0.502807,0.569166,-0.169832,0.121229,1.194258,1.104019,0.794449,-0.667246,0.150312,-0.965447,0.54163,-0.153599,-0.3572,-0.118359,-0.282775,1.314434,-0.486922,1.289305,2.245906,1.055999,1.314433,1.298719,-1.142105,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.460587,-0.763899,0.763899,-0.749889,-1.764992,-1.334785,0.559443,0.168159,0.166542,-0.065164,censored
0.087721,0.195487,0,-0.443135,-0.55289,-0.553475,-0.551423,-2.392616,-1.581797,-0.785925,0.604407,-0.565343,-0.169832,-0.325699,0.017365,-0.178363,-0.443135,-0.20602,-0.720549,-0.214722,0.42632,-0.020894,-1.334991,-0.118359,2.478452,-1.433526,-0.486922,-0.003585,-0.940198,-0.398656,-1.433526,1.38584,-0.438447,2.752324,-0.74973,-0.739313,-0.484121,-0.400669,-0.135594,-0.80513,1.000041,2.212335,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-1.724231,1.001729,-1.001729,1.434596,0.84706,1.244229,-0.962962,0.24475,0.245927,-0.191821,censored
0.237547,-1.378565,0,-1.268191,-1.750271,-1.711911,1.045712,-1.044195,1.101177,0.391298,0.157955,-0.107885,-0.169832,-2.676887,-1.361236,0.028262,-1.268191,-0.524331,-0.720549,1.286726,0.464445,-0.020894,2.087276,-0.118359,-0.282775,-0.134354,-0.486922,-0.003585,-0.605498,-0.398656,-0.134354,-0.602421,0.398054,-0.294373,0.820533,0.840972,-0.484121,2.830605,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.491792,1.392772,-1.392772,1.434596,0.766128,0.219547,-0.20176,-1.57633,-1.575881,-0.1151,censored
0.512454,0.195487,0,-0.443135,-0.611299,-0.794816,-0.704173,-1.534766,0.341152,0.714365,-1.433588,1.522892,-0.169832,0.960871,-1.05005,2.818508,-0.443135,-0.433385,-0.720549,-0.965447,0.882066,0.443573,-0.051641,-0.118359,-0.282775,0.790404,0.751326,0.901438,0.801819,-0.398656,0.790404,-0.194269,1.743486,-0.294373,-0.008217,0.006933,0.998984,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.618776,1.201662,-1.201662,1.434596,-0.929169,-1.167227,-0.20176,-0.818087,-0.819254,0.065866,censored
0.845948,0.195487,0,-0.443135,0.7029,0.942838,0.07867,-0.628275,-0.977258,-0.521365,0.602261,-0.563143,-0.169832,-0.490191,-0.448896,-0.61047,-0.443135,1.203645,-0.720549,1.036485,0.264409,2.301438,-0.479424,-0.118359,-0.282775,-0.585173,-0.486922,0.901438,-0.660658,0.692335,-0.585173,0.614999,0.880816,-0.294373,1.104052,1.126301,-0.484121,3.41403,-0.018005,-0.80513,0.322827,1.103301,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.865348,1.703559,-1.703559,1.434596,0.011766,0.120095,0.559443,0.963519,0.963614,-0.194392,censored
-0.627119,0.195487,0,-0.855663,-0.903343,-0.843084,-1.464649,0.008858,1.11713,-0.289911,0.199528,-0.150482,-0.169832,-0.800142,-0.706533,-0.006316,-0.855663,0.051662,0.585742,-0.965447,-0.399734,1.527327,1.707025,-0.118359,-0.282775,-0.871518,-0.486922,0.599763,-0.20311,-0.398656,-0.871518,-0.909557,0.933588,-0.294373,0.775668,0.795821,1.041359,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.279548,1.435598,-1.435598,1.434596,-1.03325,-1.062187,0.559443,-0.839296,-0.840438,-0.195749,censored
1.20719,0.195487,0,1.206978,0.96574,0.846302,-0.860741,0.008858,0.845914,0.839899,-0.488308,0.554309,-0.169832,0.28403,0.159128,-0.594141,1.206978,-0.478858,-0.720549,0.207114,0.745317,-0.253127,-0.408127,-0.118359,-0.282775,0.543362,-0.486922,1.806461,1.667179,-0.398656,0.543361,-0.562882,-1.00752,-0.294373,-0.36838,0.028254,1.041359,-0.400669,0.505435,-0.184676,0.348418,-0.363487,-0.334022,0.869264,2.143944,8.960741,-0.157799,0.834649,1.933532,-1.933532,1.434596,-1.441168,-1.400431,0.559443,0.751423,0.749904,-0.025299,censored
0.313008,0.195487,0,-1.268191,-1.429022,-1.47057,0.292173,-1.56773,0.365123,0.814222,-0.874961,0.950494,-0.169832,1.628865,0.698762,0.688386,-1.268191,-0.069601,-0.720549,-0.536461,0.76945,0.908039,0.376143,-0.118359,-0.282775,-1.49627,-0.486922,-0.003585,-1.014992,-0.398656,-1.496271,-0.684323,-0.601071,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,0.595597,-0.80513,2.358439,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.313401,-0.479582,0.479582,-0.749889,1.130647,1.567671,-0.962962,-1.310621,-1.309127,-0.027595,censored
0.516673,0.195487,0,1.619506,0.878126,0.798034,-1.044539,-0.320857,-0.54161,-1.530246,0.278445,-0.231345,-0.169832,-0.548433,0.3509,-0.585622,1.619506,-0.675908,-0.720549,-0.047895,-0.163476,0.28875,-0.574487,-0.118359,-0.282775,0.106887,0.805163,0.197531,0.205543,-0.398656,0.106887,0.839133,1.066314,-0.294373,1.184651,1.207414,2.611055,-0.400669,0.526995,-0.175684,1.296381,2.697635,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.601373,-1.056465,1.056465,-0.749889,-0.416263,-0.52831,0.559443,0.804447,0.803933,-0.064695,censored
0.374008,0.195487,0,0.381921,-0.29005,-0.312134,1.4061,1.192589,0.421403,-0.885517,1.46429,-1.446423,-0.169832,-1.311648,0.852733,-0.28745,0.381921,-0.675908,-0.720549,-0.965447,-0.899756,-0.330538,0.471206,-0.118359,-0.282775,-0.098168,0.482141,1.806461,1.772063,-0.398656,-0.098168,-0.006763,0.398954,-0.294373,-0.169416,-0.155295,0.67657,-0.400669,-0.227621,0.13904,-0.572842,-0.363487,-0.334022,1.522773,-0.219337,-0.084213,-0.157799,0.032166,1.279839,-1.279839,1.434596,0.626062,0.080259,0.559443,-0.309056,-0.308745,-0.180632,censored
1.287427,0.195487,0,1.619506,0.936535,0.89457,-0.483654,2.167803,0.723676,0.637011,-0.098755,0.155153,-0.169832,0.599685,-0.514938,-0.022875,1.619506,-0.635487,-0.720549,-0.131308,-0.176548,-0.330538,-0.067485,-0.118359,-0.282775,0.369704,-0.486922,0.197531,0.840258,-0.398656,0.369704,-0.714449,0.671329,-0.294373,0.754183,0.774199,1.019873,0.373017,-0.004424,-0.193414,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.862013,-1.093652,1.093652,-0.749889,-0.476861,-0.503242,1.320646,0.455373,0.454846,-0.171456,censored
0.663436,0.195487,0,0.794449,0.96574,0.798034,-0.43188,-0.699218,-1.091903,0.045757,0.197123,-0.148018,-0.169832,0.332222,0.978192,-0.28745,0.794449,-0.277478,-0.720549,-0.965447,-0.328458,-0.153599,-0.846096,-0.118359,-0.282775,-0.098168,-0.486922,-0.262163,-0.374012,-0.398656,-0.098168,0.997175,-1.722701,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.479159,-0.80513,0.36177,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-1.023733,1.535218,-1.535218,1.434596,-0.544399,-0.652327,0.559443,1.122591,1.121945,-0.192551,censored
-1.746228,-1.378565,0,-0.030607,-1.253796,-1.47057,-2.269859,0.805629,1.659562,2.611647,-0.421288,0.485637,-0.169832,0.718469,0.698762,3.493913,-0.030607,-1.270089,1.892034,0.335809,2.494904,-0.949827,-1.334991,-0.118359,-0.282775,2.362493,-0.486922,-0.365594,-0.366907,-0.398656,2.362493,-1.216693,-0.593679,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,2.777502,-0.51475,0.51475,-0.749889,-2.116633,-1.713457,-2.485368,-0.301482,-0.303501,-0.174346,censored
-1.931759,0.195487,0,-1.68072,-1.487431,-1.663643,-2.269859,-0.446977,1.659562,1.263578,-1.507191,1.598309,-0.169832,1.59519,1.354566,1.104019,-1.68072,1.203645,1.892034,-0.965447,-3.34811,-0.949827,-1.334991,-0.118359,-0.282775,2.362493,-0.486922,1.806461,-0.646448,-0.398656,2.362493,-1.216693,0.446181,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,2.777502,1.030759,-1.030759,1.434596,-2.32931,-1.771031,-4.768975,1.135847,1.133716,-0.188611,censored
-1.656184,4.917642,0,-1.68072,0.001994,-0.263866,-1.670235,-0.848148,-0.15816,1.368746,-0.111321,0.168029,-0.169832,0.197687,0.003888,1.882227,-1.68072,6.47852,1.892034,-0.965447,-3.34811,-0.949827,-1.334991,-0.118359,-0.282775,2.061455,0.461523,-1.813631,-1.089785,-0.398656,2.061455,0.725736,0.367666,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.710637,-0.69865,0.69865,-0.749889,-2.060691,-1.495285,-1.724165,1.792019,1.790189,-0.048547,censored
0.615672,0.195487,0,-0.855663,-0.55289,-0.794816,-1.878438,-0.084381,0.868516,1.538184,-0.357182,0.419951,-0.169832,0.068682,0.633181,2.247012,-0.855663,0.112292,-0.720549,0.285761,-0.261198,-0.949827,0.946521,-0.118359,-0.282775,1.969471,-0.486922,0.599763,0.288282,-0.398656,1.96947,-0.468049,0.035291,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.698139,0.197508,-0.197508,-0.749889,-1.832488,-1.597921,-1.724165,-0.322312,-0.324137,-0.130406,censored
-0.769787,0.195487,0,-0.855663,0.001994,0.025743,-0.142889,-0.638537,0.047619,-1.441038,1.396626,-1.37709,-0.169832,-1.282199,0.320128,-0.017407,-0.855663,1.143015,0.585742,-0.965447,-0.831823,0.28875,-0.194235,-0.118359,-0.282775,-0.307092,1.195226,-0.606934,-0.810245,-0.398656,-0.307091,-0.253182,-0.180689,-0.294373,-0.246061,-0.232429,-0.484121,0.635778,0.982612,1.653275,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.028181,-0.763428,0.763428,-0.749889,0.734854,0.280534,0.559443,0.168159,0.168654,-0.197818,censored
0.16739,0.195487,0,-1.268191,-1.80868,-1.711911,1.045712,0.491508,1.659562,-1.353261,-1.300279,0.732592,-0.169832,0.735747,-0.852023,0.028262,-1.268191,-0.524331,-0.720549,-0.965447,1.318457,0.908039,0.376143,-0.118359,-0.282775,0.697928,-0.486922,-0.003585,-0.810245,-0.398656,0.697928,-1.216693,0.654776,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.634647,-0.700845,0.700845,-0.749889,-1.415023,-1.260375,-1.724165,-1.634656,-1.636097,-0.199502,censored
-0.823726,-1.378565,0,-0.443135,-0.640503,-0.553475,-0.551423,-0.163975,-0.192643,-0.544807,1.019639,-0.99081,-0.169832,-1.164397,-0.193772,-0.680164,-0.443135,-0.20602,0.585742,-0.214722,0.0304,-0.48536,-0.33683,-0.118359,-0.282775,-0.053156,-0.486922,-0.908608,-0.400752,-0.398656,-0.053155,0.376127,0.679597,-0.294373,-0.098645,-0.084073,0.818118,-0.400669,-0.135594,0.254182,1.000041,-0.363487,-0.334022,1.75522,-0.219337,-0.084213,-0.157799,-0.302631,0.889563,-0.889563,1.434596,0.407894,0.102286,-0.962962,-0.468128,-0.467895,-0.187345,censored
-2.191502,-1.378565,0,-1.68072,-2.159132,-2.146325,-0.508462,-1.716065,1.659562,-1.207881,0.157955,-0.107885,-0.169832,0.72464,2.075951,-1.181966,-1.68072,-0.615277,1.892034,-0.965447,-0.60307,-0.949827,-1.334991,-0.118359,-0.282775,2.362493,-0.486922,-1.813631,-1.089785,-0.398656,2.362493,-1.216693,-0.905522,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,2.777502,0.836421,-0.836421,1.434596,-1.799318,-1.690926,-4.007773,-1.751309,-1.753196,-0.19875,censored
-0.982164,0.195487,0,2.85709,0.7029,0.653229,-1.415848,0.410069,0.796602,0.814222,-0.730656,0.802632,-0.169832,0.794058,-0.088204,0.37666,2.85709,-1.070008,1.565461,-0.965447,0.47788,-0.48536,-1.049802,-0.118359,-0.282775,1.50499,-0.486922,0.901438,2.449813,0.791516,1.504989,-0.420283,-1.140502,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.305643,1.32209,-1.322091,1.434596,-1.593164,-1.512643,-0.20176,0.931705,0.93005,-0.198748,censored
-1.82044,-1.378565,0,-0.855663,-1.370613,-1.325766,-2.269859,-0.214915,1.659562,1.065861,0.100159,-0.048664,-0.169832,0.09479,0.431194,-0.359011,-0.855663,-0.554647,1.892034,1.036485,0.552736,0.28875,-0.004109,-0.118359,-0.282775,0.664637,-0.486922,-0.606934,-1.014992,-0.398656,0.664637,-1.216693,-1.129343,-0.294373,-0.74973,-0.739313,-0.484121,1.796598,0.406257,-0.80513,2.006685,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.61179,-0.062157,0.062157,-0.749889,-1.7544,-1.630019,-0.20176,-1.459677,-1.461502,-0.190481,censored
1.048426,0.195487,0,0.794449,0.44006,0.604961,0.765164,0.467882,0.491248,0.427084,-0.0491,0.104274,-0.169832,0.430789,-0.287972,-0.548924,0.794449,-0.381416,-0.720549,0.964987,-0.680203,0.111811,0.213178,-0.118359,1.295068,0.185755,0.884675,1.289305,1.390357,-0.398656,0.185756,-0.418139,0.16419,1.62739,0.071638,0.500603,0.337291,-0.400669,0.085835,0.531233,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.535748,-1.057388,1.057388,-0.749889,-0.194834,-0.226143,0.559443,0.433279,0.433053,-0.197569,censored
-2.36901,-1.378565,0,-0.855663,-2.129928,-1.953252,0.07867,-1.17217,-0.713576,0.439758,2.527586,-2.53593,-0.169832,-0.793322,-2.252358,-1.181966,-0.855663,-1.342846,1.892034,-0.965447,-1.701086,-0.949827,-1.334991,-0.118359,-0.282775,0.00436,-0.486922,-0.606934,-0.400752,-0.398656,0.004359,0.779692,-0.092908,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.460587,-1.096035,1.096035,-0.749889,-0.196771,0.828152,-2.485368,-1.801303,-1.800858,-0.197688,censored
0.839886,0.195487,0,0.381921,0.527673,0.508425,-0.480503,0.796211,0.152808,0.086692,-0.13266,-0.130791,3.616497,1.46336,-0.156907,0.77745,0.381921,-0.160547,-0.720549,0.494295,-0.202075,-0.020894,0.566269,-0.118359,-0.282775,0.790404,0.220648,-0.606934,-0.571654,3.341885,0.790404,-0.075901,-0.463914,-0.294373,0.097713,0.113539,-0.484121,2.215124,-0.431247,-0.80513,0.45078,1.312842,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.618776,-0.226768,0.226768,-0.749889,-0.842718,-0.481392,0.559443,0.592351,0.591687,-0.199261,censored
0.69592,0.195487,0,-0.443135,-0.523685,-0.601743,0.900656,1.220966,-0.001635,1.263578,0.868845,-0.836298,-0.169832,-1.246858,0.344627,0.875421,-0.443135,-0.251493,-0.720549,-0.339843,-0.356344,-0.949827,0.661332,-0.118359,-0.282775,0.593893,1.741924,0.901438,0.516636,-0.398656,0.593893,-0.106723,0.847855,-0.294373,1.919716,0.603929,0.850674,-0.400669,-0.114428,0.280665,1.039363,-0.363487,-0.334022,1.808682,-0.219337,-0.084213,-0.157799,0.348935,-0.738986,0.738986,-0.749889,-0.797465,-1.070366,0.559443,-0.521152,-0.522198,-0.199462,censored
0.672137,0.195487,0,-0.030607,-0.348459,-0.16733,0.318316,-0.950172,0.884659,-0.047809,-0.527991,0.59497,-0.169832,0.46158,-1.059865,0.497533,-0.030607,-0.287871,-0.720549,-0.777766,-0.359462,0.536466,-0.536462,-0.118359,-0.282775,-0.525017,1.332544,0.358424,-0.046417,-0.398656,-0.525018,-0.785042,0.695227,-0.294373,-0.204945,-0.191051,-0.484121,0.720385,-0.273822,-0.80513,0.743243,1.791793,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.398498,-0.843675,0.843677,-0.749889,0.087402,-0.428681,-0.20176,-0.11817,-0.118418,-0.197623,censored
0.613091,6.491693,0,-1.268191,-0.114824,-0.16733,-0.544409,-0.683775,-0.083967,0.355695,-1.22433,1.308475,-0.169832,1.534528,0.883458,-0.762091,-1.268191,2.385945,-0.720549,-0.965447,-3.34811,0.908039,-1.334991,-0.118359,-0.282775,0.918738,-0.486922,-1.813631,-1.089785,-0.398656,0.918738,0.465807,-0.984672,-0.294373,-0.74973,0.357211,-0.484121,1.84144,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.200248,1.631716,-1.631716,1.434596,-1.263877,-0.772735,0.559443,-0.203009,-0.204049,-0.180673,censored
0.145328,-1.378565,0,-1.268191,-1.925497,-1.760179,3.014332,2.363145,1.066277,0.027848,-1.996255,2.099429,-0.169832,1.898451,-2.252358,0.103901,-1.268191,-0.615277,-0.720549,-0.965447,-1.884089,-0.949827,0.661332,-0.118359,-0.282775,-0.290407,2.299135,-0.003585,-0.892144,-0.398656,-0.290407,-0.551231,1.484596,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,1.187284,-0.80513,3.457669,6.237056,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.348935,-0.544124,0.544124,-0.749889,-0.429462,0.039221,-0.20176,-1.867962,-1.868135,-0.19974,censored
