idx,'CRIE Readability 1.0','SVM readability prediction 1.0','SVM readability prediction 2.0',Paragraphs,'Average paragraph length',Characters,Words,Adverbs,Verbs,'Type-token ratio','Difficult words','Low-stroke characters','Intermediate-stroke characters','High-stroke characters','Average strokes','Two-character words','Three-character words',Sentences,'Average sentence length','Simple sentence ratio','modifiers per NP','Np ratio','Average propositional phrase','Sentences with complex structure',Parallelism,'Average number of idioms each sentence','Content words',Negatives,'Sentences with complex semantic categories','Number of complex semantic categories','Intentional words','Noun word density','Content word frequency in logarithmic','Average frequency of content word in domain in Logarithmic','Number of Idioms','Standard Deviation of number of idioms',Pronouns,'Personal pronouns','First personal pronouns','Third personal pronouns',conjunctions,'positive conjunctions','negative conjunctions','adversative conjunctions','causal conjunctions','hypothesis conjunction','condition conjunction','purpose conjunctions','figure of speech (simile)','Content word category',class
-0.81701,0.192245,0.400271,-0.584243,0,-0.011729,0.966973,0.656349,0.042175,1.412113,0.749942,0.750788,0.904083,1.070514,-0.185977,0.17688,0.996226,1.395233,-0.011729,0.604835,0.188179,-0.592592,0.82725,0.51722,1.266373,-0.067009,2.242194,0.821517,-0.522159,-0.122432,-0.482225,1.458453,0.688888,-0.743813,-0.758487,1.886412,1.985785,0.740676,0.303608,-0.462162,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,1.240963,censored
-0.816981,-0.291586,-1.081936,-0.584243,0,2.336257,1.016061,1.142251,1.007843,1.412113,-0.200536,1.151807,1.164088,0.174441,-0.185977,-0.939752,0.463987,1.395233,2.336257,-0.663526,0.939707,0.546565,0.762775,-0.848042,-0.343454,-0.067009,0.758638,1.305022,0.595981,2.417421,2.271781,-0.385949,0.561312,-0.003436,0.234214,1.886412,1.985785,1.668844,1.724499,2.355962,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,1.477805,censored
-0.816952,-0.375633,-1.081936,-0.584243,0,1.162264,0.746079,0.615857,-0.923494,0.300283,0.105824,1.252062,0.904083,-0.08158,-0.185977,-1.575749,1.148295,0.469977,1.162264,-0.473703,0.864554,-0.438235,2.155294,0.192158,-0.113479,2.395641,-0.230399,0.869868,-0.522159,1.40148,1.465993,-0.385949,1.093097,-0.149093,0.175589,-0.215084,-0.074035,-0.187493,-0.643653,-0.462162,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,0.944909,censored
-0.816923,0.02808,0.400271,-0.584243,0,-0.011729,0.991517,0.980284,-0.923494,0.022325,-1.109442,1.051552,0.788526,1.710566,-0.185977,-0.610594,0.996226,0.469977,-0.011729,0.949968,0.188179,0.41073,-0.64415,-0.848042,-0.343454,-0.067009,-0.230399,1.498424,1.71412,-0.122432,-0.372548,-0.385949,1.946427,0.609889,-0.258309,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,1.122541,censored
-0.816894,1.091336,0.400271,-0.584243,0,0.770933,0.893342,0.737332,0.428442,1.551092,0.464108,0.34977,0.904083,0.686482,-0.185977,-0.745517,0.616055,0.007348,0.770933,-0.157332,-0.939114,-0.45367,-0.434703,0.365524,0.46146,-0.067009,3.066392,0.628115,0.595981,0.893509,1.088169,-0.385949,-0.483394,-0.462394,0.671911,3.987908,4.794972,1.668844,1.724499,-0.462162,0.679559,1.262577,0.235932,2.307172,1.975709,-0.2838,1.653238,-0.197191,-0.081755,-0.139743,0.885699,censored
-0.816865,0.462158,-1.081936,-0.584243,0,-0.794391,-1.192885,-1.246769,-1.116628,-1.089506,1.218391,-1.254305,-1.175955,-0.977653,-0.185977,-1.244027,-1.056696,-0.45528,-0.794391,-0.991401,-0.939114,-0.361056,0.708957,-0.848042,-1.03338,-0.067009,-0.230399,-1.160852,-0.522159,-0.122432,0.175838,-0.385949,1.946427,-0.889065,-0.703011,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,-1.127465,censored
-0.816836,1.173621,0.400271,-0.584243,0,-0.011729,0.746079,0.777824,0.235308,0.022325,-0.561717,1.452571,0.817415,0.302451,-0.185977,-0.051237,0.844158,0.469977,-0.011729,0.73426,-0.939114,-0.824128,0.762892,0.062133,-0.228467,-0.067009,-0.230399,0.628115,-0.522159,-0.630403,-0.496549,-0.385949,-0.642006,-0.02447,-0.951883,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,-0.377825,1.936448,2.033037,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,0.767277,censored
-0.816807,1.211556,0.400271,-0.584243,0,1.553595,1.236955,1.344711,2.746047,0.995177,0.015616,1.352316,1.164088,1.326535,-0.185977,0.704504,1.07226,0.469977,1.553595,-0.257995,-0.939114,-0.245288,-0.513594,-0.620498,0.46146,-0.067009,-0.230399,1.305022,0.595981,1.909451,0.978936,-0.385949,-0.152304,0.052383,-0.030073,-0.215084,-0.074035,0.276592,0.303608,-0.462162,1.736942,2.610318,2.033037,2.307172,1.975709,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,1.477805,censored
-0.816778,0.81271,0.400271,-0.584243,0,2.336257,1.310587,1.182743,0.81471,1.412113,-0.816018,0.951298,1.221867,1.326535,-0.185977,0.349582,1.452431,0.007348,2.336257,-0.646269,-0.488197,-0.100578,0.642857,-0.848042,0.46146,-0.067009,-0.230399,1.014919,-0.522159,2.925392,3.266931,-0.385949,-0.613563,0.192599,0.086333,-0.215084,-0.074035,1.668844,1.724499,-0.462162,3.851708,4.63193,4.728694,2.307172,4.281341,12.638922,-0.334711,-0.197191,-0.081755,-0.139743,1.063331,censored
-0.816749,1.467645,0.400271,-0.584243,0,1.162264,1.408762,1.263727,1.394111,1.273134,-0.141414,1.953844,1.135199,2.350618,-0.185977,0.776702,1.452431,1.395233,1.162264,-0.079267,-0.939114,-0.546285,-0.543026,0.192158,1.151386,-0.067009,-0.230399,1.159971,0.595981,1.909451,0.940288,-0.385949,-0.376526,-0.203914,-0.153166,-0.215084,-0.074035,0.740676,0.777238,-0.462162,0.679559,0.588706,-0.66262,2.307172,1.975709,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,1.418595,censored
-0.81672,0.401749,0.400271,-0.584243,0,1.553595,1.310587,1.344711,0.428442,1.273134,-0.585772,1.85359,1.221867,1.070514,2.284618,0.786622,1.6045,-0.45528,1.553595,-0.257995,0.188179,-0.438235,0.232227,0.062133,-0.343454,-0.067009,-0.230399,1.06327,0.595981,0.893509,0.401903,3.302855,-0.959507,-0.077838,-0.733313,-0.215084,-0.074035,-0.187493,-0.170023,-0.462162,0.679559,2.610318,1.134484,3.701839,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,1.240963,censored
-0.816691,0.584332,0.400271,-0.584243,0,-0.794391,-1.119253,-1.04431,-0.537227,-0.811548,1.218391,-0.853286,-1.175955,-0.593622,-0.185977,0.027408,-1.056696,-0.917908,-0.794391,-0.559986,-0.939114,-0.824128,-0.162676,-0.848042,-1.03338,-0.067009,-0.230399,-0.96745,0.595981,-0.122432,-0.679644,-0.385949,1.149985,-0.889065,0.40518,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,-0.890622,censored
-0.816662,-1.479535,?,-0.584243,0,-1.185722,-1.585586,-1.611196,-1.309761,-1.367463,1.218391,-1.454814,-1.580407,-1.233674,-0.185977,6.28678,-1.436867,-0.917908,-1.185722,-1.681666,1.315471,-0.824128,-2.653058,-0.848042,-1.03338,-0.067009,-0.230399,-1.596006,-0.522159,-1.138374,-0.971516,-0.385949,1.946427,-0.889065,?,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,-1.660361,censored
-0.816633,-1.287548,-1.081936,-0.584243,0,-1.185722,-1.340148,-1.327753,-0.923494,-1.089506,1.218391,-0.953541,-1.320402,-1.233674,-0.185977,0.062972,-1.208765,-0.917908,-1.185722,-0.473703,1.315471,0.565087,-0.411715,-0.848042,-0.343454,-0.067009,-0.230399,-1.305903,-0.522159,-0.630403,-0.759774,-0.385949,0.4531,-0.889065,-1.173546,-0.215084,-0.074035,-0.187493,-0.170023,0.477213,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,-1.305097,censored
-0.816604,1.183294,4.846891,-0.584243,0,-0.40306,1.065148,1.628154,1.973512,3.913732,-3.286821,2.254608,0.499631,3.374701,-0.185977,0.311926,0.387953,0.007348,-0.40306,2.805053,-0.939114,-0.824128,-2.653058,-0.848042,-1.03338,-0.067009,-0.230399,1.305022,-0.522159,-0.630403,-0.233324,-0.385949,-1.003356,2.667462,-0.899287,-0.215084,-0.074035,0.740676,0.777238,-0.462162,-0.377825,0.588706,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,0.412013,censored
-0.816575,-0.700744,0.400271,-0.584243,0,1.162264,1.114236,1.020776,-0.537227,0.856198,1.083535,1.151807,0.990752,1.454545,-0.185977,0.418619,1.376397,0.932605,1.162264,-0.22718,1.315471,0.201245,0.755754,-0.848042,0.46146,-0.067009,-0.230399,1.401723,-0.522159,0.385539,0.91403,1.458453,1.403398,-0.771926,-1.078963,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,-0.377825,0.588706,1.134484,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,1.951491,censored
-0.816546,-1.348635,-1.081936,-0.584243,0,-0.794391,-1.364692,-1.368245,-1.309761,-1.089506,1.218391,-1.15405,-1.349292,-1.105664,-0.185977,2.676971,-1.208765,-0.917908,-0.794391,-1.250251,1.315471,-0.824128,-0.038157,-0.848042,-1.03338,-0.067009,-0.230399,-1.354254,-0.522159,-0.122432,0.504869,1.458453,0.239768,-0.889065,0.252502,-0.215084,-0.074035,-0.187493,-0.170023,-0.462162,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,-1.364307,censored
-0.816517,1.246569,0.400271,-0.584243,0,2.336257,1.089692,1.425694,0.235308,0.717219,-0.772519,1.252062,1.106309,0.814493,-0.185977,-0.312699,0.996226,-0.45528,2.336257,-0.542729,-0.939114,-0.083213,0.257487,-0.119902,0.346472,-0.067009,-0.230399,1.401723,-0.522159,1.40148,0.811064,-0.385949,-0.097073,0.451439,0.501088,-0.215084,-0.074035,2.132928,1.724499,2.355962,0.679559,1.262577,2.033037,-0.482162,-0.329922,2.300744,-0.334711,3.824396,-0.081755,-0.139743,1.240963,censored
-0.816488,-0.189695,0.400271,-0.584243,0,1.162264,0.844254,0.777824,0.428442,0.717219,-0.265032,0.14926,0.904083,0.430462,-0.185977,0.579364,0.996226,0.932605,1.162264,-0.375094,0.188179,0.718185,0.711221,-0.587992,1.381361,-0.067009,-0.230399,0.869868,-0.522159,0.893509,1.454804,1.458453,0.353545,0.173689,-0.6076,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,1.736942,0.588706,1.134484,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,0.944909,censored
-0.816459,0.708277,0.400271,-0.584243,0,1.553595,1.310587,1.061267,-0.150959,1.690071,0.554172,1.352316,1.048531,2.222608,-0.185977,1.117908,1.832602,0.469977,1.553595,-0.408991,-0.375468,-0.592592,0.262143,-0.392954,1.036398,-0.067009,-0.230399,1.305022,0.595981,0.893509,1.498675,1.458453,0.876581,-0.294445,-1.149118,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,-0.377825,1.936448,2.033037,-0.482162,-0.329922,2.300744,-0.334711,-0.197191,-0.081755,-0.139743,1.596227,censored
-0.81643,1.40105,0.400271,-0.584243,0,0.379602,1.384218,1.061267,0.042175,1.551092,0.81986,1.753335,1.452983,0.686482,-0.185977,-0.357389,1.148295,1.395233,0.379602,0.458154,-0.939114,0.507203,-0.485605,0.244168,0.691435,-0.067009,-0.230399,1.159971,-0.522159,-0.122432,-0.497893,1.458453,0.341657,-0.761651,0.070927,-0.215084,-0.074035,-0.187493,-0.170023,-0.462162,-0.377825,-0.085165,0.235932,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,1.655437,censored
-0.816401,0.206568,0.400271,-0.584243,0,1.162264,0.893342,1.466186,0.81471,0.856198,-1.902578,1.65308,0.788526,0.942503,-0.185977,0.443795,0.007782,0.469977,1.162264,0.043995,0.413637,0.503344,0.39165,0.452208,1.151386,-0.067009,-0.230399,1.353372,-0.522159,-0.122432,-0.240935,1.458453,-0.380837,1.30947,0.281516,-0.215084,-0.074035,2.597012,2.67176,-0.462162,7.023858,-0.085165,0.235932,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,0.767277,censored
-0.816372,0.574215,0.400271,-0.584243,0,1.162264,0.917885,0.534873,-0.537227,0.57824,-1.089157,2.154354,0.846305,1.070514,-0.185977,-0.006447,1.148295,1.857861,1.162264,-0.523008,-0.187586,-0.824128,0.522941,-0.067892,0.346472,-0.067009,-0.230399,0.773167,-0.522159,1.909451,2.602157,1.458453,1.061492,1.398624,-1.167216,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,0.412013,censored
-0.816343,0.253982,0.400271,-0.584243,0,1.162264,0.721535,0.453889,-0.73036,0.300283,-0.150922,1.552826,0.759636,0.04643,2.284618,-0.530276,0.463987,3.245746,1.162264,-0.572312,0.188179,-0.691822,0.13275,-0.327942,-1.03338,-0.067009,-0.230399,0.676466,-0.522159,1.40148,0.964613,-0.385949,1.027456,0.350891,-1.135963,-0.215084,-0.074035,-0.187493,-0.170023,-0.462162,0.679559,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,0.708066,censored
-0.816314,0.952505,0.400271,-0.584243,0,0.379602,0.058851,0.089462,-0.73036,0.717219,0.390435,0.550279,0.095179,-0.08158,-0.185977,-0.182372,0.463987,-0.917908,0.379602,-0.370163,-0.939114,-0.546285,-0.248773,0.972307,0.806423,-0.067009,-0.230399,-0.000441,-0.522159,0.385539,0.91403,-0.385949,-0.554028,-0.435153,-0.556052,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,-0.377825,-0.085165,-0.66262,0.912505,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,0.17517,censored
-0.816285,-0.92021,4.846891,-0.584243,0,-1.185722,-0.162044,0.170446,0.428442,0.717219,0.031653,0.14926,-0.251494,0.174441,-0.185977,0.183229,-0.524457,-0.45528,-1.185722,5.911244,1.315471,-0.824128,-2.653058,0.972307,-1.03338,-0.067009,-0.230399,0.09626,-0.522159,-1.138374,-0.971516,1.458453,-0.442897,-0.228829,0.422519,-0.215084,-0.074035,1.20476,1.250869,2.355962,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,0.234381,censored
-0.816256,0.427122,0.400271,-0.584243,0,-0.011729,0.058851,0.008479,-0.344093,-1.089506,-1.820818,-0.352013,0.152958,-0.337601,-0.185977,-0.32128,0.083816,0.007348,-0.011729,-0.085429,-0.939114,-0.12952,0.428789,0.062133,-1.03338,-0.067009,2.242194,-0.193843,-0.522159,-0.122432,-0.811257,-0.385949,-1.258764,1.477857,-0.519232,1.886412,1.985785,-0.651577,-0.643653,-0.462162,-0.377825,-0.085165,-0.66262,0.912505,1.975709,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,-0.416936,censored
-0.816227,0.714198,0.400271,-0.584243,0,1.553595,1.286043,1.344711,1.007843,0.161304,-1.547993,0.049006,1.366314,0.686482,-0.185977,-0.064642,1.148295,1.395233,1.553595,-0.257995,-0.939114,-0.56365,-0.05254,1.199851,2.646225,-0.067009,-0.230399,0.966569,1.71412,0.893509,0.495913,1.458453,-1.282389,1.718021,0.230056,-0.215084,-0.074035,1.668844,1.724499,-0.462162,-0.377825,0.588706,1.134484,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,0.589645,censored
-0.816198,0.55045,-1.081936,-0.584243,0,-0.794391,-0.947446,-0.963326,-0.537227,-1.089506,0.69483,-0.853286,-0.91595,-0.849643,-0.185977,-1.977546,-1.056696,-0.45528,-0.794391,-0.38742,-0.939114,1.259695,0.459919,0.062133,0.346472,-0.067009,-0.230399,-0.96745,-0.522159,-0.630403,-0.452678,-0.385949,-0.1618,-0.330404,0.251083,-0.215084,-0.074035,-0.187493,-0.170023,-0.462162,0.679559,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,-0.949833,censored
-0.816169,0.776736,0.400271,-0.584243,0,-0.011729,0.009763,-0.193981,-0.537227,-0.811548,-0.017795,0.049006,-0.135936,0.686482,-0.185977,0.58503,-0.448423,2.320489,-0.011729,-0.301137,-0.939114,-0.824128,0.800909,0.51722,0.001509,-0.067009,-0.230399,-0.097142,0.595981,0.385539,1.055044,-0.385949,0.619025,0.040797,1.490061,-0.215084,-0.074035,-0.187493,-0.170023,0.477213,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,-0.061672,censored
-0.81614,-1.360828,0.400271,-0.584243,0,-1.185722,-1.09471,-1.165786,-1.309761,-1.089506,0.47668,-0.753032,-1.175955,-0.465611,-0.185977,1.43221,-1.056696,0.007348,-1.185722,0.216562,1.315471,-0.824128,-0.411715,0.972307,-0.343454,-0.067009,-0.230399,-1.112502,-0.522159,-0.630403,-0.891386,-0.385949,0.950876,-0.162805,-0.526185,-0.215084,-0.074035,-0.651577,-0.643653,-0.462162,-0.377825,-0.759035,-0.66262,-0.482162,-0.329922,-0.2838,-0.334711,-0.197191,-0.081755,-0.139743,-1.127465,censored
