idx,content,followers,topic,class,WC,WPS,Sixltr,Dic,othergram,persconc,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,tensem,focuspast,focuspresent,focusfuture,progm,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability
25544,为什么 年少 轻狂 口 无 遮拦 的 人 厌恶 虚伪 阴险 城府 很深 的 人 ?,119781.0,everythingElse,uncensored,15,15.0,0.0,60.0,40.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,13.33,0.0,6.67,0.0,6.67,13.33,0.0,13.33,6.67,6.67,0.0,20.0,0.0,0.0,0.0,0.0,13.33,0.0,6.67,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,13.33,0.0,0.0,6.67,0.0,6.67,13.33,0.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.177599,0.822401,0,0.0029758,0.00418912,9,1.6666666666666667,0.5579438622222223
17456,"[ 部分 “ 新 国标 儿童 家具 ” 仍 不合 国标 ] 儿童 家具 棱角 及 边缘 应经 倒 圆 或 倒角 处理 , 衣柜 等 有 密闭 空间 家具 须 设有 通气孔 , 高度 160cm 以下 儿童 家具 不得 使用 玻璃 部件 … … 明日 起 , 我国 首部 儿童 家具 国家 强制 标准 将 正式 实施 . 市场 上 大部分 儿童 家具 品牌 已 打起 “ 新 标准 ” 旗号 , 但 却 并非 所有 销售 的 家具 都 已 符合 新标 .",42818.0,everythingElse,uncensored,71,35.5,0.0,71.83,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,1.41,11.27,5.63,2.82,0.0,4.23,1.41,7.04,2.82,1.41,2.82,2.82,2.82,0.0,2.82,2.82,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,11.27,0.0,2.82,1.41,4.23,1.41,1.41,1.41,1.41,0.0,1.41,0.0,0.0,0.0,0.0,0.0,12.68,0.0,0.0,12.68,0.0,0.0,19.72,4.23,9.86,7.04,4.23,0.0,12.68,4.23,0.0,0.0,2.82,0.0,2.82,0.0,0.0,0.0,19.72,5.63,5.63,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,2.82,0.180953,0.8190470000000001,0,0.00114281,0.00072008,11,6.454545454545454,2.1521361148484845
73568,明月 你 是 风儿 我 是 沙 你 是 白薯 我 是 瓜 你 是 卡扎菲 我 是 曼德拉 你 是 烂尾楼 我 是 豆腐渣 你 是 三文鱼 我 是 小龙虾 你 是 鸭脖子 我 是 饼 掉 渣 永远 等 你 的 海涛,1170.0,env,uncensored,44,44.0,0.0,68.18,34.09,29.55,29.55,13.64,0.0,15.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.91,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,2.27,0.0,2.27,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,2.27,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0,0.0,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199214,0.800786,0,0.00284618,0.00272488,9,4.888888888888889,1.6314866496296299
104655,"钓鱼岛 · · · · · · · · · 其实 呢 , 在 所谓 中国 的 领土 上 被 外国人 抓捕 , 本身 就是 一件 不 对 的 事情 吧",476.0,terrDispute,uncensored,20,20.0,0.0,70.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,15.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,5.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25427,0.74573,0,0.00260588,0.00301038,10,2.0,0.6685387533333333
7172,"[ 20 个 配建 蓄水池 立交桥 地址 确定 ] 这 20 个 桥区 是 : 莲花 桥 , 西南 三环 , 双营 ( 铁路桥 ) , 永定门 桥 , 西浦 ( 玉蜓桥 旁 ) , 左安门 桥 , 左安 东路 , 五路 居桥 , 丰台 大桥 , 成寿寺 桥 , 双桥 , 中古 铁路桥 , 和平 里 , 安华桥 , 六里桥 , 农展馆 桥 , 大钟寺 , 木樨园 桥 , 麻峪 , 广渠门 西 夕照 寺 铁路桥 .",1506107.0,everythingElse,uncensored,51,51.0,0.0,21.57,7.84,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,5.88,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,0.0,3.92,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.96,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,1.96,0.0,1.96,0.0,1.96,0.0,0.0,1.96,0.0,0.0,52.94,1.96,37.25,1.96,0.0,0.0,0.0,0.0,0.0,0.0,7.84,3.92,0.807696,0.192304,2,0.00052552,0.00029471,7,7.2857142857142865,2.4288448385714294
103571,"那些 在 公园 里 用 话筒 和 大 音量 音箱 唱歌 的 中老年人 下 地狱 后会 被 施以 这样 一种 酷刑 : 他们 唱的歌 会 被 录制 成 唱片 , 他们 每天 必须 听 一百零八 遍 啊 一百零八 遍 … …",91310.0,everythingElse,uncensored,37,37.0,0.0,75.68,56.76,10.81,5.41,0.0,0.0,0.0,0.0,5.41,0.0,5.41,13.51,5.41,2.7,2.7,0.0,10.81,5.41,2.7,0.0,0.0,0.0,0.0,0.0,10.81,2.7,8.11,0.0,0.0,5.41,2.7,5.41,2.7,2.7,0.0,2.7,0.0,8.11,0.0,0.0,0.0,0.0,8.11,0.0,0.0,5.41,0.0,5.41,0.0,8.11,0.0,8.11,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,5.41,0.0,0.0,13.51,0.0,10.81,2.7,0.0,8.11,0.0,0.0,2.7,0.0,2.7,0.0,0.0,2.7,2.7,0.0,10.81,5.41,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46488,0.5351199999999999,1,0.00242429,0.00240443,11,3.363636363636364,1.1228216945454548
108119,"( 3 ) 出租车 司机 欺负 外地人 , 是 很多 地方 常有 的 事情 . 我 以前 也 曾经 被 大众 , 强生 的 司机 宰过 . 但是 , 他们 后续 的 处理 都 很 及时 , 很 果断 . 最快 的 处理结果 反馈 在 我 举报 之后 的 三个 小时 内 .",45528.0,everythingElse,uncensored,43,10.75,0.0,76.74,48.84,9.3,6.98,4.65,0.0,0.0,0.0,2.33,0.0,2.33,4.65,0.0,20.93,4.65,0.0,0.0,6.98,0.0,6.98,4.65,0.0,2.33,0.0,16.28,0.0,16.28,13.95,0.0,2.33,2.33,6.98,4.65,2.33,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,11.63,2.33,0.0,0.0,4.65,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,2.33,2.33,0.0,0.0,23.26,2.33,11.63,13.95,4.65,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,2.33,0.0,0.0,23.26,9.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0264823,0.973518,0,0.00298408,0.00373667,10,4.3,1.4355735833333334
37866,刘翔 摔倒 可能 是 装 的 .,92779.0,everythingElse,uncensored,6,6.0,0.0,50.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418868,0.581132,0,0.00392131,0.00584906,8,0.75,0.25325679
65357,"我 已经 公开 声明 , 凡是 用 他们 法律 之外 的 下流 手法 来 搞 我 的 人 , 无论 他 是 何人 , 我会 针对 其 个人 进行 报复 , 每 一个 人 都 只有 一条 命 , 纵然 我 的 命 比 这些 下流 物值 千万倍 , 我 同样 会 以牙还牙 , 无论 它 藏 到 哪里 . 这是 这帮 杂种 唯一 听得懂 的",501.0,everythingElse,uncensored,58,29.0,0.0,75.86,56.9,20.69,10.34,6.9,0.0,0.0,1.72,1.72,0.0,10.34,10.34,1.72,13.79,6.9,0.0,0.0,3.45,1.72,5.17,1.72,0.0,3.45,1.72,6.9,0.0,6.9,6.9,1.72,0.0,3.45,5.17,0.0,5.17,0.0,5.17,0.0,12.07,0.0,0.0,0.0,1.72,10.34,1.72,0.0,3.45,0.0,3.45,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,1.72,0.0,0.0,10.34,5.17,3.45,3.45,1.72,0.0,0.0,0.0,0.0,0.0,6.9,5.17,0.0,1.72,0.0,0.0,13.79,1.72,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361316,0.638684,0,0.00304588,0.00302369,11,5.2727272727272725,1.7595989475757576
102450,"这 是 谁 说 的 我们 提出 实现 共同富裕 , 马上 有人 讲 , 这 当然 好 , 但 急 不得 , 要 等到 经济 实力 做大 才能 解决 , 现在 还 不是 时候 . 还有 人 讲 , 抓 “ 共同富裕 ” 会 影响 效率 , 贫富 差 就是 市场经济 的 内生 动力 , 你共富 了 , 就 没 动力 了 . 还有 人 讲 , 低工资 正是 咱 中国 的 比较 优势 , 不能 丢 , 否则 会 造成 资本 外流 .",5293.0,social,uncensored,67,22.33,0.0,74.63,43.28,8.96,2.99,0.0,2.99,0.0,0.0,0.0,0.0,5.97,1.49,8.96,11.94,7.46,2.99,0.0,0.0,0.0,5.97,0.0,1.49,1.49,2.99,7.46,2.99,7.46,1.49,1.49,0.0,0.0,8.96,7.46,1.49,0.0,1.49,1.49,16.42,0.0,0.0,0.0,0.0,22.39,4.48,4.48,7.46,1.49,4.48,4.48,7.46,0.0,5.97,1.49,0.0,0.0,0.0,0.0,0.0,17.91,1.49,11.94,5.97,4.48,1.49,7.46,1.49,0.0,4.48,5.97,0.0,0.0,1.49,0.0,0.0,10.45,0.0,0.0,7.46,1.49,2.99,25.37,4.48,17.91,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.06586900000000001,0.934131,0,0.00228098,0.00212455,11,6.090909090909091,2.0317715403030303
99320,"超市 , 物美 , 真的 让 我 心动",12176.0,everythingElse,uncensored,6,6.0,0.0,50.0,50.0,16.67,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581471,0.418529,2,0.00313453,0.00451158,5,1.2,0.4025487033333333
99300,"起诉状 被告 : 广东 移动 佛山 分公司 . 原因 : 本人 本月 〈 14 号 前 〉 仍 有 上网 流量 50 兆 , 可到 扣 月租 日 , 这流 剩余 流量 就 一笔 抹掉 , 重新 计算 新 的 上网 流量 套餐 . 这是 严重 侵犯 消费者 权益 及 民事 诉讼法 的 有关 规定 . 现 简单 在 微博 陈述 , 如 在 一周 内 仍 未 给予 答复 及 返还 被扣 剩余 流量 费 , 将 循 法律 途径 起诉 .",1858.0,everythingElse,uncensored,70,17.5,0.0,57.14,34.29,1.43,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,8.57,5.71,1.43,2.86,2.86,1.43,4.29,1.43,1.43,1.43,0.0,2.86,0.0,2.86,2.86,1.43,2.86,2.86,4.29,1.43,2.86,0.0,1.43,0.0,7.14,0.0,0.0,0.0,0.0,5.71,4.29,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,1.43,4.29,0.0,1.43,20.0,4.29,7.14,10.0,4.29,2.86,0.0,2.86,0.0,0.0,1.43,0.0,0.0,0.0,0.0,1.43,15.71,5.71,7.14,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188724,0.981128,0,0.00139307,0.00129644,11,6.363636363636362,2.122108624545454
61840,"怎么 啦 ? 我 的 博文 被 限制 评论 了 吗 ? 刚才 发了 博文 , 评论 全 看不见 ?",56287.0,everythingElse,uncensored,16,5.33,0.0,75.0,56.25,6.25,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,18.75,6.25,0.0,0.0,0.0,0.0,12.5,6.25,0.0,0.0,6.25,31.25,18.75,18.75,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,6.25,6.25,0.0,6.25,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,6.25,12.5,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0,25.0,0.0,6.25,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0827581,0.917242,0,0.0021422,0.00250071,9,1.7777777777777777,0.5941402292592592
