'CRIE Readability 1.0','SVM readability prediction 1.0',Paragraphs,'Average paragraph length',Characters,Words,Adverbs,Verbs,'Type-token ratio','Difficult words','Low-stroke characters','Intermediate-stroke characters','High-stroke characters','Average strokes','Two-character words','Three-character words',Sentences,'Average sentence length','Simple sentence ratio','modifiers per NP','Np ratio','Average propositional phrase','Sentences with complex structure',Parallelism,'Average number of idioms each sentence','Content words',Negatives,'Sentences with complex semantic categories','Number of complex semantic categories','Intentional words','Noun word density','Content word frequency in logarithmic','Average frequency of content word in domain in Logarithmic','Number of Idioms',Pronouns,'Personal pronouns','First personal pronouns','Third personal pronouns',conjunctions,'positive conjunctions','negative conjunctions','adversative conjunctions','causal conjunctions','hypothesis conjunction','condition conjunction','purpose conjunctions','figure of speech (simile)','Content word category',pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability,followers,class
-0.855364,-0.266335,0,-0.346272,-0.431049,-0.490097,-0.645042,0.224724,-0.175309,1.661378,0.134262,-0.077747,-0.20702,-0.51245,0.195357,2.562891,-0.346272,-0.345409,0.969458,-0.137753,0.017806,0.341049,1.24182,-0.094986,-0.248872,-0.892146,-0.679689,-0.675592,-0.661011,-0.395696,-0.892146,0.203549,-1.273506,-0.297,-0.874121,-0.841991,-0.596275,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-0.579863,-0.521426,0.533278,-0.819484,-0.412725,-0.658368,0.474642,-0.407957,-0.408097,-0.146401,censored
0.675892,-0.266335,0,0.208462,0.201943,0.261578,0.232329,0.744882,0.063268,-0.725842,0.04193,0.017532,-0.20702,-0.491653,-0.272447,-0.492611,0.208462,-0.216094,-0.709959,-0.398311,-0.261892,-0.196955,-0.004355,-0.094986,-0.248872,-0.424098,-0.679689,0.635524,-0.055855,0.584853,-0.424098,-0.530821,0.505027,-0.297,1.561309,0.992499,1.736461,-0.453878,-0.338165,0.041562,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,1.506924,0.197512,1.437182,-1.417807,1.293308,0.217009,0.407288,0.474642,0.420655,0.420734,-0.146509,censored
-0.609411,-0.266335,0,-0.068905,-0.095016,-0.147228,-0.480429,0.879988,-1.186878,-0.580688,0.516791,-0.472484,-0.20702,0.26468,0.802616,-0.508645,-0.068905,-0.284555,0.549604,-0.207235,0.015168,-0.376289,0.134109,-0.094986,-0.248872,-0.68517,-0.679689,1.363921,0.286921,-0.395696,-0.68517,0.78736,1.102458,-0.297,0.468133,0.506081,0.089408,-0.453878,0.571088,0.47646,0.333566,0.976397,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-1.29606,-0.941437,0.951677,-0.819484,0.72335,0.910643,0.474642,-0.127072,-0.126849,-0.14612,censored
-0.707818,-0.266335,0,-0.207588,-0.313828,-0.371412,0.500531,-0.851429,0.330412,0.893513,0.593931,-0.552086,-0.20702,-0.735874,0.435098,1.855906,-0.207588,-0.357579,0.969458,-0.65887,-0.211612,-0.519756,-1.25053,-0.094986,-0.248872,0.099993,-0.679689,0.548116,0.136688,-0.395696,0.099993,-0.387725,-1.343231,-0.297,-0.271476,-0.236734,-0.596275,-0.453878,0.401281,-0.88435,0.670517,1.47201,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.40778,-1.126673,1.136201,-0.819484,0.690511,0.48662,1.332059,-0.398594,-0.398437,-0.146424,censored
-0.09815,-0.266335,0,-0.623639,-0.524825,-0.556033,-1.214134,-0.479808,-1.140776,2.130342,0.483912,-0.438556,-0.20702,-0.774502,1.676113,-0.553079,-0.623639,0.110996,-0.709959,0.420586,1.106247,-0.196955,0.411037,-0.094986,-0.248872,1.805488,2.611331,-1.549669,-0.700762,-0.395696,1.805488,1.943298,-0.689331,-0.297,-0.874121,-0.841991,-0.596275,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-0.804954,-0.559625,0.57133,-0.819484,-0.74365,-0.893364,-0.382776,-0.511885,-0.512095,0.110246,censored
1.204058,1.632924,0,1.040563,1.514814,1.342934,-0.837245,1.816355,-0.574604,-0.199366,0.107614,-0.050249,-0.20702,-0.56512,1.431985,-0.139391,1.040563,-0.175887,-0.709959,0.331251,0.131066,-0.120097,0.767087,-0.094986,-0.248872,0.569059,-0.679689,0.947694,1.873102,0.667022,0.56906,0.236232,-0.939274,-0.297,-0.874121,-0.841991,-0.596275,-0.453878,-0.479436,-0.382599,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-0.372377,1.610953,-1.590912,1.293308,-0.928341,-0.681688,0.474642,1.502064,1.50183,-0.146419,censored
1.501359,0.683294,0,1.456613,1.202226,1.000065,-0.278159,-0.377794,-1.437549,1.177795,-0.659456,0.675814,-0.20702,-0.751495,0.175785,0.558655,1.456613,-0.406262,-0.709959,-0.064184,0.211781,0.024576,-0.04508,-0.094986,1.012754,-1.267661,-0.679689,1.740974,2.329501,0.225959,-1.267661,0.291512,0.494523,2.159589,-0.874121,-0.841991,-0.596275,-0.453878,1.778379,-0.003826,2.713985,-0.452136,1.237023,-0.425727,-0.226717,-0.075651,-0.149339,-1.381656,1.295024,-1.276195,1.293308,0.267144,0.123128,0.474642,0.99647,0.996499,-0.146373,censored
0.542724,-0.266335,0,-0.068905,0.076908,0.037394,0.079256,0.414406,-0.380105,0.525041,-0.281439,0.217398,-0.20702,0.535238,0.771206,-0.003202,-0.068905,-0.142562,-0.709959,1.490735,1.354865,-0.555623,-0.604366,-0.094986,0.942664,1.317618,1.480043,0.198485,-0.059184,-0.395696,1.317618,0.109779,0.606955,1.269076,-0.505001,-0.471271,-0.030586,-0.453878,-0.635388,-0.88435,-0.637644,-0.452136,1.166954,-0.425727,-0.226717,-0.075651,-0.149339,0.207954,-1.025925,1.035842,-0.819484,-0.826329,-0.629865,0.474642,0.209991,0.2098,-0.144547,censored
-1.040858,-0.266335,0,-0.068905,0.139425,0.195641,-0.251402,-0.484521,-0.736273,-0.786962,-0.110895,0.175235,-0.20702,-0.052944,-0.936313,0.666214,-0.068905,-0.020854,1.809166,-0.919428,-0.046579,0.161714,-1.25053,-0.094986,-0.248872,0.976983,-0.05368,0.781203,0.437601,-0.395696,0.976984,0.548237,0.86981,-0.297,1.693669,1.73693,1.86324,-0.453878,-0.695078,-0.88435,0.059094,0.572681,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-0.335199,-1.125645,1.135178,-0.819484,1.330493,0.486678,0.474642,0.097637,0.097851,-0.146532,censored
1.178791,-0.266335,0,1.040563,0.772417,0.920941,-0.28782,-0.025604,-0.672671,-0.068466,-0.401412,0.393668,-0.20702,-0.001926,-0.755775,-0.238864,1.040563,-0.314982,-0.709959,0.941702,-0.085747,-0.35067,0.648403,-0.094986,-0.248872,0.427973,-0.287901,-0.300988,0.509997,-0.395696,0.427974,0.186717,0.768837,-0.297,0.331168,0.368523,1.250871,-0.453878,0.401281,-0.273374,0.670517,0.189246,-0.364546,0.819131,-0.226717,-0.075651,-0.149339,-0.32721,-1.102555,1.112174,-0.819484,0.253342,0.027411,1.332059,0.605571,0.605591,-0.146449,censored
-0.488586,-0.266335,0,-0.068905,-0.071572,-0.028542,-0.717472,-0.104058,-0.625861,-0.947989,0.575132,-0.532687,-0.20702,-0.891569,-1.079191,0.766626,-0.068905,-0.193274,0.549604,-0.919428,0.703892,-0.01762,0.872583,-0.094986,-0.248872,0.795311,0.088216,-0.384233,-0.294807,-0.395696,0.795311,0.637908,2.010007,-0.297,1.488246,1.530617,3.024131,-0.453878,-0.604879,-0.285594,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-0.444809,1.246274,-1.227632,1.293308,0.641068,-0.141072,1.332059,-0.179738,-0.179689,-0.146563,censored
0.164284,-0.266335,0,-0.484955,-0.485752,-0.463722,-0.386364,-0.335289,0.88768,-0.03411,-0.151755,0.217398,-0.20702,-1.305722,-1.13184,1.15765,-0.484955,-0.101993,-0.709959,-0.456213,0.924777,-0.01762,0.226418,-0.094986,-0.248872,0.810616,-0.679689,-1.549669,-0.700762,-0.395696,0.810617,-0.419997,0.605705,-0.297,-0.171036,-0.135858,0.481227,-0.453878,-0.221343,0.184858,-0.637644,-0.452136,-0.364546,1.752774,-0.226717,-0.075651,-0.149339,0.867148,-0.583473,0.59509,-0.819484,-0.350955,-0.538931,-0.382776,-0.480987,-0.4811,-0.146526,censored
0.284898,-0.266335,0,-0.346272,-0.329457,-0.410973,0.06351,-0.979342,0.599354,0.53053,0.12571,-0.068922,-0.20702,-1.087238,-0.836165,2.060829,-0.346272,-0.254128,-0.709959,2.20727,-0.900726,-0.465956,-1.25053,-0.094986,3.325735,0.976983,3.076366,1.072562,0.304578,-0.395696,0.976984,-0.327208,1.53561,5.150219,0.409774,0.44747,0.387531,-0.453878,0.498736,1.068117,-0.637644,-0.452136,4.962412,-0.425727,-0.226717,-0.075651,-0.149339,0.839187,0.397434,-0.382053,0.236912,0.048877,-0.689315,0.474642,-0.407957,-0.408054,-0.146419,censored
-1.040722,-0.266335,0,-0.068905,0.076908,0.10333,-0.069864,-0.377794,-0.259637,-0.670713,-0.151755,0.217398,-0.20702,-0.078976,-0.739552,0.827005,-0.068905,-0.09185,1.809166,-0.919428,-0.046579,-0.01762,-1.25053,-0.094986,-0.248872,1.022195,-0.002126,0.781203,0.437601,-0.395696,1.022196,0.161976,0.765193,-0.297,1.557727,1.600399,1.533376,-0.453878,-0.662307,-0.88435,0.116472,0.657078,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.148371,-1.126967,1.136494,-0.819484,1.538408,0.632893,0.474642,0.013371,0.013632,-0.146459,censored
-1.121119,2.582553,0,-0.762322,-0.009054,-0.028542,0.248259,0.502924,0.684835,-0.409281,-0.691937,0.629405,-0.20702,0.400155,0.394984,0.082334,-0.762322,3.610097,1.809166,-0.919428,-2.474154,2.493062,-1.25053,-0.094986,-0.248872,-0.70465,-0.679689,-1.549669,-0.700762,0.872481,-0.70465,-0.77506,0.149988,-0.297,0.70079,-0.446557,0.007126,0.545524,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.515578,-0.717869,0.728967,-0.819484,0.461553,0.30218,0.474642,-0.028762,-0.028665,-0.14654,censored
0.087658,-0.266335,0,-0.623639,-0.688934,-0.648344,-0.386364,-0.696587,1.082724,-1.116336,1.488754,-1.475467,-0.20702,-0.467892,-0.693097,-1.286249,-0.623639,-0.101993,-0.709959,-0.65887,0.693405,0.879052,2.349531,-0.094986,-0.248872,0.427973,-0.679689,0.198485,-0.697284,-0.395696,0.427974,-0.828041,1.219214,-0.297,2.289763,2.335609,4.252483,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,1.188706,1.28509,-1.266299,1.293308,0.381011,0.031356,0.474642,-0.716931,-0.716873,-0.146543,censored
0.116297,-0.266335,0,-0.346272,-0.540455,-0.516472,-2.074579,0.045026,1.021131,-1.51505,1.617669,-1.608496,-0.20702,-0.874486,-0.277446,-1.286249,-0.346272,-0.375836,-0.709959,0.331251,1.04912,0.072047,1.518748,-0.094986,-0.248872,1.455068,-0.679689,0.198485,-0.294807,-0.395696,1.455067,-0.632235,1.180112,-0.297,2.234257,2.279861,4.167417,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,1.374871,1.042575,-1.024715,1.293308,-0.653966,-1.349572,-0.382776,-0.542782,-0.543054,-0.146399,censored
-1.659708,-1.215965,0,-0.762322,-0.728008,-0.674719,-1.898636,1.30445,0.722643,-2.864547,-0.236976,0.305339,-0.20702,0.635721,-1.452459,-1.286249,-0.762322,0.628254,1.809166,-0.919428,-2.474154,1.417055,-1.25053,-0.094986,-0.248872,0.869484,-0.679689,-1.549669,-0.700762,-0.395696,0.869485,-0.268883,1.595508,-0.297,3.668893,3.720716,4.625464,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.718737,-0.370373,0.382806,-0.819484,0.336921,-0.076712,-1.240193,-0.707568,-0.707532,-0.146288,censored
1.362029,-0.266335,0,1.040563,0.803676,0.775881,-0.218985,0.961135,-0.259637,0.146261,-0.035544,0.097478,-0.20702,-0.390445,0.710234,-0.342832,1.040563,-0.362795,-0.709959,0.603835,-0.292012,-0.35067,-0.973603,-0.094986,0.261786,0.360448,-0.256212,0.198485,0.985906,0.303666,0.360448,0.105844,0.504195,0.624221,1.94856,1.774856,2.731304,0.097263,1.329724,0.436436,1.71897,0.241123,0.536336,0.247045,-0.226717,-0.075651,-0.149339,-0.248847,0.017878,-0.003954,-0.819484,0.518,-0.010404,0.474642,0.743673,0.743712,-0.146288,censored
-1.566713,-1.215965,0,-0.623639,-0.735822,-0.674719,0.329975,1.30445,0.722643,-0.533599,0.199156,-0.144712,-0.20702,-0.216761,-3.224304,0.687669,-0.623639,-0.162847,1.809166,-0.137753,1.387896,-0.196955,0.687964,-0.094986,-0.248872,1.4876,3.75053,0.198485,-0.334558,3.262507,1.4876,-0.306377,1.956835,-0.297,1.397386,1.439362,2.884885,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,1.06503,-0.218908,0.231923,-0.819484,-0.144219,-0.244865,-0.382776,-0.743615,-0.743655,-0.14647,censored
-0.485749,-0.266335,0,0.624513,0.092537,0.24839,-0.041461,0.003429,-0.721432,-1.116336,0.14652,-0.354219,-0.20702,-0.078976,-1.282657,-0.484344,0.624513,-0.422859,0.729541,0.684528,-0.203385,-0.441501,0.209634,-0.094986,-0.248872,0.212736,0.520162,0.039562,0.455589,-0.395696,0.212736,0.552029,1.215348,-0.297,1.279078,1.011609,2.232167,-0.453878,0.432413,0.986764,-0.637644,-0.452136,-0.364546,2.433555,-0.226717,-0.075651,-0.149339,-0.673651,-1.100202,1.109832,-0.819484,1.208589,0.95894,0.474642,0.153814,0.15409,-0.146521,censored
0.339108,-0.266335,0,0.208462,0.131611,0.274765,0.500531,-1.161114,-0.4219,-1.683216,0.979631,-0.950095,-0.20702,-0.944589,-1.257195,-0.238864,0.208462,-0.208487,-0.709959,0.598324,0.185754,0.475549,0.964892,-0.094986,0.64478,-0.883946,-0.092007,-1.11263,-0.59572,-0.395696,-0.883946,0.18103,1.374545,0.981429,0.933813,0.97378,1.712657,0.310971,0.401281,0.032114,1.324598,1.47201,-0.364546,1.441559,-0.226717,-0.075651,-0.149339,-0.786579,-0.379877,0.392273,-0.819484,1.161948,0.5758,0.474642,0.195947,0.196156,-0.146548,censored
-1.549406,-1.215965,0,-0.207588,-0.673305,-0.635157,-1.956272,-0.285454,0.255469,-1.203411,0.274351,-0.222307,-0.20702,0.093597,-0.511548,-1.286249,-0.207588,-0.600995,1.809166,-0.294088,1.575675,-0.519756,-0.475133,-0.094986,-0.248872,-1.155378,-0.679689,0.548116,-0.189765,2.884072,-1.155378,-0.806305,0.877295,-0.297,0.144141,0.180685,0.964245,-0.453878,1.431832,2.212667,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.312738,-0.436987,0.449164,-0.819484,-1.510165,-1.466934,-1.240193,-0.604577,-0.604956,-0.14651,censored
0.328381,-0.266335,0,-0.068905,-0.180978,-0.094479,-0.386364,0.170529,0.26354,-1.332781,1.637891,-1.629364,-0.20702,-0.990656,-0.298229,-0.919664,-0.068905,-0.243985,-0.709959,0.678662,0.878776,-0.196955,0.964892,-0.094986,-0.248872,-0.719956,-0.679689,-0.384233,-0.392743,0.963065,-0.719956,-0.687282,0.674163,-0.297,0.813284,0.852729,1.343228,-0.453878,0.475996,0.3987,0.278069,-0.452136,1.38574,-0.425727,-0.226717,-0.075651,-0.149339,0.352655,1.55299,-1.53317,1.293308,1.345858,1.436832,0.474642,-0.141116,-0.140744,-0.146533,censored
-0.11538,-0.266335,0,1.040563,0.319164,0.472574,-0.917456,-0.053923,-0.434476,-0.959908,0.607168,-0.784297,-0.20702,-0.545801,-1.054186,0.076279,1.040563,-0.46277,0.549604,-0.026085,0.358523,-0.196955,0.213231,-0.094986,-0.248872,-0.405037,-0.170018,-0.300988,-0.183327,0.446014,-0.405038,0.287088,1.067125,-0.297,1.216469,1.257662,0.605187,1.536083,-0.121062,-0.486945,0.496867,-0.452136,-0.364546,1.19369,-0.226717,-0.075651,-0.149339,-0.549984,-1.163161,1.17255,-0.819484,0.996663,0.996619,0.474642,0.406611,0.406865,-0.146011,censored
-0.909026,-0.266335,0,-0.346272,-0.470122,-0.450535,-1.782022,-0.419311,1.286839,-1.05761,0.988706,-0.95946,-0.20702,-1.083762,-0.999197,1.100815,-0.346272,-0.299768,0.969458,-0.202893,0.761718,-0.196955,0.411037,-0.094986,-0.248872,0.481365,0.65968,0.198485,-0.378752,-0.395696,0.481365,-0.910457,0.403095,-0.297,-0.187387,-0.15228,0.456169,-0.453878,-0.241614,0.159993,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,1.33079,-1.00705,1.017038,-0.819484,-0.140857,-0.594592,-0.382776,-0.45009,-0.45019,-0.146536,censored
0.256307,-0.266335,0,-0.068905,-0.227866,-0.147228,-0.480429,0.650071,-0.318045,-1.039815,0.300176,-0.248956,-0.20702,0.275479,-0.593383,-0.508645,-0.068905,-0.284555,-0.709959,-0.398311,1.23191,-0.01762,1.426439,-0.094986,-0.248872,0.28883,-0.679689,0.198485,-0.099602,-0.395696,0.288831,0.175147,0.61157,-0.297,1.362969,1.404797,2.83214,-0.453878,-0.538315,-0.88435,0.333566,0.976397,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-0.204712,-0.911613,0.921967,-0.819484,0.298243,0.118608,1.332059,-0.269855,-0.2698,-0.146463,censored
0.337288,-0.266335,0,-0.068905,-0.102831,-0.081292,-0.007456,0.753695,-0.293571,-0.796241,0.341046,-0.291131,-0.20702,-0.750739,-0.618943,0.520859,-0.068905,-0.233843,-0.709959,0.331251,-0.835832,-0.555623,-0.696675,-0.094986,-0.248872,0.007605,0.942645,0.781203,-0.150015,-0.395696,0.007604,0.144901,0.495761,-0.297,1.205427,1.246572,2.590702,-0.453878,-0.577378,-0.251861,-0.637644,-0.452136,-0.364546,-0.425727,2.262704,-0.075651,-0.149339,-0.246983,-1.144722,1.15418,-0.819484,0.550809,0.277525,0.474642,-0.183249,-0.183144,-0.146512,censored
-1.366617,-1.215965,0,-0.207588,-0.53264,-0.556033,-1.628019,-0.04625,0.965698,0.687374,-1.941401,1.756366,-0.20702,0.572713,-0.166606,-0.553079,-0.207588,-0.52797,1.809166,-0.085641,-0.207654,-0.519756,-0.475133,-0.094986,-0.248872,-0.031199,-0.679689,-0.850407,-0.334558,-0.395696,-0.031199,-0.667436,-0.599199,-0.297,-0.030419,0.005369,0.696727,-0.453878,2.045009,2.964799,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.738525,-1.030876,1.040772,-0.819484,-0.761728,-0.860955,-0.382776,-0.604577,-0.604782,-0.146543,censored
0.178895,-0.266335,0,-0.068905,-0.274754,-0.213164,0.39391,0.031933,0.056346,-1.323319,0.329333,-0.47762,-0.20702,-0.852387,-0.110505,-0.865577,-0.068905,-0.335266,-0.709959,0.926813,0.387318,-0.376289,0.411037,-0.094986,-0.248872,1.143077,-0.679689,-0.384233,-0.349216,-0.395696,1.143076,-0.035013,1.431631,-0.297,1.062245,1.102769,2.371271,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.43489,-1.027929,1.037838,-0.819484,0.893088,0.271983,0.474642,-0.323691,-0.323549,-0.146496,censored
