idx,content,pubdate,url,uid,pid,mid,testdate,status,retestdate,status_2,followers,error,topic,class
28930,菖蒲读新闻估计两边谈得不顺利，川普又开始施压了O外交部回应特朗普威胁2670亿美元中国输美产品加关税,11/27/18,https://weibo.com/1742990601/H4DHqqyZt,1742990601,H4DHqqyZt,4311060000000000.0,12/1/18,available,12/17/18,available,941.0,,trump,uncensored
23989,5日五角大楼发布名为“评估与加强美国制造业及美国国防工业基础与供应链弹性”的报告。该报告是特朗普在2017年听取著名的对华鹰派，纳瓦罗建议后要求撰写的，长达146页，其中“中国”一词就提到了232次，而“俄罗斯”一词仅只出现了1次。,10/8/18,https://weibo.com/2412441440/GCY4OD581,2412441440,GCY4OD581,4292870000000000.0,10/12/18,available,12/2/18,available,2860.0,,trump,uncensored
592,美国领导人特朗普在昨天联大一般性辩论的演讲中严厉批评了社会主义，称社会主义和共产主义给人类带来了苦难和腐败，所有国家都应抵制社会主义和它给所有人带来的痛苦。,9/28/18,https://weibo.com/2908290337/GBucIszr5,2908290337,GBucIszr5,4289340000000000.0,10/2/18,not available,12/27/18,not available,10.0,Permission Denied!,trump,censored
560,中共还未对“2000亿美元”做正式反应，中国社交媒体已议论开了：川普专门挑选9.18向中国开火，这是又一个国耻日。这就有点冤枉川普，明明美国到现在还是9.17。,9/18/18,http://weibo.com/5111992773/GzTqEfVtq,5111992773,GzTqEfVtq,4285550000000000.0,9/22/18,not available,12/27/18,not available,93.0,Permission Denied!,trump,censored
570,转财新网：在新一轮中美经贸磋商筹备之际，美国特朗普政府宣布，将于9月24日起对约2000亿美元的中国产品加征关税，税率为10%，并将在2019年1月1日起上升至25%。还称如果中国针对美国农民或其他行业采取报复措施，将会立即启动“第三阶段”，对约2670亿美元的中国产品加征关税。对于为何决定先从10%税率开始，最终上升至25%？特朗普政府官员称，这样做是为了给予美国相关企业“更多的机会去寻找替代性的供应品，作出相应调整”。,9/18/18,http://weibo.com/1249424622/GzU4Qpkru,1249424622,GzU4Qpkru,4285570000000000.0,9/22/18,not available,12/27/18,not available,13083805.0,Permission Denied!,trump,censored
23822,穷孩子、富家子与濒临破碎的美国梦-任军锋-观察者网壶公评论：特朗普伟大之处就在于揭开美国民主社会的伤疤，当我们为中国的阶级斗争忐忑不安的时候，我们可以在美国社会找到真实的样本，因为美国是一个成熟至衰老的工业化国家，因为美国是西方“恶”与“私”文化的集大成者。O任军锋：穷孩子、富家子与濒临破碎的美国梦,10/6/18,https://weibo.com/1071254891/GCMzPkHhF,1071254891,GCMzPkHhF,4292430000000000.0,10/10/18,available,12/2/18,available,2427.0,,trump,uncensored
26957,川普欲废除的美国宪法第十四修正案（出生于美国的新生儿自动成为美国公民）的缘来是南北战争后为保障非裔奴隶子女的公民权利,11/5/18,https://weibo.com/6599946354/H1mCvnnOr,6599946354,H1mCvnnOr,4303250000000000.0,11/9/18,available,12/11/18,available,238.0,,trump,uncensored
13131,【关于南京大屠杀死难者国家公祭仪式有关事项的通告】12月13日是南京大屠杀死难者国家公祭日。为了悼念南京大屠杀死难者和所有在日本帝国主义侵华战争期间惨遭日本侵略者杀戮的死难者，牢记侵略战争给中国人民乃至世界人民造成的深重灾难，深切表达全市人民对南京大屠杀遇难同胞的哀悼，2018年12月13日上午将举行国家公祭仪式活动。为确保国家公祭仪式活动安全顺利，现将有关事项通告如下O关于南京大屠杀死难者国家公祭仪式有关事项的通告,12/11/18,https://weibo.com/2942982592/H6KQTwCOl,2942982592,H6KQTwCOl,4316100000000000.0,12/15/18,available,12/26/18,available,2365699.0,,china,uncensored
6489,特朗普就卡舒吉案发声明第一句话：美国优先O特朗普就卡舒吉案发声明第一句话：美国优先一个”真实“的米国太真实了，用网友的话说：卡舒吉案的人权问题和美国利益问题，特朗普的回答是：美国优先！实际上，美国在世界上挥舞人权大棒，只是针对自己的对手。其实质还是维护美国的利益，还是美国利益优先。这次卡舒吉案特朗普撕下美国在人权问题上的伪善面具，让世人再次看到一个真实的美国。,11/20/18,https://weibo.com/1610937345/H3FlV6iNh,1610937345,H3FlV6iNh,4308740000000000.0,11/24/18,available,12/18/18,available,671.0,,hr,uncensored
15,杭州打狗也不让搜红黄蓝虐童也不让搜你看看你看看狗和人之间竟有如此相似的时刻不知道他们想起家里的狗和怀中的孩子是否有一样的悲哀暴力暴力暴力让地球生命难过,11/16/18,https://weibo.com/6119668346/H2VBXtMqV,6119668346,H2VBXtMqV,4306980000000000.0,11/20/18,available,12/26/18,not available,78.0,Permission Denied!,kindergarten,censored
844,是坦坦荡荡全网黑虽然蠢确实真性情但年少无知插刀别人装逼本质永远saygoodbye是粉饰太平白莲花人见人打饭圈女孩追着骂营销百花齐放各行各业第一人爱国战狼扛大旗我最牛逼格莱美只要你骂不管你是谁的粉我们都是好朋友,12/13/18,https://weibo.com/1968655915/H798WrzSA,1968655915,H798WrzSA,4317030000000000.0,12/17/18,not available,12/21/18,not available,254.0,Permission Denied!,patriotism,censored
33293,我们的政府工作人员说话太谨慎了的，我曾经问过一个房管部门的负责人，文化大革命中红卫兵的打、砸、抢对不对，他支吾了一会儿说，不好说。还有落实私房政策办公室的人，他们不能书面什么叫出租房，什么叫自住房的定义，他们却能把私房产权人的自住房做为出租房收归国家所有，理由是和岳父岳母住在一起，这房就不是自住房而是出租房了，我要求出书面答复，却至今没有。,10/11/18,https://weibo.com/2075082454/GDsSQ3zwq,2075082454,GDsSQ3zwq,4294060000000000.0,10/15/18,available,1/1/19,available,256.0,,cr,uncensored
477,彭博社(Bloomberg)周五报道，美国总统特朗普(DonaldTrump)已指示助手继续对中国产品征收约2000亿美元的关税，尽管美国财长斯蒂文·曼努钦(StevenMnuchin)试图重启与中国关于解决贸易战的谈判。,9/15/18,http://weibo.com/5684070747/GzpJbv5Q2,5684070747,GzpJbv5Q2,4284400000000000.0,9/18/18,not available,12/27/18,not available,229105.0,Permission Denied!,trump,censored
349,“吴敬琏十大改革忠告”他强调，“建立市场化、法制化的社会是大势所趋，除此之外，中国别无出路。在此关键时刻，我们每个人都要做出努力。”第二个忠告说，为了避免社会危机，必须当机立断，痛下决心，真实地而非口头上推进市场化、法制化、民主化的改革，建立包容性的经济体制和政治体制，实现从威权发展模式到民主发展模式的转型。并强调，这是中国唯一可能的出路。在第三个忠告中，他认为，改革向前推进的必要前提，就是对于改革的理论和实践问题进行自由切实地讨论。第四个忠告中，他提醒，“苏联式的意识形态在我们这一代人身上还是非常强烈的，这是一个沉重的包袱。”并忧虑下一代也会因“思维方式的惯性”继续，有些人打着这个旗帜来反对改革。在其它几个忠告中，他警告，“如果放任行政权力干预市场，并且通过理论包装使其得到某种正当性，将是相当危险的。”他批评说，“近些年来由于政府不断干预微观经济活动，使权力而不是市场成为资源配置的主导力量。失去自由竞争的市场只能是一种貌似市场的‘伪市场’。”他呼吁经济改革要与政治改革并提，并认为，“目前经济改革的落后的方面，像国有经济的改革、政府经济管理职能的改革，都无不与政治改革、政府改革滞后有关。”,12/23/18,https://weibo.com/1198985035/H8AhW1M3E,1198985035,H8AhW1M3E,4320460000000000.0,12/27/18,not available,12/27/18,not available,296.0,Permission Denied!,democracy,censored
778,『孟晚舟保释听证会现场直击：国籍、控罪、激辩全纪实』O孟晚舟保释听证会现场直击：国籍、控罪、激辩全纪实,12/8/18,https://weibo.com/1752091620/H6h0ygMg0,1752091620,H6h0ygMg0,4314950000000000.0,12/12/18,not available,12/17/18,not available,717.0,Permission Denied!,meng,censored
495,加税2000亿还是加税5000亿其实都是特朗普的威吓大棒，那么贸易归零的那天，是不是就是武力收复台湾的一刻?和美交好，无非是想发展经济，你堵死了，那就只能捏碎你的第一岛链了,9/16/18,http://weibo.com/2193721805/GzAnvBU3a,2193721805,GzAnvBU3a,4284810000000000.0,9/19/18,not available,12/27/18,not available,258.0,Permission Denied!,trump,censored
36683,今晚直播改良与革命、改造与改革、旧民主主义革命与新民主主义革命、新民主主义革命与社会主义革命、国民革命与中国革命、新民主主义社会与社会主义社会、守旧派（顽固派与洋务派）、资产阶级改良派（维新派、立宪派）与资产阶级革命派、清政府、北洋政府、武汉国民政府、南京国民政府、重庆国民政府、苏维埃政府、抗日民主政府、思想启蒙与思想解放的区分及命题角度。今晚回家过国庆的可以免听！已经分清这些概念的免听！想听的，今晚21:00准备好你们板凳和手机！,9/30/18,https://weibo.com/2481505190/GBJfxjtxH,2481505190,GBJfxjtxH,4289920000000000.0,10/5/18,available,11/28/18,available,125431.0,,democracy,uncensored
79,茅于轼中国经济学家、天则经济研究所创办人茅于轼认为，嫌疑人不能当法官，美中贸易战的根源是中国的国有企业同时扮演裁判员和运动员的角色。茅于轼说，裁判员不能踢足球，国企就是裁判员踢足球，国家是一个管理机构，你怎么跑到市场上赚钱呢？中国在贸易上所有的矛盾归根究底是中国国企的本质所决定的。中国说国企改革说了几十年了，没有找到办法，就因为国企本身是不合逻辑的东西，你怎么改啊？只有一个改法，就是把国企改成民企。你怎么看？,12/4/18,https://weibo.com/1410484667/H5NfbiSgb,1410484667,H5NfbiSgb,4313810000000000.0,12/9/18,not available,12/16/18,not available,15117.0,Permission Denied!,china,censored
11975,中国的偶像都是魔鬼…孙悟空这种人物都能变成偶像。那是因为全都建立在阶级斗争的信仰上。孙悟空就是反骨，永远跟在上的对着干，没想过吗？孙悟空做了老大要面对跟他一样人物该怎么办？中国人的骨子里只有两面，假顺服和真逆反。要么扮猪吃老虎，要么直接对着干。中国人不懂爱。中国人不信爱。该有多蠢的人才会崇拜孙悟空？这种人父母都不会亲。兄弟姐妹全都不会放在眼里。惟自己独尊。我要是上帝。遇到了这种人真的会忍不住捏死这种人，但是上帝祂脾气比我好。就连嫉妒自己亲兄弟。谋杀了自己弟弟的该隐，上帝都放他一马,12/7/18,https://weibo.com/1177910441/H6carsqXu,1177910441,H6carsqXu,4314770000000000.0,12/11/18,available,12/22/18,available,3412.0,,china,uncensored
14061,石景山区共有产权住房——中国铁建·玉景阳光项共有28819户网申报名家庭，11853户家庭通过了购房资格审核。此项目共有452套房源，其中的83%，即375套，面向石景山区户籍无房家庭和在石景山区工作的本市其他区户籍无房家庭配售；另外17%共77套，面向在石景山区工作的符合本市住房限购条件的非本市户籍无房家庭配售。其中，39套面向非本市户籍人才家庭配售，38套面向非本市户籍普通家庭配售。,12/13/18,https://weibo.com/5519916042/H76qwnVln,5519916042,H76qwnVln,4316930000000000.0,12/17/18,available,12/28/18,available,33358.0,,china,uncensored
145,广州警方辟谣小伙被扔下楼继续辟谣嘛，中国法律就是这样的？她许静有权有势，把人命视若草芥，你们警方就是如此敷衍了事的？就算不是被人扔下楼的，那么一个二十岁的小哥哥，又怎么可能莫名其妙从九楼跳下去？你们警方倒是找个理由解释一下啊？辟谣又有什么用？不管是扔下楼还是跳下楼，那个小哥哥就是离开了，两个总有一个是对的。没有辟谣的理由还辟什么谣，有谁会信你？刚刚改革开放40周年，呵呵，政府就不可信了，摆设吗？有钱了不起？恶心啊,12/19/18,https://weibo.com/6451461312/H80oK14MC,6451461312,H80oK14MC,4319080000000000.0,12/23/18,not available,12/24/18,not available,378.0,Permission Denied!,china,censored
14451,这个文章就有点无耻了，你拿一个3000多万人口国家GDP和14亿人口国家的GDP比，脸还要吗【1.29万亿！从“加拿大鹅”看加拿大第四季度GDP表现！那中国呢？-AK头条】摘要：从“加拿大鹅”暴跌看加拿大GDP！前三季度居第十？第四季度呢？加拿大与中国相比，GDP差多少？【一牛财经】讯：作为世界上发达国家之一，加拿大的经济水平相对来说还是不错...O1.29万亿！从“加拿大鹅”看加拿大第四季度GDP表现！那中国呢？-AK头条,12/14/18,https://weibo.com/1557719587/H7goS7D1g,1557719587,H7goS7D1g,4317310000000000.0,12/18/18,available,12/29/18,available,284.0,,china,uncensored
707,中美双方停止相互加征新的关税我还幻想今年大大不搭理川普俩人一句话没有然后就不用多背题了,12/1/18,https://weibo.com/2559684897/H5lNgdLxy,2559684897,H5lNgdLxy,4312750000000000.0,12/5/18,not available,12/16/18,not available,836.0,Permission Denied!,trump,censored
671,政审你大爷，拼什么删帖？国内看不到，海外我随便看。口口声声让民营企业家放心，实际做的是另一套。重庆这么多年一直在极左路线上飞奔，为什么不把重庆领导抓起来？至少要撤职。该死的川普。,11/12/18,https://weibo.com/1653190792/H2rRPh00a,1653190792,H2rRPh00a,4305840000000000.0,11/16/18,not available,12/28/18,not available,1282.0,Permission Denied!,trump,censored
36867,“美国始终相信，台湾对民主的拥抱为所有华人展示了一条更好的道路。”我对这句话真是念念不忘。,10/5/18,https://weibo.com/5556899451/GCvUisRbU,5556899451,GCvUisRbU,4291790000000000.0,10/9/18,available,11/28/18,available,787.0,,democracy,uncensored
303,中国台湾作为中华地区的民主试验基地，不论好坏，不论成功失败，只要对绝大部分人民有利，是有其历史功绩的。静观台湾“九合一”选举，只要不台独，不论谁当选都要祝福，我们都为其鼓掌！！,11/23/18,https://weibo.com/3374499330/H47VQAXgy,3374499330,H47VQAXgy,4309840000000000.0,11/27/18,not available,12/15/18,not available,680.0,Permission Denied!,democracy,censored
305,在劣质的「台式民主」下，不论是选举还是公投，也不论谁赢谁输，目的都只是为了台独，而不是解决任何实际问题。由于全岛绿化，台湾选民不分蓝绿，已经很难理性思考台独的是非对错、利弊得失，只会跟着台独（以及美日反中势力）起舞。这种非理性的民粹政治文化，已经成为台湾政治的结构性因素，很难从岛内改变。大陆的战略学者张文木说过：「战略研究不能研究成账房先生，台海研究不能研究成票房先生。」前半句是说战略考虑不能只考虑经济因素，后半句则是明言统一问题不能受制于台湾民意（或选票）。已经过世的新加坡领导人李光耀深知此理，生前屡次强调：台湾人民的利益是参与中国大陆的复兴，而所谓「台湾民意」对统一问题并无决定性，因为真正的决定因素在于中美之间的实力和决心的对比。中国的统一与复兴，既是台湾人民在道德上应该支持的方向，也是最符合他们长远利益的选择。杭廷顿在他最后一本书《我们是谁：美国国家认同所遭遇之挑战》（WhoareWe:TheChallengestoAmerica'sNationalIdentity）中，明确指出：「国家利益是由国家认同而来。我们在能够知道自身利益之前，必须先知道我们是谁。」因此，是「民族大义」决定「大利」，而不是后者决定前者。台独对此心领神会，因此极其全力打造「天然独」认同。两岸中国人若不能在「大义」层次唤醒久被台独与独台催眠的台湾民众，则仅靠惠台让利仍然很难达到心灵契合、融合发展。至于台湾此次选举，虽然看似峰回路转、高潮迭起，但那只是茶杯里蓝绿两党的一场风暴，选举的过程因为未曾唤起「大义」，当然也无助于两岸关系的正向发展。全文:O台湾九合一大选：没有选择的选举,11/24/18,https://weibo.com/1775435393/H49fDeLW1,1775435393,H49fDeLW1,4309890000000000.0,11/28/18,not available,12/15/18,not available,42694.0,Permission Denied!,democracy,censored
37593,社会主义民主政治的本质特征是人民当家做主中国特色社会主义的本质特征是党的领导社会主义民主政治的根本保证是党的领导,10/26/18,https://weibo.com/5232708592/GFPjU772q,5232708592,GFPjU772q,4299690000000000.0,10/30/18,available,11/29/18,available,232.0,,democracy,uncensored
736,川普:我抓了孟晚舟中国人敢我怎么样，抗议还是谴责。我们只能多看战狼2了看来。,12/8/18,https://weibo.com/1613926117/H6j1nuD20,1613926117,H6j1nuD20,4315030000000000.0,12/12/18,not available,12/16/18,not available,10653.0,Permission Denied!,trump,censored
4989,别闹了，中国警察要是像瑞典警察那样执法，又该说没有人权了，警察暴力执法了，然后哭着喊着闹新闻哭可怜。最后获得赔偿，警察下岗。这种事一闹一个准,9/16/18,http://weibo.com/1980576562/GzAMxhrih,1980576562,GzAMxhrih,4284830000000000.0,9/19/18,available,11/30/18,available,6501.0,,hr,uncensored
21,不知道为什么还在一个劲“转发继续让中央看见”就好像中央看到了会给那个男生洗刷冤屈一样，这么大的事他们会不知道吗都安排撤热搜了，非得把中央逼得说“我没聋没瞎早听到了看到了但你们一介草民死了就死了多大的事儿啊”之前清理dd人口红黄蓝武理王pan有些人怕是还没搞清楚惹,12/20/18,https://weibo.com/2286428630/H87fJ4vB1,2286428630,H87fJ4vB1,4319350000000000.0,12/24/18,not available,12/24/18,not available,121.0,Permission Denied!,kindergarten,censored
35774,制度能解决所有问题吗？不能，因为民主不能解决黑社会问题。,9/1/18,http://weibo.com/1175214510/Gxjo4ghbS,1175214510,Gxjo4ghbS,,9/4/18,available,11/27/18,available,7512.0,,democracy,uncensored
301,明天台湾大选/公投。虽说靠选票体现的民主总还有些不可避免的问题，但能参与到改变自己成长生活的地方这件事，真的能让人生这场游戏变得“有价值”许多。更别说还能参与到这之中，通过一次次选举获取真实的支持。呼，那他妈才叫活过啊！,11/23/18,https://weibo.com/6461199354/H43RR4xzr,6461199354,H43RR4xzr,4309680000000000.0,11/27/18,not available,12/15/18,not available,483.0,Permission Denied!,democracy,censored
11982,看完了恋爱回旋发现自己分不清刚子和瑛太了亮点是苍井优穿中国队队服虐主角cp男二练球和女主的下蹲砍式发球吧就剧情而言就特别中规中矩啦凉子姐姐也超可爱的,12/7/18,https://weibo.com/1908215053/H6clXlcxJ,1908215053,H6clXlcxJ,4314770000000000.0,12/11/18,available,12/22/18,available,205.0,,china,uncensored
87,英语老师说这次M被捕和川普大哥一点关系也没有，是美国民主党和共和党之争，不想让川大哥赢2020年竞选，中国也不想，但顶不住贸易战，甚至华为自己也知道事情都真相，所以在申明中根本没有抨击川普，而且还指出了审讯的地点，川大哥正在想办法赶紧把m放了，所以股票能涨回来一点吗2北京·金台里,12/6/18,https://weibo.com/1900806971/H61DOeITw,1900806971,H61DOeITw,4314360000000000.0,12/10/18,not available,12/16/18,not available,289.0,Permission Denied!,china,censored
615,DG没删道歉内容，也没号召抵制中国货，虽然DG该抵制，但是某些打着爱国旗帜赚愚人税的营销号更恶心。,12/1/18,https://weibo.com/2273350325/H5loq6WpD,2273350325,H5loq6WpD,4312740000000000.0,12/5/18,available,12/19/18,available,1187.0,,patriotism,uncensored
596,从设计师时代到长者时代，我们就清晰地提出要重塑“国际政治经济新秩序”的概念…现在美国川普同志响应号召，正轰轰烈烈地在全球范围内推翻许多旧体制和机制，我们的作为在哪里呢？,10/4/18,https://weibo.com/1905398953/GCkWwnvpO,1905398953,GCkWwnvpO,4291370000000000.0,10/8/18,not available,12/27/18,not available,13082.0,Permission Denied!,trump,censored
37857,看到一个书名，搜到了这篇长文。《观察》的两次争论：“中国出路”与“自由主义往何处去”_读书频道_凤凰网，47年争鸣文章。想着，以前教学，先生教授他的理念，独立自由民主奋斗等等，再古代先生也教授他们的理念，礼义廉耻治学格物等等。现在我们围墙内是要成绩要考试，要不能输在起跑线。O《观察》的两次争论：“中国出路”与“自由主义往何处去”,11/3/18,https://weibo.com/1924345214/H0ZtWyGkr,1924345214,H0ZtWyGkr,4302360000000000.0,11/7/18,available,11/29/18,available,73.0,,democracy,uncensored
2729,国家公祭日第七单元孩子们学了圆明园的毁灭，也学了香港回归，课余时间也给他们看了大量的影像资料。他们虽懵懵懂懂，但也有拳拳爱国之心。今天，带着孩子们一起默哀。,12/13/18,https://weibo.com/2219735330/H72JQnUoD,2219735330,H72JQnUoD,4316790000000000.0,12/17/18,available,12/28/18,available,1000.0,,patriotism,uncensored
921,40多年了，“文革”遗毒不知还要祸害多少人《重庆教育考试院回应高考“政审”：发布信息把关不严》_手机凤凰网O重庆教育考试院回应高考“政审”：发布信息把关不严,11/8/18,https://weibo.com/1223695612/H1PCz2mbp,1223695612,H1PCz2mbp,4304370000000000.0,11/12/18,not available,12/25/18,not available,16318.0,Permission Denied!,cr,censored
215,快鱼快报【我国空置房超6500万套哪些城市风险大？快鱼快报】快鱼快报研究机构的报告显示，中国住房空置率为21.5%，仅低于西班牙和意大利，高过全球多数国家。而这些空置住房占用了超过10万亿元的信贷资源，既浪费了贷款资源，也蕴含了金融风险。话题学院在房价下跌时，若大量空置住房集中入市，必然对住房市场造成冲击。O我国空置房超6500万套哪些城市风险大？,12/24/18,https://weibo.com/2703663207/H8MQu7DAH,2703663207,H8MQu7DAH,4320940000000000.0,12/28/18,not available,12/28/18,not available,8286.0,Permission Denied!,china,censored
390,虽然没有执行力，但投票决定那两个孩子的生死这种事情真是傲慢到极致了……人权这个概念真的在走国没有得到任何普及,11/28/18,https://weibo.com/2119088021/H4Oobg61f,2119088021,H4Oobg61f,4311470000000000.0,12/2/18,not available,12/16/18,not available,223.0,Permission Denied!,hr,censored
188,2019年我想对总理说句话许静十三行坠楼事件老板总理你好我是一位中国很普通的最小的九零后我刚成年刚踏入这个社会不久我从小就被教正义从小也被教真实我们爱这个国家一起对外时我们都很团结可是最近广州十三行的事件真的让人痛心我们都很理智只想警方查清所有疑点公平公正公开的给一条生命一个交代给家属一个交代给所有爱这个国家的人一个交代可是看到疑点重重警方却拿嫌疑人的口供当证词……我刚出社会充满期待可现在却很寒心我不知道假如事情发生在自己身上我们可以怎么保护自己?,12/21/18,https://weibo.com/5496063737/H8nxAyzBw,5496063737,H8nxAyzBw,4319970000000000.0,12/25/18,not available,12/26/18,not available,40.0,Permission Denied!,china,censored
