idx,content,pubdate,url,uid,pid,mid,testdate,status,retestdate,status_2,followers,error,topic,class,controversial,cap
932,.1.所以作为一个公众人物说出有损女性影响的话是不对，但是这个错在哪，是他作为一个公众人物没有休息自己的言论错误的引导了群众还是他思想出了问题。如果错在前者，既然已经道了歉为什么还要抓着不放当文革非得弄个政治正确。如果是后者，思想好像是自己的，其他人管不着。2.突然想到某天晚上我的开玩笑的一句看不起辅助吗以后潘总说的一句话，现在放在这里似乎也适用。我想是不是以后碰见某些字眼都得逼一下才是天下大和,11/20/18,https://weibo.com/5623144267/H3BcJpkCl,5623144267,H3BcJpkCl,4308580000000000.0,11/24/18,not available,12/12/18,not available,296.0,Permission Denied!,cr,censored,0.6153846153846154,0.07692307692307693
372,那谁那个后就没一件好事。文娱产业百花凋零，包括女性权益在内的人权疯狂倒车，经济下行，消费降级，外汇管制，包庇国企，薅私企羊毛。不许说，不许看，不许想。天天喷隔壁有小礼无大义，喷另一个隔壁qj大国，其实自己才是真爹国。,9/25/18,https://weibo.com/1762797290/GB6DGtQXU,1762797290,GB6DGtQXU,4288440000000000.0,9/29/18,not available,12/30/18,not available,60.0,Permission Denied!,hr,censored,0.6923076923076923,0.15384615384615385
558,川普决定对2000亿中国商品加关税，税率10%。自九月二十四日开始实施。值得一提的是，消息公布日期九月十八日，历史上日本侵华战争开始的日子。关税生效日在中国的中秋节，恶心中国人呢？,9/18/18,http://weibo.com/5203011099/GzTvK82G3,5203011099,GzTvK82G3,4285550000000000.0,9/22/18,not available,12/27/18,not available,38993.0,Permission Denied!,trump,censored,0.8461538461538461,0.07692307692307693
5197,中国如果废除死刑，是中国从古至今，法制史上的一件里程碑事件，不但，世界会投来赞美的目光，也必将载入史册，是对人的生存权和人权的最高至敬！从人性的角度出发，让爱淹没仇恨，中国也应当废除死刑！必竟，一个鲜活的生命消失，也是一件极度残忍的事，虽然，这个犯人，也许做了更残忍的事，他做错了，我们按照法律把他杀了，就做对了吗？从人性和原始之爱的角度论证，废除死刑是很有必要的。让那些本应该执行死刑的人，终身劳动，服务社会，创造生命新生的价值，有悔过自新的人性情怀。他们做人的权利和尊严，也必须尊重。体现了社会的和谐，文明和进步！使法制实践接轨与国际轨道，和谐了这个世界！,9/23/18,https://weibo.com/3572882872/GAHMpCC0d,3572882872,GAHMpCC0d,4287480000000000.0,9/27/18,available,11/30/18,available,1133.0,,hr,uncensored,0.7692307692307693,0.15384615384615385
530,9月15日周六，华尔街日报援引知情人士消息称，特朗普计划近日宣布对华2000亿美元商品征收关税，关税或以10%的税率征收，但未最终确定。今又闻贸易谈判存在新变数和阻力，商品期货盘面豆粕领涨，有色金属等工业品领跌，大抵是纠结贸易之战的结果，大盘指数2638附近哀鸣，破而反攻3000？亦或是死亡行军直抵2000？,9/17/18,http://weibo.com/2255869874/GzLgfjLOf,2255869874,GzLgfjLOf,4285230000000000.0,9/21/18,not available,12/27/18,not available,3092.0,Permission Denied!,trump,censored,0.46153846153846156,0.0
21458,中国的制造业是靠举国之力托着的，可以说每一个中国人都在为保住制造业在奉献，每一个交税的人，每一个买房的人，都做了贡献。川普要苹果回美国生产也可以，美国也像中国这样用举国之力扶持，那川普先把税加起来，弄来的钱补贴给苹果产业链，川普能做到吗？。,9/10/18,http://weibo.com/2169242597/GyJvhipbF,2169242597,GyJvhipbF,4282780000000000.0,9/13/18,available,12/1/18,available,7883.0,,trump,uncensored,0.6153846153846154,0.07692307692307693
26435,中国联合国安理会轮值主席特朗普要不要考虑一下退群,10/31/18,https://weibo.com/2715094253/H0ybs0hSH,2715094253,H0ybs0hSH,4301310000000000.0,11/4/18,available,12/10/18,available,200.0,,trump,uncensored,0.5384615384615384,0.0
943,最近看余华的全集。虽然文革过去了这么久，但本质依然没有变。只是比文革时候略微文明了一点点…那时候人们最崇敬谁，现在就越厌恶谁。是由心底对他产生的一种厌恶！祝愿那时候所谓的红卫兵们不得好死！,12/5/18,https://weibo.com/1987008775/H5TAk9d5a,1987008775,H5TAk9d5a,4314050000000000.0,12/9/18,not available,12/13/18,not available,147.0,Permission Denied!,cr,censored,0.8461538461538461,0.07692307692307693
613,"川普说:中国希望和愿意达成协议，我认为他们还没准备好。我们帮助重建了中国。他们却每年从我们国家拿走3000-5000亿美元。他们现在经济不佳，我们却比以往任何时候都好。一星期前，他们想来谈判，我告诉他们，你们还没准备好""。""",10/14/18,https://weibo.com/1663236061/GDTHDnMRe,1663236061,GDTHDnMRe,4295090000000000.0,10/18/18,not available,12/27/18,not available,535902.0,Permission Denied!,trump,censored,0.46153846153846156,0.07692307692307693
182,我觉得神话中人类遭洪水的解释，最靠谱的是巴比伦神话和中国神话。一个是众神之王恩利勒觉得人类吵，所以下令大洪水灭绝人类；一个是水神共工和火神祝融打架引发洪水波及了人类。人类邪恶善良与否关神屁事，吵才可怕啊！吵得脑壳疼！你被吵心情也会不好！还有神仙打架人类遭殃也非常合理。,12/20/18,https://weibo.com/2643732052/H8f6j2pUY,2643732052,H8f6j2pUY,4319650000000000.0,12/24/18,available,1/4/19,not available,8010.0,Permission Denied!,china,censored,0.3076923076923077,0.0
9730,沈阳爆料世界杯预选赛中国男篮72：52轻取黎巴嫩队，队员防守强度很大，充分限制了黎巴嫩队的发挥，中国队郭艾伦易建联王哲林孙铭徽等都有出色发挥，胡金秋还是有些紧，没有发挥在CBA的水平，明年的世界杯中国队需要多与强队热身才能调整好人员和状态，期待国家队以最强阵容在家门口打出好成绩。,12/2/18,https://weibo.com/1436650941/H5plQvVRl,1436650941,H5plQvVRl,4312890000000000.0,12/6/18,available,12/19/18,available,475.0,,china,uncensored,0.38461538461538464,0.07692307692307693
18943,孟晚舟保释后发朋友圈这该是个幽默：据说孟晚舟保释后，佩戴的电子脚镣居然产自华为！,12/12/18,https://weibo.com/2545965204/H70iBsRc7,2545965204,H70iBsRc7,4316690000000000.0,12/16/18,available,12/27/18,available,146603.0,,meng,uncensored,0.38461538461538464,0.07692307692307693
4956,游客遭瑞典警察粗暴对待中国老人的表达方式纵有不妥，但是这是中国老人特有的表达方式，那些批评者，当你爹你爷爷被警察抬出来扔大街上，心脏啊复发时，你妈你奶奶也会哭嚎的，任何情况都不构成瑞典警方粗暴践踏人权，对一个心脏病老人使用暴力的理由，要求立即为自己粗糙践踏人权，涉嫌种族歧视的恶劣行为道歉！,9/15/18,http://weibo.com/6299452623/Gzu3IaILr,6299452623,Gzu3IaILr,4284570000000000.0,9/18/18,available,11/30/18,available,100.0,,hr,uncensored,0.6923076923076923,0.15384615384615385
18759,本年度最高级的钓鱼执法让我森森的了解了！原来华为是一家科技公司我以前还以为就是生产手机卖手机的果然无知令我愚蠢我非常赞同一个观点～孟晚舟的背后是华为，华为的背后是中国5g之争的背后水好深。但我还是要支持华为～支持～实业兴国～有国才有家，国家强大才有底气,12/12/18,https://weibo.com/2524628081/H6VPZ938X,2524628081,H6VPZ938X,4316520000000000.0,12/16/18,available,12/27/18,available,300.0,,meng,uncensored,0.38461538461538464,0.07692307692307693
117,中国绝大部分股民长期亏钱的一个原因就是总是在牛市的时候追进来，市场环境好就觉得股市里赚钱很容易，不断的加重仓位，但是技术根本不过关。中国股市的特征就是牛短熊长，这些追高进来的无知股民不管当时赚了多少钱，在漫漫熊途中终将成为韭菜，连本带利的全部还给市场！,12/14/18,https://weibo.com/1661526105/H7bwDt4Gy,1661526105,H7bwDt4Gy,4317130000000000.0,12/18/18,not available,12/20/18,not available,384898.0,Permission Denied!,china,censored,0.5384615384615384,0.07692307692307693
649,美国优先就是损人利己！如果特朗普赢了，代表霸权和野蛮占据上风，输了表示正义和文明依然是多数美国人的追求。所以特朗普必须输！报美国中期选举结果出炉，民主党重新控制众议院。特朗普要想不输，必须悬崖勒马，改邪归正！才有可能改变后期选举的悲惨结局……,11/7/18,https://weibo.com/1662075960/H1AuRyuEs,1662075960,H1AuRyuEs,4303790000000000.0,11/11/18,not available,12/28/18,not available,1233.0,Permission Denied!,trump,censored,0.6153846153846154,0.07692307692307693
588,【特朗普在联合国讲了一句话，引发现场的大声嘲笑】据路透社现场直播显示，美国总统特朗普9月25日出席第73届联合国大会并发表演讲，谈到这届美国政府成绩时，称他已经取得了美国历史上几乎最大的成就。随后大会现场传出了嘲笑声，特朗普立即回应道：“这是真的。”但他没有想到现场笑声变得更大。据悉，在上台演讲前，特朗普曾发推表示：“比起两年前我刚当总统那时，我们的国家已经变得更强大，更富有，也更安全了。”（海外网）(华尔街见闻7x24直播不止是快)O实时快讯O特朗普在联合国讲了一句话引发现场的大声嘲笑,9/25/18,https://weibo.com/2772291221/GB3binsEL,2772291221,GB3binsEL,4288300000000000.0,9/29/18,not available,12/27/18,not available,646150.0,Permission Denied!,trump,censored,0.3076923076923077,0.07692307692307693
39,红黄蓝幼儿园案一审宣判应该罪罪死刑！什么伤害程度，法律事实，从一重罪，全都是P！法律要体现人民的意志！我们是人民当家做主的国家！二审死刑吧！,12/27/18,https://weibo.com/6063158142/H9iilgv1e,6063158142,H9iilgv1e,4322150000000000.0,12/31/18,not available,1/1/19,not available,261.0,Permission Denied!,kindergarten,censored,0.6923076923076923,0.07692307692307693
625,安倍访华，中国官方表现出来的热情与民间前段时期反日情绪尚未平息，有点那么不协调。这一陡转由不得情感的慢慢培养，而是特朗普使美国太第一了，让日本在与美国打交道上有些不踏实。中国是特朗普政策的最大受害者。改善中日关系，与其说两国自发意愿，不如说是特朗普对外政策下被逼而转得有点凸厄。中国官媒发文寻找安倍亲华的家庭渊源，说其父安倍晋太郎曾任内阁官房长官时，是改善对华关系建立中日友好的主要力量，并促成中日建交。而其外公那头则是极右反华派。其实，在安倍身上犹如“菊与刀”的日本国民性那样，既有亲华基因也有反华基因，并随两国利益的需要而交替显现。从中国两位领导人会见安倍时的表情，和安倍本身表现的表情看，只能说彼此尊重但不亲热。这也可以诠释中日关系的陡然升温，外部力量大于自发意愿。不管怎样，国与国之间，友谊是暂时和可变的，利益才是永久的。,10/26/18,https://weibo.com/1713464641/GFPubuvfF,1713464641,GFPubuvfF,4299690000000000.0,10/30/18,not available,12/27/18,not available,15394.0,Permission Denied!,trump,censored,0.6153846153846154,0.0
38890,弘扬爱国奋斗精神，建功立业新时代爱国奋斗精神是爱国情怀和奋斗精神的合称，是深怀爱国情感，为国家的独立、统一、完整，为国家的安全、发展、振兴，为国家的富强民主文明和谐美丽，艰苦奋斗、顽强奋斗、不懈奋斗的伟大精神。爱国是基础，奋斗是保障；爱国是情感，奋斗是行动；爱国是出发点也是落脚点，奋斗是关键点，更是爆发点、支撑点。,11/27/18,https://weibo.com/6501639595/H4J0vhGWF,6501639595,H4J0vhGWF,4311260000000000.0,12/1/18,available,12/18/18,available,5623.0,,democracy,uncensored,0.15384615384615385,0.0
40531,魔道祖师昨晚很火的外国画手太太叫什么id？po主发了三张图还用尽量用空白往下拉了原图，当时我在外面没打开看，现在看就被和谐了。求个名字！有机会我可以搬运一下（外网用户）,10/22/18,https://weibo.com/1915331990/GF4GrdmDS,1915331990,GF4GrdmDS,4297890000000000.0,10/26/18,available,1/2/19,available,431.0,,propaganda,uncensored,0.23076923076923078,0.0
35012,每当夜深的时候，或者喝酒喝多的时候。我都会想起当年那种残害心灵的工科经历。从19到25岁在几乎没有女性参与的没落行业内被迫工作。感觉比文革还惨，并且后两年在生命安全受到威胁的地方工作。周围连个有共同经历的朋友都没有，那种孤独感，仿佛永远无法醒来的噩梦。,12/3/18,https://weibo.com/1821842643/H5AMbFCeX,1821842643,H5AMbFCeX,4313330000000000.0,12/7/18,available,12/19/18,available,515.0,,cr,uncensored,0.23076923076923078,0.07692307692307693
24474,特朗普不开心中国9月贸易帐顺差316.9亿美元，预期顺差192亿美元，前值顺差278.9亿美元。,10/11/18,https://weibo.com/2293088093/GDxWS3Coi,2293088093,GDxWS3Coi,4294250000000000.0,10/15/18,available,12/2/18,available,7800.0,,trump,uncensored,0.15384615384615385,0.07692307692307693
172,2019年我向总理说句话2019年我向总理说句话总理你好我是一名中华人民共和国公民我知道你看不到这条微博但是还是想说一句为我这种普通老百姓问您一句？杀人到底要不要偿命？中国人民警察是为人民服务还是为人民币服务？政府的为人民服务是不是真的？有些事藏在暗处我们不清楚就算了为什么明明全国过半的人都知道的事你们还要隐瞒？许静,12/20/18,https://weibo.com/5390397643/H8aTEgdoi,5390397643,H8aTEgdoi,4319490000000000.0,12/24/18,not available,12/25/18,not available,60.0,Permission Denied!,china,censored,0.5384615384615384,0.07692307692307693
26502,【余永定：美国经济不像特朗普吹嘘得那么好】余永定在金博会称，“在经济复苏的时候，某个季度肯定是很高的，但特朗普治理下的美国经济增长最高速度（年率）3.5%，和其他历届总统相比还差得很远”，此外，由于前提美联储大量投放货币，而现在退出是否顺利，是否会对经济造成冲击，这些问题对美国未来经济的发展可能是会产生非常不利的影响。影响。O余永定：美国经济不像特朗普吹嘘得那么好,11/1/18,https://weibo.com/1638782947/H0DKQ0Dk7,1638782947,H0DKQ0Dk7,4301530000000000.0,11/5/18,available,12/10/18,available,17040783.0,,trump,uncensored,0.3076923076923077,0.0
32490,三观这种字眼什么时候能远离艺术作品，简直TM文字狱，文革的套路重演。好的作品被各种剪刀手大半都是拜此所赐吧。形式主义，千篇一律，矫枉过正，人性的复杂，戏剧的冲突，全部泯灭其中。,9/11/18,http://weibo.com/3568428445/GyRrV9n5P,3568428445,GyRrV9n5P,4283090000000000.0,9/14/18,available,12/31/18,available,118.0,,cr,uncensored,0.7692307692307693,0.07692307692307693
358,已经开始与民争利了上半年撒那么多国库怎么可能不亏空？下半年各种物价都会涨的失业人口会越来越多通货膨胀也会越来越严重经济三驾马车就剩房市了twitter上说全面崩溃也就在未来三年我看差不多了能走就走不能走就等死叭待在这里如果不把自己当成韭菜货青蛙也会时刻感到人权尊严被按在地上摩擦,9/6/18,http://weibo.com/2199030294/Gy75CBo2k,2199030294,Gy75CBo2k,4281300000000000.0,9/9/18,available,12/30/18,not available,53.0,Permission Denied!,hr,censored,0.5384615384615384,0.07692307692307693
21479,对很多美国人来说，特朗普是一位好总统，我认识的美国人要么爱他爱的的奋不顾身，要么很他恨的咬牙切齿；大多数是爱的。毫无疑问特朗普颠覆了很多人对于美国总统的看法。特朗普在中国也有很多粉丝，愤青挺多。恨特朗普的中国人应该感谢他，因为不是他我们还在做梦。特朗普的最大贡献就是让国人在梦中惊醒。,9/10/18,http://weibo.com/1309377191/GyKYxCESS,1309377191,GyKYxCESS,4282840000000000.0,9/13/18,available,12/1/18,available,407.0,,trump,uncensored,0.3076923076923077,0.0
361,环时老总：新疆不严管恐爆内战变车臣第二国际组织「人权观察」近日发表报告，批评中国政府损害新疆穆斯林的自由，强逼他们进入「再教育营」。人民日报社旗下《环球时报》总编辑胡锡进今天发文称，新疆毫无疑问处在「特殊治理」，采取相当严厉的管制措施，并强调如果不是中国强大，新疆已经是另一个车臣、利比亚，至少几十万人死于内战。胡锡进说，今天的新疆很和平，这是「特殊治理」换来的。如果不是中国强大，中国共产党在关键时刻实事求是，新疆的干部敢担当、肯付出，力挽狂澜，「新疆已经是另一个车臣、利比亚、叙利亚了，至少几十万人死于内战」。胡锡进表示，新疆毫无疑问处在特殊治理期，采取了相当严厉的管制措施。它的目的只有一个：「先恢复和平稳定再说，慢慢再向正常治理过渡。」为此各族干部群众都付出了代价。所有干部都住村，还要不时住少数民族老百姓家里，辞职都不让，因为不得不。胡：新疆差不多相当于经历了一场战争他形容：「新疆差不多相当于经历了一场战争，一场及时按住了的战争。」胡锡进表示，庆幸新疆从大动荡的边缘被挽回，今天能如此安宁，旅游重新恢复。他并反批少数人「别学西方站着说话不腰疼，下次把你带到新疆住3年村去。不许辞职，不许逃跑」。针对美国「人权观察」组织指控，中国政府在新疆任意将维吾尔人关押在拘留营，中国外交部发言人耿爽10日在例行记者会拒绝具体响应。他说，新疆实施的一系列政策措施，旨在促稳定、促发展、促团结、促民生，同时依法打击民族分裂和暴恐犯罪活动。,9/12/18,http://weibo.com/1918939581/Gz2tXDDJ4,1918939581,Gz2tXDDJ4,4283510000000000.0,9/15/18,not available,12/30/18,not available,559316.0,Permission Denied!,hr,censored,0.46153846153846156,0.23076923076923078
394,加拿大的官方微博又在扯B了那个国家只有穆斯林难民和黑人是有人权的其他人种都是辣鸡。哈哈,12/11/18,https://weibo.com/3649533911/H6JNLEHFP,3649533911,H6JNLEHFP,4316060000000000.0,12/15/18,not available,12/16/18,not available,111958.0,Permission Denied!,hr,censored,0.6923076923076923,0.07692307692307693
35380,二月河：我年轻的时候也是雄心壮志，父母亲很早就参加革命，周围的人都算成功人士，于是自己也想将来一定做一番事业。可是，父母亲所在的部队调动频繁，我只好不断地转学。上学没有上好，小学、初中、高中都留级了，留到1966年。文革开始后，高考没了，去当兵，参军又十年，33岁才当了指导员。别人33岁当正团，我还是一个副指导员，我不想当官了，我想做点事情。不能做官就在文学这条路上走一走。生活都充满了万般不确定性,12/15/18,https://weibo.com/3180409863/H7lgAcAfm,3180409863,H7lgAcAfm,4317500000000000.0,12/19/18,available,12/30/18,available,241.0,,cr,uncensored,0.23076923076923078,0.0
582,好吧，还是脱下贸易战的新装吧！川普当然知道贸易战不会导致产业回流美国，美国从东南亚进口一样要逆差，但是谁让你到处厉害了我的国，到处秀肌肉，从内政到外交没有向美国靠拢的迹象来呢？人家贸易战的目的就是损中国不利己的，就是为了打压中国的！这可不是川普一个人在战斗哟，建制派，民主党，一个声音啊！企业反对只是作秀给中国看罢了！,9/22/18,https://weibo.com/1357249734/GAETg6idJ,1357249734,GAETg6idJ,4287370000000000.0,9/26/18,not available,12/27/18,not available,407.0,Permission Denied!,trump,censored,0.46153846153846156,0.0
11173,在中国读了四年书的肯尼亚同学说当初在中国为了听得懂教授上课逼自己学中文在北京学语言的时候天天去菜市场跟人家讨价还价结果...到了上海...他们教授口音太重他的中国同学都听不懂翘课了,12/5/18,https://weibo.com/1775666514/H5TVIwL08,1775666514,H5TVIwL08,4314070000000000.0,12/9/18,available,12/21/18,available,293.0,,china,uncensored,0.23076923076923078,0.0
20031,张五常对孟晚舟一事的看法。孟晚舟获得保释『张五常：关于华为孟晚舟想说8句话，加国政客智商有点问题』O张五常：关于华为孟晚舟想说8句话，加国政客智商有点问题,12/16/18,https://weibo.com/1155439107/H7AZVtDfQ,1155439107,H7AZVtDfQ,4318110000000000.0,12/20/18,available,1/1/19,available,392209.0,,meng,uncensored,0.23076923076923078,0.0
38984,蒋劲夫好友反驳验伤报告蒋劲夫好友反驳验伤报告大概我真是闲的蛋疼去关注我国这种四肢发达头脑简单的流量男明星但是作为一个社会公民这几天真被微博言论给恶心到也被吓到一个公民犯罪自有法律去公证裁决并且在日本民主法制社会没人能逃脱制裁作为一个受过高等教育的人来说当然是对家暴坚决抵制并呼吁完善立法但蒋劲夫这个事件不单纯是个一方使用暴力一方无任何谎言和过失的简单公众事件蒋方的暴力一杯证实。各方的陈述提交的证据也足以让人怀疑女方有敲诈编造谎言的的恶劣行径那么作为一个社会人我们没有权利知道事情的真相吗法律层面来说蒋的犯罪量刑的定性也需要真实的证据裁定我们围观公众热点的吃瓜群众怎么就不能求一个真相了？只要在微博上质疑女方的证据都被乌合之众女权癌扣上给家暴站台洗白的帽子这才是让人不耻和反智的！！！妇女权益的保护不是女权癌的撒泼更不是女权癌利用性别红利谋利的遮羞布。同时重点强调：新浪作为平台男方好友反驳的证据还有路人9号偶遇的证据都没上热搜反而是女方有利的一直在热搜作为媒体平台就是要正常发声交流2方的证据在一起接受检验而不是这样新浪方处于某种利益也好压制一方只让一种声音说话！,11/30/18,https://weibo.com/1527162345/H53BSbp9E,1527162345,H53BSbp9E,4312060000000000.0,12/4/18,available,12/18/18,available,900.0,,democracy,uncensored,0.7692307692307693,0.0
7746,中国再强调依法治国，相应部门成立，但是我觉得这个怪怪的，计划生育法是国家基本法律，在没有经过人大修改或者废除的情况下，只是在法典中不提计划生育法，用行政手段来废除计划生育法，放开二胎政策，这一本身就严重的违法了，还谈什么依法治国，修法废除某项法律都是正常的事情，承认错误就那么难吗,9/10/18,http://weibo.com/2174854725/GyFN6aCkY,2174854725,GyFN6aCkY,4282640000000000.0,9/13/18,available,1/2/19,available,1645.0,,fp,uncensored,0.7692307692307693,0.07692307692307693
22352,美国政府已经和特朗普的行事风格相近了，比如，再说自己想法前，先说对方已经输了，或者对方正在求自己。黑莉说伊朗在哀求美国，特朗普说中国在请求美国。再比如，在国家层面使用威胁的语言，还频繁使用黑帮威胁法，乃至在联合国用威胁他国通过议案或者阻挠议案。可以说，把西方国家绅士风度中保护内在虚伪，狡诈，阴险的外衣完全抛掉了。班龙和特朗普很像！,9/22/18,https://weibo.com/5522097376/GAzyLqDAs,5522097376,GAzyLqDAs,4287170000000000.0,9/26/18,available,12/1/18,available,87.0,,trump,uncensored,0.6153846153846154,0.07692307692307693
72,一直逼着中国深化改革开放的有两位老人。一位是邓小平，另一位是特朗普。,12/3/18,https://weibo.com/1214529160/H5CidsP5a,1214529160,H5CidsP5a,4313390000000000.0,12/7/18,not available,12/16/18,not available,104913.0,Permission Denied!,china,censored,0.6153846153846154,0.07692307692307693
36771,『人社部：全国400万民营企业推行民主管理制度_手机新浪网』O人社部：全国400万民营企业推行民主管理制度,10/2/18,https://weibo.com/3839663907/GC36Ptcvn,3839663907,GC36Ptcvn,4290680000000000.0,10/7/18,available,11/28/18,available,325.0,,democracy,uncensored,0.3076923076923077,0.0
33991,粗看一遍仿佛回顾了一遍上世纪的恩怨情仇从日本侵华的战争年代，到国共对峙的僵持阶段，再到腥风血雨的文化大革命...这个和文艺事业相伴一生的人，经历过痛苦，经历过背叛，犯过错误，受过斗争，但是如果这事业即使让你受尽痛苦仍能坚持下去，那么这就是无悔的“我的电视剧生涯是从《西游记》开始的，又是以《西游记》终结的。《西游记》完成了，我的事业也结束了。现在我只能老老实实地坐下来养病，看看别人的电视剧来度过余生了。我冷静下来，回想这一生，虽然有许多遗憾和不满足，但也算热闹了一场。有时轰轰烈烈，有时冷冷清清，坡坡坎坎，起起落落，不是人生之常情吗？八十多年！那些恩恩怨怨的喧嚣仿佛已经远去，痛彻心扉的经历也早已模糊，但是有许多难忘的岁月、真情的故事、拼搏的快乐，却恍惚如昨日一般清晰地深藏在记忆里！”,11/8/18,https://weibo.com/6070303004/H1Jfm0RET,6070303004,H1Jfm0RET,4304120000000000.0,11/12/18,available,1/2/19,available,94.0,,cr,uncensored,0.38461538461538464,0.0
