idx,content,pubdate,url,uid,pid,mid,testdate,status,retestdate,status_2,followers,error,topic,class,controversial,cap
9536,最近泰国发生两件事，一是飞机没停稳，一个中国人就打开行李舱拿行李，把人家一个泰国作家的头砸开了，二是一中国游客在皮皮岛坐船，船还没停稳就跳船，被螺旋桨把退切了。我想问:中国人，你急什么？,12/1/18,https://weibo.com/1619925757/H5koxrwDh,1619925757,H5koxrwDh,4312700000000000.0,12/5/18,available,12/19/18,available,94814.0,,china,uncensored,0.7777777777777778,0.1111111111111111
724,张首晟看来是“被自杀”了，愈发觉得MH370真的像当初我不怎么相信的“阴谋论”，不那么简单…这种下作的手段符合CIA的一贯作风，川普这种商战思想和政治强权结合起来的手法，还真的是流氓兔始终需要摸流氓鹰酱的理由。千人计划搞这么高调，简直就是列了份暗杀名单,12/6/18,https://weibo.com/3867713354/H5ZxmlXsT,3867713354,H5ZxmlXsT,4314280000000000.0,12/10/18,not available,12/16/18,not available,119.0,Permission Denied!,trump,censored,0.7777777777777778,0.1111111111111111
13380,这公立高中制度真是宠坏了学生，有多少知道努力的意义，有多少知道认真的价值？老师们固步自封，这不相当于闭关锁国吗…学生不会知道与同龄人的差距，老师们不再主动寻找进步……以前总说最理想的培养是美国式学校，中国式家庭；现在越发觉得应是中国式学校，美式家庭教育。很感恩每当自己教学感觉要崩溃的时候，西班牙老师总是能戳中我心坎的帮助……当老师是个良心活，你也可每天浑水摸鱼与学生一起度日子，但你更可以让每一天都充满能量带领学生去发现更好的自己……希望自己不要走入这浑水，不要放弃原则，不忘初心，坚持做一个对自己对学生高期待的老师……,12/11/18,https://weibo.com/1882519241/H6PCT7L0d,1882519241,H6PCT7L0d,4316280000000000.0,12/15/18,available,12/26/18,available,120.0,,china,uncensored,0.4444444444444444,0.0
92,转发：东圣学会中国要想建成和谐社会，必须和美国打贸易战。有了外敌，中国国内各阶级才能团结，资本家为了扩大国内市场，也必须对国内老百姓适当让步，也才会对工人好一些。ZF也不会随便欺压老百姓了。,12/6/18,https://weibo.com/3192339774/H664fBVo4,3192339774,H664fBVo4,4314530000000000.0,12/10/18,not available,12/16/18,not available,35107.0,Permission Denied!,china,censored,0.7777777777777778,0.1111111111111111
456,关于媒体说川普在飞机上接受采访的时候说关于2000亿关税问题又有很多人关心，对于这个事情已经消化了很久，现在川普的意思是这个关税什么时候征还在考虑很大程度上取决于中国意思就是看谈判的情况而定，所以说现在就是像曹山石说的引而不发，对于市场的反应还是偏正面的，还说带着说如果征收2000亿我后面还会很快准备2670亿，这意思就是现在我2000亿不征看看咱们谈判的情况，谈得不满意我再征顺便再加2670亿，所以也不用被这个2670吓到，2000还没出来，2670更远。,9/8/18,http://weibo.com/6032820259/GyoXUySzq,6032820259,GyoXUySzq,4281990000000000.0,9/11/18,not available,12/26/18,not available,7532.0,Permission Denied!,trump,censored,1.0,0.0
853,huawei别用爱国消费大家了，支持的是你5g，谁支持你手机了，一群脑残跑过来说用苹果的不爱国，快qnmlgb的吧,12/18/18,https://weibo.com/3031594423/H7Uwv4FeO,3031594423,H7Uwv4FeO,4318860000000000.0,12/22/18,not available,12/23/18,not available,1455.0,Permission Denied!,patriotism,censored,1.0,0.1111111111111111
39782,何志伟母亲叫薛凌，父亲叫陈胜宏，这什么关系啊？陈建铭长这么挫，女儿陈思宇倒很正，国民党的陈柄甫家里三代市议员，你以为民主是人人都有机会做主，结果原来还是高高在上的一群人做主,12/13/18,https://weibo.com/1650989780/H74MOh7xL,1650989780,H74MOh7xL,4316870000000000.0,12/17/18,available,12/28/18,available,700.0,,democracy,uncensored,0.8888888888888888,0.2222222222222222
21543,川普在美国得人心，主要是对内减税对外加税，企业利润增加，老百姓收入增加，消费增加，我们的办法是对外一路一带，穷朋友遍天下，都是要钱没有没钱翻脸的主儿。对内共度世艰。老美的办法真的学学，对内要减税精简机构增加一些国债。让企业有能力参与国际竞争，让老百姓看到希望。,9/11/18,http://weibo.com/2820792015/GyRWI0W3r,2820792015,GyRWI0W3r,4283110000000000.0,9/14/18,available,12/1/18,available,948028.0,,trump,uncensored,0.6666666666666666,0.0
563,中美贸易战特朗普周一宣布启动对中国2000亿美元商品加征10%关税，9月24日起生效，年底前升至25%。清单与此前相比，拿掉了智能手表、蓝牙设备、儿童安全座椅等，但总金额没有变化。中期选举临近，共和党再遭阻击，特朗普面临较大的选举压力，强行启动对中国加征关税，也是奋力一搏。特朗普这一搏，恐怕在中期选举前是不能给他收益的，以免助长其淫威。但换一个角度，川普也只是个政客，有所求、有所困时才好商议。贸易战最终还是要靠协商解决，时机在哪里？还得再等等。川普作为美国总统，想要得到怎样的政绩和历史评价？,9/18/18,http://weibo.com/1456459070/GzTuXmdHA,1456459070,GzTuXmdHA,4285550000000000.0,9/22/18,not available,12/27/18,not available,547.0,Permission Denied!,trump,censored,0.6666666666666666,0.0
36582,著名律师陈有西发表表了针对某副部长有关企业民主管理言论的微博，并引用了某知名人士对他支持的文章，本人针对陈律师观点发了评论，可惜被陈律师的微博给屏蔽了。为了表达自己的观点，特在此将评论原文重发，以捍卫自己说话的权利。一一一我们在一些基本的常识问题上分裂了，以情绪化的方式对待法治秩序的常理。如果以名人言论作为立论的支撑，会陷入理论混乱的境地。今天我们既不能让国有经济侵蚀民营经济的合法权益，也不能以资本拜物教否定劳动者参与管理的法定权利，请陈有西律师关注一下发迖资本主义国家员工参与的法律规定，那可是私营经济占主导的经济结构哦。,9/27/18,https://weibo.com/2195434582/GBlgO6uRq,2195434582,GBlgO6uRq,4289000000000000.0,10/1/18,available,11/27/18,available,113.0,,democracy,uncensored,0.6666666666666666,0.0
19748,孟晚舟获得保释【孟晚舟获得保释，华为方面回应】华为创始人任正非之女，时任华为CFO的孟晚舟在加拿大转机时，被加拿大当局代表美国政府暂时扣留。当地时间11日下午3点多，加拿大当地法院宣布，准许孟晚舟女士获得保释。对此，华为回应：期待美加能及时、公正的结束此事件。,12/15/18,https://weibo.com/5613753502/H7lyXmoCI,5613753502,H7lyXmoCI,4317510000000000.0,12/19/18,available,12/30/18,available,121.0,,meng,uncensored,0.7777777777777778,0.1111111111111111
1299,大盘补缺之前我还是建议大家谨慎点，作为散户为国接盘轮不到你，不是我消极有人给我扣帽子说我不爱国，我就奇了怪了风险来了大盘没企稳之前劝你空仓劝你谨慎有错？这难道不是一位财经人士该做的事？炒股讲究的是策略那些所谓的侠之大者，为国护盘说白了就是为自己被套找借口如果不是被深套你看他走不走？那么何时可以干以及干谁昨晚直播我详细说了到出手时我还会在微博喊的……,12/6/18,https://weibo.com/1396506364/H65qGn2si,1396506364,H65qGn2si,4314510000000000.0,12/11/18,available,12/22/18,available,573565.0,,patriotism,uncensored,0.6666666666666666,0.0
12654,2019年中国大市场分析1.禁止房地产交易2.新时代八国联军，美方联合各狗腿子对中国进行资产狙击，科技封锁，政府官员个人资产在国外的披露和其子女们的国籍，是否会强制遣返还不知道3.国内面临近几年最大的下岗大潮，市面上消失的公司为60%，是至少4.有跨国生意或者美国上市的公司都会受到重创5.更高的税务，各个行业6.移民，海外资产业务都会受到巨大影响以上，是根据目前的综合国力，市场情况，国际形势的大概率分析。希望我们能抛弃形式主义，泡沫经济，以及国内某些大型企业像社会腐虫等致命危害，掌握在现代社会的核心竞争力，科技永远是第一生产力，而不是无“芯”即死，国家为科研的投入，切实落到相关人员手里，建立触碰者即死的严厉政策，降低娱乐业的影响力，让孩子们的梦想回到科学家，而不是整容的网红，演员等。中国还没那么强大，也没有科技市场里核心技术的话语权，我们有能力做到世界尖端，需要时间和心态的转变。,12/9/18,https://weibo.com/2978933125/H6yrWAIJb,2978933125,H6yrWAIJb,4315620000000000.0,12/13/18,available,12/24/18,available,200.0,,china,uncensored,0.6666666666666666,0.0
686,从2011年1月发布第一条有关中国的推特开始，川普坚持不懈的谈论中国将近8年，共计572条，平均每5天一条。作者分析了川普推对股市的影响，可以看看O我们爬取了特朗普8年572条有关中国的推特，还和股市做了对比，还原真实川建国,11/19/18,https://weibo.com/1424710994/H3w1f20JI,1424710994,H3w1f20JI,4308380000000000.0,11/23/18,not available,12/28/18,not available,1640735.0,Permission Denied!,trump,censored,0.5555555555555556,0.0
36888,JQ阅读笔记中国希望的是为了群众利益而重振经济，而美国却希望中国不仅是经济改革，还同时做到体制改革。然而在上个世纪的动荡以及五千年历史看来，中国根本不可能在短时间内完成体制改革——只有基础打好了才能继续往前走。放眼世界，真正做到富强民主的只有历经了百年工业革命的西方国家，以及在美国带领下的非社会主义阵营的东亚国家。中国，作为人口最多的社会主义国家，是不可能像美国所期待的那样几十年内就完成民主改革。而且民主改革对于现在的中国来说只能给中国经济火上浇油。现在美国讨论的“中国越走越回去”这个思想放在改革开放大框架下根本就是无稽之谈，被西方媒体大肆宣扬的各类政策都没有被实际履行操作，西方媒体别有用心一眼就能被识破。这个道理，在学者智库思想盛行的美国，是不可能不被美国人理解的。现在美国对于中国的民主改革期待的居心只能是要么1）中国沦为第三世界，或者2）中国成为另一个拉美国家。,10/5/18,https://weibo.com/2984331867/GCzgEq2RD,2984331867,GCzgEq2RD,4291920000000000.0,10/9/18,available,11/28/18,available,148.0,,democracy,uncensored,0.7777777777777778,0.2222222222222222
713,贸易战中场休息，看谈判结果，三个月后，重启的可能性很大，至少部分重启，川普是个老狡猾，深谙捧杀之道，酥酥痒痒的话可是真不吝啬，反正说话不花钱，零成本。,12/3/18,https://weibo.com/1824137592/H5CgapFs4,1824137592,H5CgapFs4,4313390000000000.0,12/7/18,not available,12/16/18,not available,41240.0,Permission Denied!,trump,censored,1.0,0.0
29,“太伏中学”、“白衣天使茉莉花”、“红黄蓝”这么多事过去了。。。依然叫不醒装睡的人真的假不了，不信就拭目以待，，这都21世纪了，还有那么多没脑子的吗？？,12/21/18,https://weibo.com/3276757454/H8j7Zwj2k,3276757454,H8j7Zwj2k,4319800000000000.0,12/25/18,not available,12/26/18,not available,33077.0,Permission Denied!,kindergarten,censored,0.8888888888888888,0.0
397,孟晚舟获得保释华为同意不将美国的芯片出售给伊朗，但是偷偷卖了，孟的罪名是欺诈罪，国内媒体对这个事闭口，zf趁这个机会洗脑韭菜继续厉害了我的国，还扯什么人权绑架，一群沙雕,12/13/18,https://weibo.com/3933809693/H7a1ttmuw,3933809693,H7a1ttmuw,4317070000000000.0,12/17/18,not available,12/20/18,not available,152.0,Permission Denied!,hr,censored,0.7777777777777778,0.1111111111111111
11802,今日山东【我省体育企业组团参加体博会】省体育局消息，2018中国体育文化博览会、中国体育旅游博览会12月11日在广州举行，我省体育企业届时将组团参加。本届博览会以“新时代新体育新生活”为主题，现场将设置六大主题展区，配备十余种配套活动，全面展示体育成果及文化，彰显我国体育文化软实力。,12/7/18,https://weibo.com/2993099575/H67JSaQRQ,2993099575,H67JSaQRQ,4314600000000000.0,12/11/18,available,12/22/18,available,2164123.0,,china,uncensored,0.2222222222222222,0.0
27096,这次中期选举吧，就能看出特朗普是否人心所向连不连任。大概就能看出美国接下来多久会出一位女总统。我还挺期待的。其实那位我念书的时候还买过她的杂志，因为好美气质优雅特别像我心目中的公主的感觉（英国那几位真的在我看来还不如她……）,11/6/18,https://weibo.com/2175939115/H1wnZfk2u,2175939115,H1wnZfk2u,4303630000000000.0,11/10/18,available,12/11/18,available,128.0,,trump,uncensored,0.5555555555555556,0.1111111111111111
6973,那些亲西方的朋友，长期不余遗力地向我们传播美国是“人权卫士”“民主灯塔”的观念，这下灯塔灭了吧，灭了！加拿大一直都是小弟！,12/6/18,https://weibo.com/1988218113/H64QQ1rwG,1988218113,H64QQ1rwG,4314490000000000.0,12/10/18,available,12/21/18,available,94.0,,hr,uncensored,0.6666666666666666,0.1111111111111111
312,台湾九合一选举，表明台湾的民主政治已经非常成熟，民众不在意统独，不在意经济，唯在意两党制衡，不让一党独大。,11/25/18,https://weibo.com/3704587585/H4kOzthSZ,3704587585,H4kOzthSZ,4310330000000000.0,11/29/18,not available,12/15/18,not available,77.0,Permission Denied!,democracy,censored,0.8888888888888888,0.1111111111111111
525,根据外媒9月15日凌晨报道，美国总统特朗普9月13日星期四指示助手对价值2000亿美元的中国产品加征关税。——这个是外媒说的，消息面导致美国周五回踩，今天A股低开。不过搞笑的是a股还是在护盘，$上证指数sh000001$财经头条文章,9/17/18,http://weibo.com/5612938733/GzKr19cB9,5612938733,GzKr19cB9,4285200000000000.0,9/21/18,not available,12/27/18,not available,16393.0,Permission Denied!,trump,censored,0.5555555555555556,0.0
6203,有时，西方说人权和宗教，我们就要拿事实反驳，但是要注意风度其实他们有时也是一种政治任务，拿了钱，必须办我们要淡定！一笑而过谁能够分裂新和西吗？目前谁都不敢的但是中国自己确实要注意人权问题。我认为死刑有必要存在，但是要慎用！可以公开化。怕什么。有死刑的又不是只有中国！——这也是我们法治自信化的表现就是以前的算了，不要公开啦以后比如从2019年1月1日起，公开这也是倒逼我们法治化的手段没什么可以躲躲藏藏的！我们又不是再乱判！很多事情，设个节点，公开化！没什么可怕的。包括那个organism移植，规范化，登记化，自愿化，插个队怎么啦，世界都如此，但是表面要做的很光滑就是有时事情要做的你知我知，天知地知但是不要随便的动用权力，权力要慎用！我就不相信美国是完全公正和法治的。其实都是有权力运作的，只不过比较少和尽量规范而已。,11/11/18,https://weibo.com/5517246040/H2irUtuIX,5517246040,H2irUtuIX,4305480000000000.0,11/15/18,available,12/1/18,available,348.0,,hr,uncensored,0.7777777777777778,0.2222222222222222
139,江宇：不能为突出改革开放而否定历史-学者观点-红歌会网评：现在再修八万多座水库修不修得起都是个问题，红旗渠有段堤修了下花了那么多钱，下了一场雨就白修了。最好是将王小鲁送到非洲某个和刚解放时的中国差不多的国家，让他到那儿去改革开放搞个试验。其实有个事实就在眼前，前三十年印度和中国差得远，中国比印度少死一亿人就非常能说明问题。而后三十年中印差距大大缩小，中国探月球，印度探火星；中国在剥夺了百姓福利之后得、重建百姓出钱的新农合、居民医保，印度实行全民免费医疗和全民免费教育。O江宇：不能为突出改革开放而否定历史-学者观点-红歌会网,12/18/18,https://weibo.com/1657401571/H7UlzuGz5,1657401571,H7UlzuGz5,4318850000000000.0,12/22/18,available,1/2/19,not available,1238.0,Permission Denied!,china,censored,1.0,0.0
24995,美国总统特朗普周二强调，他肯定会在2020年寻求第二个任期。特朗普在16日接受福克斯商业电视台的采访时答说：“是的，百分之百，”,10/17/18,https://weibo.com/1132301460/GEkuD1St9,1132301460,GEkuD1St9,4296120000000000.0,10/21/18,available,12/2/18,available,19705.0,,trump,uncensored,0.7777777777777778,0.0
950,三个假如：1、发起人健康，文革推后10年结束；2、后10年文革运动中邓遭不测；3、中美不建交；。如果这样，就大概率没有改革开放，吹牛的形式和内容都不一样了。发挥想象，那会怎样吹呢？,12/18/18,https://weibo.com/1213611261/H7NRj4CMK,1213611261,H7NRj4CMK,4318600000000000.0,12/22/18,not available,12/23/18,not available,12242.0,Permission Denied!,cr,censored,0.7777777777777778,0.1111111111111111
540,尽管如此，美元指数在周五仍大幅走强，甚至一度反弹至95关口。市场对于中美贸易战的担忧重新出现令美元再度成为避险首选。特朗普表示仍将对2000亿美元的中国商品征税，不过税率有所降低。尽管中方表示已正式收到美国重新谈判邀请，但不确定性高企的风险仍令投资者倾向买入美元避险。,9/17/18,http://weibo.com/3597809760/GzOpk5Rdb,3597809760,GzOpk5Rdb,4285350000000000.0,9/21/18,not available,12/27/18,not available,16014.0,Permission Denied!,trump,censored,0.7777777777777778,0.1111111111111111
755,上周四晚我写了《5年4倍的大牛市起点，抄底中国的时候到了》，没想到当晚川普就给我们领导打电话，周五A股出现一波大反弹。部分人留言说我这么早就喊底了，会误导人家。究竟有没有误导，看我这条老韭菜在上轮熊市的亲身经历或许能得到点...分享自O我在2013年熊市的亲身经历2郑州·未来路街区,12/23/18,https://weibo.com/2699335700/H8AQKfmGu,2699335700,H8AQKfmGu,4320480000000000.0,12/27/18,not available,12/27/18,not available,749.0,Permission Denied!,trump,censored,0.6666666666666666,0.0
24361,并不讨厌川普，至少在外盘掉一下的时候他还在骂美联储。而某大只字不提，并且天朝还弥漫着一切向好的报道。真是对这种掩耳盗铃的麻痹感到难受又无可奈何。万国来朝，面子，爱国主义，滚吧,10/11/18,https://weibo.com/5898466433/GDraO1bhK,5898466433,GDraO1bhK,4293990000000000.0,10/15/18,available,12/2/18,available,104.0,,trump,uncensored,0.7777777777777778,0.0
16813,“昆曲被称为‘百戏之祖’，所有中国传统戏剧几乎都脱胎于昆曲，所以今天我们谈论的是妈妈，不是子孙万代。”O张军：为什么坚持做昆曲,12/20/18,https://weibo.com/1877197315/H8bI7y9rV,1877197315,H8bI7y9rV,4319520000000000.0,12/24/18,available,1/4/19,available,64713.0,,china,uncensored,0.4444444444444444,0.0
25958,特朗普为何在此时退出中导条约？对中国有何影响？O蒋校长|特朗普为何在此时退出中导条约？对中国有何影响？,10/25/18,https://weibo.com/1275993340/GFEUFvMVQ,1275993340,GFEUFvMVQ,4299290000000000.0,10/29/18,available,12/3/18,available,1030.0,,trump,uncensored,0.7777777777777778,0.0
607,美国的股市泡沫非常严重，美国的股市如果继续上涨，风险系数非常大，但美国股市的泡沫破灭，美国的经济会重挫，因为美国的股市是经济晴雨表，股市泡沫破灭，别说中期选举会失败，特朗普的连任根本没有希望。中美贸易战如果美国股市泡沫破灭，美国无法再继续进行下去。我国的软肋是房地产泡沫也令人担心。特朗普认为，中国股市跌下去了，如果房地产泡沫破灭，中国经济将会重挫。现在的问题是。我国房地产泡沫已经严重，一旦出了问题。后果严重。但是如果不控制房地产泡沫，让其继续发展，后果将是不堪设想。所以，对监管层来说，如何将房地产泡沫慢慢挤出来，又不要导致房地产崩盘，是需要有高超的智慧。,10/10/18,https://weibo.com/6320496890/GDo6IfQUu,6320496890,GDo6IfQUu,4293870000000000.0,10/14/18,not available,12/27/18,not available,37.0,Permission Denied!,trump,censored,0.6666666666666666,0.0
36366,简单讲：西方不了解中国的高等民主，就认定中国古代不民主，中华文明是专制传统。而把所有关于中国历史中民主传统的研究一律戴上“杜撰历史”的帽子。这符合西方文化精英的low性，他们一贯把自己没有能力理解的东西归纳为假的或无价值的。只要这些精英继续领导西方，中国必将大出天下而领导人类。,9/21/18,https://weibo.com/6057504665/GAtKyw0CK,6057504665,GAtKyw0CK,4286940000000000.0,9/25/18,available,1/2/19,available,6006.0,,democracy,uncensored,0.7777777777777778,0.0
144,许静一个走在中国发展的前沿的城市，在改革开放40周年之际，可真是送个中国人民一个好礼物啊。一个20岁刚刚步入社会的年轻人，家人没有任何背景。所以有钱人可以打通层层关系，让杀人犯逍遥法外。假若这个年轻人是一个外籍人员呢，那可能会是不一样的结果吧。这是一个民族的悲哀。对外宽容，对内残忍大家冲啊！！！！！,12/19/18,https://weibo.com/2164533143/H7Yu4ggTy,2164533143,H7Yu4ggTy,4319010000000000.0,12/23/18,not available,12/24/18,not available,168.0,Permission Denied!,china,censored,0.7777777777777778,0.1111111111111111
7149,孟晚舟哪项人权遭侵害全球身价上亿的大老板们注意啦！去美国小心被自杀，去加拿大小心被扣！如果要去，请带上比美国军队更好的保镖！,12/10/18,https://weibo.com/2178406912/H6CPa9EI3,2178406912,H6CPa9EI3,4315790000000000.0,12/14/18,available,12/25/18,available,315.0,,hr,uncensored,0.7777777777777778,0.0
11071,科普大作战英国保柏健康小组曾经发布国际健康医疗研究报告显示，中国45-54岁人群中，超过1/4的【文章详情】点击↓↓↓几种测试，能呈现出你面部是否衰老,12/5/18,https://weibo.com/1654786522/H5Rvge2xv,1654786522,H5Rvge2xv,4313970000000000.0,12/9/18,available,12/21/18,available,452972.0,,china,uncensored,0.2222222222222222,0.0
